title,docid,updated,publisheddate,relevancescore,resultnumber,jurisdiction,date,source,author,contenttype,status,contentcomponentid,vendorreportid,length,byline,wordcount,language,actualresultscount
Potential Union Pacific (UNP ) Trade Has 9.22% Downside Protection,urn:contentItem:5HT6-86X1-JDN4-T397-00000-00,2016-01-07,"January 7, 2016 Thursday",145,1,U.S. Federal,2016-01-07,Fresh Brewed Media,,News,Available,345147,FRBREW2016,308 words,,308,English,14
Union Pacific (UNP ) Showing Bearish Technicals,urn:contentItem:5HSJ-BNN1-JDN4-T1F4-00000-00,2016-01-04,"January 4, 2016 Monday",144,2,U.S. Federal,2016-01-04,Fresh Brewed Media,,News,Available,345147,FRBREW2016,266 words,,266,English,14
Union Pacific Co. (UNP) Stake Lowered by KBC Group,urn:contentItem:5HS0-Y521-JCMN-Y2FM-00000-00,2016-01-02,"January 2, 2016 Saturday",143,3,U.S. Federal; International,2016-01-02,Watchlist News,Mark Dietrich,News,Available,484299,AMCN-135127,1094 words,Mark Dietrich,1094,English,14
Union Pacific Co. (UNP) Position Reduced by Renaissance Investment Group,urn:contentItem:5HST-HYV1-F03R-N107-00000-00,2016-01-06,"January 6, 2016 Wednesday",142,4,U.S. Federal; International,2016-01-06,Watchlist News,Hanz Christensen,News,Available,484299,AMCN-135127,1212 words,Hanz Christensen,1212,English,14
Union Pacific Co. (UNP) PT Lowered to $100.00 at BMO Capital Markets,urn:contentItem:5HT2-YCB1-JCMN-Y1DP-00000-00,2016-01-07,"January 7, 2016 Thursday",141,5,U.S. Federal; International,2016-01-07,Watchlist News,Mark Dietrich,News,Available,484299,AMCN-135127,1156 words,Mark Dietrich,1156,English,14
Investors Sell Union Pacific Co. (UNP) on Strength After Analyst Downgrade,urn:contentItem:5HSJ-8TB1-F03R-N25N-00000-00,2016-01-05,"January 5, 2016 Tuesday",140,6,U.S. Federal; International,2016-01-05,Watchlist News,Nicole Kennedy,News,Available,484299,AMCN-135127,1179 words,Nicole Kennedy,1179,English,14
"Against Hirunika, Disciplinary action if proven guilty UNF",urn:contentItem:5HS1-7JY1-F11P-X20C-00000-00,2016-01-02,"January 2, 2016 Saturday",133,7,U.S. Federal; International,2016-01-02,American Banking and Market News,,News,Available,439934,LGMTWW2016,234 words,,234,English,14
Union Pacific (UNP ) Trading Near $75.14 Support Level,urn:contentItem:5HSS-9W41-F146-H1B9-00000-00,2016-01-05,"January 5, 2016 Tuesday",58,8,U.S. Federal,2016-01-05,Fresh Brewed Media,,News,Available,345147,FRBREW2016,170 words,,170,English,14
Union Pacific (UNP ) Showing Bearish Technicals,urn:contentItem:5HT0-9171-JDN4-T1V0-00000-00,2016-01-06,"January 6, 2016 Wednesday",58,9,U.S. Federal,2016-01-06,Fresh Brewed Media,,News,Available,345147,FRBREW2016,192 words,,192,English,14
Park National Sells 157 Shares of Union Pacific Co. ( UNP ),urn:contentItem:5HT1-H711-JCMN-Y207-00000-00,2016-01-07,"January 7, 2016 Thursday",56,10,U.S. Federal,2016-01-07,Ticker Report,Max Byerly,News,Available,484293,AMCN-126392,95 words,Max Byerly,95,English,14
Union Pacific (UNP ) Trading Near $72.63 Support Level,urn:contentItem:5HV2-4YN1-JDN4-T0FB-00000-00,2016-01-11,"January 11, 2016 Monday",145,1,U.S. Federal,2016-01-11,Fresh Brewed Media,,News,Available,345147,FRBREW2016,308 words,,308,English,154
Potential Union Pacific (UNP ) Trade Has 8.96% Downside Protection,urn:contentItem:5HTD-7DR1-F146-H05K-00000-00,2016-01-08,"January 8, 2016 Friday",145,2,U.S. Federal,2016-01-08,Fresh Brewed Media,,News,Available,345147,FRBREW2016,308 words,,308,English,154
Union Pacific (UNP ) Trading Near $78.26 Resistance Level,urn:contentItem:5HVP-2H01-F146-H05R-00000-00,2016-01-14,"January 14, 2016 Thursday",144,3,U.S. Federal,2016-01-14,Fresh Brewed Media,,News,Available,345147,FRBREW2016,270 words,,270,English,154
Union Pacific (UNP ) Showing Bearish Technicals With Support At $73.08,urn:contentItem:5HV8-44G1-JDN4-T2B1-00000-00,2016-01-12,"January 12, 2016 Tuesday",144,4,U.S. Federal,2016-01-12,Fresh Brewed Media,,News,Available,345147,FRBREW2016,241 words,,241,English,154
Potential Union Pacific (UNP ) Trade Has 7.08% Downside Protection,urn:contentItem:5HVG-39S1-F146-H439-00000-00,2016-01-13,"January 13, 2016 Wednesday",143,5,U.S. Federal,2016-01-13,Fresh Brewed Media,,News,Available,345147,FRBREW2016,265 words,,265,English,154
Union Pacific Co. (UNP) Lifted to 'Strong-Buy' at Vetr Inc.,urn:contentItem:5HV4-TTH1-JCMN-Y51X-00000-00,2016-01-12,"January 12, 2016 Tuesday",143,6,U.S. Federal; International,2016-01-12,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,1200 words,Micah Haroldson,1200,English,154
Union Pacific's (UNP) 'Buy' Rating Reiterated at Deutsche Bank,urn:contentItem:5HVR-J3R1-F03R-N3PR-00000-00,2016-01-14,"January 14, 2016 Thursday",142,7,U.S. Federal; International,2016-01-14,Watchlist News,Mark Dietrich,News,Available,484299,AMCN-135127,1137 words,Mark Dietrich,1137,English,154
"Regulatory update: New York State Department of Public Service; G-Z/10 UNP Realty, LLC, has submitted (15-E-0705) DocTitleCopy of Resident Notice",urn:contentItem:5HVG-P0D1-J9XT-P2PD-00000-00,2016-01-13,"January 13, 2016 Wednesday",137,8,U.S. Federal; Connecticut; Dist. of Columbia; New York,2016-01-13,US Official News,,News,Available,400469,USOFFN2016,487 words,,487,English,154
Union Pacific Corporation Invites You to Join Its Fourth Quarter 2015 Earnings Release Broadcast,urn:contentItem:5HVX-2801-DXP3-R382-00000-00,2016-01-14,"January 14, 2016 Thursday",132,9,U.S. Federal; International; Nebraska,2016-01-14,PR Newswire,,News,Available,8054,PRNEWS2016,366 words,,366,English,154
Canadian Pacific Says Disappointed By Comments Made By Union Pacific Chief,urn:contentItem:5HVN-D2R1-JD87-S1HB-00000-00,2016-01-14,"January 14, 2016 Thursday",127,10,U.S. Federal,2016-01-14,RTT News (United States),,News,Available,365582,NOTFTRTTNWS2016,332 words,,332,English,154
Union Pacific (UNP ) Trading Near $75.31 Resistance Level,urn:contentItem:5HWR-XDR1-F146-H42N-00000-00,2016-01-19,"January 19, 2016 Tuesday",145,1,U.S. Federal,2016-01-19,Fresh Brewed Media,,News,Available,345147,FRBREW2016,265 words,,265,English,193
Union Pacific (UNP ) Showing Resistance Near $76.07,urn:contentItem:5HWY-WKG1-JDN4-T02Y-00000-00,2016-01-20,"January 20, 2016 Wednesday",144,2,U.S. Federal,2016-01-20,Fresh Brewed Media,,News,Available,345147,FRBREW2016,235 words,,235,English,193
Union Pacific (UNP ) Showing Bearish Technicals With Resistance At $78.14,urn:contentItem:5HVX-1P31-JDN4-T12D-00000-00,2016-01-15,"January 15, 2016 Friday",144,3,U.S. Federal,2016-01-15,Fresh Brewed Media,,News,Available,345147,FRBREW2016,258 words,,258,English,193
Union Pacific (UNP ) Trading Near $75.69 Resistance Level,urn:contentItem:5HX5-VSP1-F146-H2JN-00000-00,2016-01-21,"January 21, 2016 Thursday",144,4,U.S. Federal,2016-01-21,Fresh Brewed Media,,News,Available,345147,FRBREW2016,203 words,,203,English,193
Union Pacific Co. (UNP) Downgraded by Vetr Inc.,urn:contentItem:5HVS-NVW1-F03R-N2WH-00000-00,2016-01-15,"January 15, 2016 Friday",144,5,U.S. Federal; International,2016-01-15,Watchlist News,Hanz Christensen,News,Available,484299,AMCN-135127,1166 words,Hanz Christensen,1166,English,193
Stifel Nicolaus Cuts Union Pacific Co. (UNP) Price Target to $95.00,urn:contentItem:5HVS-NVW1-F03R-N2WK-00000-00,2016-01-15,"January 15, 2016 Friday",143,6,U.S. Federal; International,2016-01-15,Watchlist News,Lindsey Winhoffer,News,Available,484299,AMCN-135127,1152 words,Lindsey Winhoffer,1152,English,193
Susquehanna Cuts Union Pacific Co. (UNP) Price Target to $102.00,urn:contentItem:5HVS-NVW1-F03R-N2WJ-00000-00,2016-01-15,"January 15, 2016 Friday",142,7,U.S. Federal; International,2016-01-15,Watchlist News,Hanz Christensen,News,Available,484299,AMCN-135127,1155 words,Hanz Christensen,1155,English,193
"Union Pacific (UNP ) Stock Drops, Declining Coal Shipments Likely to Dampen Quarterly Results",urn:contentItem:5HWY-WM51-JCHV-V0CK-00000-00,2016-01-20,"January 20, 2016 Wednesday",142,8,U.S. Federal; New York,2016-01-20,TheStreet.com,U-Jin Lee,News,Available,220623,TSC2016,240 words,U-Jin Lee,240,English,193
Ipswich Investment Management Company Acquires 425 Shares of Union Pacific Co. (UNP),urn:contentItem:5HX5-V861-JCMN-Y3JS-00000-00,2016-01-21,"January 21, 2016 Thursday",142,9,U.S. Federal; International,2016-01-21,Watchlist News,Hanz Christensen,News,Available,484299,AMCN-135127,1185 words,Hanz Christensen,1185,English,193
"Trinity Street Asset Management Purchases 368,036 Shares of Union Pacific Co. (UNP)",urn:contentItem:5HWV-KKF1-JCMN-Y1M1-00000-00,2016-01-20,"January 20, 2016 Wednesday",142,10,U.S. Federal; International,2016-01-20,Watchlist News,Hanz Christensen,News,Available,484299,AMCN-135127,1111 words,Hanz Christensen,1111,English,193
Potential Union Pacific (UNP ) Trade Has 3.93% Downside Protection,urn:contentItem:5HYF-NX01-JDN4-T3K9-00000-00,2016-01-27,"January 27, 2016 Wednesday",144,1,U.S. Federal,2016-01-27,Fresh Brewed Media,,News,Available,345147,FRBREW2016,258 words,,258,English,263
Nomura Reaffirms 'Buy' Rating for Union Pacific Co. (UNP),urn:contentItem:5HYB-BB81-F03R-N0XT-00000-00,2016-01-27,"January 27, 2016 Wednesday",143,2,U.S. Federal; International,2016-01-27,Watchlist News,Hanz Christensen,News,Available,484299,AMCN-135127,1129 words,Hanz Christensen,1129,English,263
Union Pacific (UNP ) Showing Bearish Technicals With Support At $66.34,urn:contentItem:5HY1-RHP1-JDN4-T009-00000-00,2016-01-25,"January 25, 2016 Monday",143,3,U.S. Federal,2016-01-25,Fresh Brewed Media,,News,Available,345147,FRBREW2016,235 words,,235,English,263
Union Pacific Co. (UNP) Releases FY16 Earnings Guidance,urn:contentItem:5HXW-2HX1-JCMN-Y1VX-00000-00,2016-01-25,"January 25, 2016 Monday",143,4,U.S. Federal; International,2016-01-25,Watchlist News,Nicole Kennedy,News,Available,484299,AMCN-135127,930 words,Nicole Kennedy,930,English,263
Union Pacific Co. (UNP) Stake Reduced by Union Bankshares,urn:contentItem:5HXT-NMV1-F03R-N1C1-00000-00,2016-01-25,"January 25, 2016 Monday",143,5,U.S. Federal; International,2016-01-25,Watchlist News,Lindsey Winhoffer,News,Available,484299,AMCN-135127,1180 words,Lindsey Winhoffer,1180,English,263
Union Pacific Co. (UNP) Shares Bought by Bouchey Financial Group,urn:contentItem:5HX5-V861-JCMN-Y3YR-00000-00,2016-01-22,"January 22, 2016 Friday",143,6,U.S. Federal; International,2016-01-22,Watchlist News,Kyle Jackson,News,Available,484299,AMCN-135127,1169 words,Kyle Jackson,1169,English,263
Union Pacific (UNP ) Showing Bearish Technicals With Support At $67.96,urn:contentItem:5HY7-PPJ1-F146-H3M8-00000-00,2016-01-26,"January 26, 2016 Tuesday",143,7,U.S. Federal,2016-01-26,Fresh Brewed Media,,News,Available,345147,FRBREW2016,231 words,,231,English,263
Union Pacific Co. (UNP) PT Lowered to $87.00 at Deutsche Bank,urn:contentItem:5HYB-BB81-F03R-N0XY-00000-00,2016-01-27,"January 27, 2016 Wednesday",143,8,U.S. Federal; International,2016-01-27,Watchlist News,Mark Dietrich,News,Available,484299,AMCN-135127,1122 words,Mark Dietrich,1122,English,263
Union Pacific Co. (UNP) Earns Outperform Rating from Credit Suisse,urn:contentItem:5HYB-BB81-F03R-N0XV-00000-00,2016-01-27,"January 27, 2016 Wednesday",142,9,U.S. Federal; International,2016-01-27,Watchlist News,Mark Dietrich,News,Available,484299,AMCN-135127,1123 words,Mark Dietrich,1123,English,263
Union Pacific Co. (UNP) Earns 'Buy' Rating from Cowen and Company,urn:contentItem:5HY7-R7C1-F03R-N3P8-00000-00,2016-01-26,"January 26, 2016 Tuesday",142,10,U.S. Federal; International,2016-01-26,Watchlist News,Nicole Kennedy,News,Available,484299,AMCN-135127,1106 words,Nicole Kennedy,1106,English,263
Union Pacific (UNP ) Showing Bearish Technicals With Support At $68.14,urn:contentItem:5HYW-M7F1-JDN4-T0KG-00000-00,2016-01-29,"January 29, 2016 Friday",145,1,U.S. Federal,2016-01-29,Fresh Brewed Media,,News,Available,345147,FRBREW2016,232 words,,232,English,79
Union Pacific (UNP ) Showing Resistance Near $75.54,urn:contentItem:5J0R-H0M1-F146-H2BT-00000-00,2016-02-02,"February 2, 2016 Tuesday",144,2,U.S. Federal,2016-02-02,Fresh Brewed Media,,News,Available,345147,FRBREW2016,235 words,,235,English,79
Potential Union Pacific (UNP ) Trade Has 7.01% Downside Protection,urn:contentItem:5J0H-HT71-F146-H1WS-00000-00,2016-02-01,"February 1, 2016 Monday",144,3,U.S. Federal,2016-02-01,Fresh Brewed Media,,News,Available,345147,FRBREW2016,221 words,,221,English,79
"Union Pacific Co. (UNP) Director Sells $583,296.00 in Stock",urn:contentItem:5HYP-WYJ1-JCMN-Y437-00000-00,2016-01-29,"January 29, 2016 Friday",144,4,U.S. Federal; International,2016-01-29,Watchlist News,Hanz Christensen,News,Available,484299,AMCN-135127,946 words,Hanz Christensen,946,English,79
Potential Union Pacific (UNP ) Trade Has 6.90% Downside Protection,urn:contentItem:5J0Y-G5G1-F146-H0R9-00000-00,2016-02-03,"February 3, 2016 Wednesday",143,5,U.S. Federal,2016-02-03,Fresh Brewed Media,,News,Available,345147,FRBREW2016,227 words,,227,English,79
Cadinha Co. LLC Boosts Stake in Union Pacific Co. (UNP),urn:contentItem:5J12-5DJ1-JCMN-Y4HT-00000-00,2016-02-04,"February 4, 2016 Thursday",142,6,U.S. Federal; Texas,2016-02-04,DailyPolitical,Latisha Jones,News,Available,484233,AMCN-116307,950 words,Latisha Jones,950,English,79
Morningstar Issues 'A' Credit Rating to Union Pacific Co. (UNP),urn:contentItem:5J0J-TJN1-F03R-N50N-00000-00,2016-02-02,"February 2, 2016 Tuesday",142,7,U.S. Federal; International,2016-02-02,Watchlist News,Mark Dietrich,News,Available,484299,AMCN-135127,1009 words,Mark Dietrich,1009,English,79
"Cambridge Advisors Inc. Has $1,825,000 Position in Union Pacific Co. (UNP)",urn:contentItem:5J15-DBC1-F03R-N0FR-00000-00,2016-02-04,"February 4, 2016 Thursday",141,8,U.S. Federal; Texas,2016-02-04,DailyPolitical,Jeff Wilder,News,Available,484233,AMCN-116307,1012 words,Jeff Wilder,1012,English,79
"Union Pacific Corporation CFO Rob Knight to Address Stifel Nicolaus, BB&T and Barclays Investor Conferences",urn:contentItem:5J0Y-H3J1-DXP3-R2Y9-00000-00,2016-02-03,"February 3, 2016 Wednesday",131,9,U.S. Federal; Florida; International; Nebraska,2016-02-03,PR Newswire,,News,Available,8054,PRNEWS2016,408 words,,408,English,79
Union Pacific Corporation Announces a $3.75 Billion Capital Plan for 2016 and Declares First Quarter 2016 Dividend,urn:contentItem:5J15-G6M1-JB72-11F5-00000-00,2016-02-04,"February 4, 2016 Thursday",127,10,U.S. Federal; International; Nebraska,2016-02-04,PR Newswire,,News,Available,8054,PRNEWS2016,843 words,,843,English,79
Potential Union Pacific ( UNP ) Trade Has 7.52% Downside Protection,urn:contentItem:5J2F-8FX1-F146-H16M-00000-00,2016-02-10,"February 10, 2016 Wednesday",145,1,U.S. Federal,2016-02-10,Fresh Brewed Media,,News,Available,345147,FRBREW2016,251 words,,251,English,57
Union Pacific (UNP ) Trading Near $79.58 Resistance Level,urn:contentItem:5J2N-7MT1-JDN4-T2YN-00000-00,2016-02-11,"February 11, 2016 Thursday",145,2,U.S. Federal,2016-02-11,Fresh Brewed Media,,News,Available,345147,FRBREW2016,245 words,,245,English,57
Union Pacific (UNP ) Showing Bearish Technicals With Support At $73.27,urn:contentItem:5J21-B3N1-F146-H4HD-00000-00,2016-02-08,"February 8, 2016 Monday",143,3,U.S. Federal,2016-02-08,Fresh Brewed Media,,News,Available,345147,FRBREW2016,221 words,,221,English,57
Potential Union Pacific (UNP ) Trade Has 6.02% Downside Protection,urn:contentItem:5J1C-DJ51-JDN4-T198-00000-00,2016-02-05,"February 5, 2016 Friday",143,4,U.S. Federal,2016-02-05,Fresh Brewed Media,,News,Available,345147,FRBREW2016,265 words,,265,English,57
Vetr Inc. Downgrades Union Pacific Co. (UNP) to Buy,urn:contentItem:5J3P-K6S1-JCMN-Y1JD-00000-00,2016-02-11,"February 11, 2016 Thursday",143,5,U.S. Federal,2016-02-11,Watchlist News,Nicole Kennedy,News,Available,484299,AMCN-135127,1066 words,Nicole Kennedy,1066,English,57
BTIM Corp. Raises Stake in Union Pacific Co. (UNP),urn:contentItem:5J1F-XJ41-F03R-N0N9-00000-00,2016-02-06,"February 6, 2016 Saturday",143,6,U.S. Federal,2016-02-06,Watchlist News,Lindsey Winhoffer,News,Available,484299,AMCN-135127,956 words,Lindsey Winhoffer,956,English,57
BTIM Corp. Raises Stake in Union Pacific Co. (UNP),urn:contentItem:5J1N-WWJ1-F03R-N45G-00000-00,2016-02-07,"February 7, 2016 Sunday",143,7,U.S. Federal,2016-02-07,DailyPolitical,Jeff Wilder,News,Available,484233,AMCN-116307,953 words,Jeff Wilder,953,English,57
Union Pacific Co. ( NYSE :UNP ) Receives Consensus Recommendation of 'Buy' from Analysts,urn:contentItem:5J27-8MN1-JCMN-Y084-00000-00,2016-02-10,"February 10, 2016 Wednesday",142,8,U.S. Federal; International,2016-02-10,Watchlist News,Kyle Jackson,News,Available,484299,AMCN-135127,1002 words,Kyle Jackson,1002,English,57
Union Pacific Co. (UNP) Position Boosted by Ballentine Partners LLC,urn:contentItem:5J2F-7R91-F03R-N3DH-00000-00,2016-02-10,"February 10, 2016 Wednesday",142,9,U.S. Federal,2016-02-10,Watchlist News,Mark Dietrich,News,Available,484299,AMCN-135127,994 words,Mark Dietrich,994,English,57
Blue Chip Partners Inc. Raises Stake in Union Pacific Co. (UNP),urn:contentItem:5J22-JMF1-F03R-N2W0-00000-00,2016-02-09,"February 9, 2016 Tuesday",142,10,U.S. Federal,2016-02-09,Watchlist News,Mark Dietrich,News,Available,484299,AMCN-135127,978 words,Mark Dietrich,978,English,57
Potential Union Pacific (UNP ) Trade Targets 4.22% Return,urn:contentItem:5J45-1Y71-F146-H1D9-00000-00,2016-02-18,"February 18, 2016 Thursday",146,1,U.S. Federal,2016-02-18,Fresh Brewed Media,,News,Available,345147,FRBREW2016,232 words,,232,English,66
Union Pacific (UNP ) Trading Near $75.17 Support Level,urn:contentItem:5J3R-3JD1-F146-H23W-00000-00,2016-02-16,"February 16, 2016 Tuesday",145,2,U.S. Federal,2016-02-16,Fresh Brewed Media,,News,Available,345147,FRBREW2016,249 words,,249,English,66
Potential Union Pacific (UNP ) Trade Has 6.69% Downside Protection,urn:contentItem:5J2W-6TN1-JDN4-T50M-00000-00,2016-02-12,"February 12, 2016 Friday",145,3,U.S. Federal,2016-02-12,Fresh Brewed Media,,News,Available,345147,FRBREW2016,249 words,,249,English,66
Potential Union Pacific (UNP ) Trade Targets 4.84% Return,urn:contentItem:5J3Y-2S01-JDN4-T2BN-00000-00,2016-02-17,"February 17, 2016 Wednesday",144,4,U.S. Federal,2016-02-17,Fresh Brewed Media,,News,Available,345147,FRBREW2016,215 words,,215,English,66
Union Pacific Co. (UNP) Rating Reiterated by Avondale Partners,urn:contentItem:5J41-R851-F03R-N46Y-00000-00,2016-02-18,"February 18, 2016 Thursday",143,5,U.S. Federal; Massachusetts,2016-02-18,Watchlist News,Lindsey Winhoffer,News,Available,484299,AMCN-135127,1007 words,Lindsey Winhoffer,1007,English,66
Union Pacific Co. (UNP) Position Boosted by Diversified Trust Co,urn:contentItem:5J3P-K6M1-JCMN-Y1TW-00000-00,2016-02-13,"February 13, 2016 Saturday",143,6,U.S. Federal,2016-02-13,Watchlist News,Mark Dietrich,News,Available,484299,AMCN-135127,1022 words,Mark Dietrich,1022,English,66
Union Pacific Co. (UNP) Earns Buy Rating from Deutsche Bank,urn:contentItem:5J3P-K6M1-JCMN-Y43V-00000-00,2016-02-15,"February 15, 2016 Monday",142,7,U.S. Federal; International,2016-02-15,Watchlist News,Mark Dietrich,News,Available,484299,AMCN-135127,987 words,Mark Dietrich,987,English,66
Union Pacific Co. (UNP) Stake Lowered by Manning Napier Advisors,urn:contentItem:5J3S-C6B1-F03R-N2CW-00000-00,2016-02-17,"February 17, 2016 Wednesday",142,8,U.S. Federal; International,2016-02-17,Watchlist News,Mark Dietrich,News,Available,484299,AMCN-135127,1060 words,Mark Dietrich,1060,English,66
"Dowling Yahnke LLC Has $3,561,000 Position in Union Pacific Co. (UNP)",urn:contentItem:5J3P-K6M1-JCMN-Y2FK-00000-00,2016-02-13,"February 13, 2016 Saturday",142,9,U.S. Federal,2016-02-13,Watchlist News,Nicole Kennedy,News,Available,484299,AMCN-135127,983 words,Nicole Kennedy,983,English,66
"DNB Asset Management Purchases 17,940 Shares of Union Pacific Co. (UNP)",urn:contentItem:5J3P-K6M1-JCMN-Y325-00000-00,2016-02-14,"February 14, 2016 Sunday",142,10,U.S. Federal,2016-02-14,Watchlist News,Kyle Jackson,News,Available,484299,AMCN-135127,1012 words,Kyle Jackson,1012,English,66
Union Pacific (UNP ) Trading Near $79.96 Support Level,urn:contentItem:5J56-WVT1-JDN4-T4BK-00000-00,2016-02-23,"February 23, 2016 Tuesday",145,1,U.S. Federal,2016-02-23,Fresh Brewed Media,,News,Available,345147,FRBREW2016,213 words,,213,English,86
Potential Union Pacific ( UNP ) Trade Has 4.62% Downside Protection,urn:contentItem:5J5D-W1K1-JDN4-T0VR-00000-00,2016-02-24,"February 24, 2016 Wednesday",145,2,U.S. Federal,2016-02-24,Fresh Brewed Media,,News,Available,345147,FRBREW2016,251 words,,251,English,86
Potential Union Pacific (UNP ) Trade Has 6.10% Downside Protection,urn:contentItem:5J4C-1481-JDN4-T2RX-00000-00,2016-02-19,"February 19, 2016 Friday",144,3,U.S. Federal,2016-02-19,Fresh Brewed Media,,News,Available,345147,FRBREW2016,245 words,,245,English,86
Union Pacific (UNP ) Trading Near $75.93 Support Level,urn:contentItem:5J5M-V7N1-F146-H05P-00000-00,2016-02-25,"February 25, 2016 Thursday",144,4,U.S. Federal,2016-02-25,Fresh Brewed Media,,News,Available,345147,FRBREW2016,227 words,,227,English,86
Potential Union Pacific (UNP ) Trade Has 6.76% Downside Protection,urn:contentItem:5J50-XNC1-JDN4-T3K4-00000-00,2016-02-22,"February 22, 2016 Monday",144,5,U.S. Federal,2016-02-22,Fresh Brewed Media,,News,Available,345147,FRBREW2016,227 words,,227,English,86
Union Pacific Co. (UNP) Stake Increased by Osborn Rohs Williams Donohoe,urn:contentItem:5J58-5841-F03R-N4PM-00000-00,2016-02-24,"February 24, 2016 Wednesday",142,6,U.S. Federal,2016-02-24,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,889 words,Micah Haroldson,889,English,86
Union Pacific Co. (UNP) Shares Sold by Neville Rodie Shaw Inc.,urn:contentItem:5J5M-TSS1-F03R-N053-00000-00,2016-02-25,"February 25, 2016 Thursday",142,7,U.S. Federal,2016-02-25,Watchlist News,Nicole Kennedy,News,Available,484299,AMCN-135127,1119 words,Nicole Kennedy,1119,English,86
Union Pacific Co. (UNP) Shares Sold by Hokanson Associates,urn:contentItem:5J5G-48D1-F03R-N3SS-00000-00,2016-02-25,"February 25, 2016 Thursday",142,8,U.S. Federal,2016-02-25,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,1095 words,Micah Haroldson,1095,English,86
Union Pacific Co. (UNP) to Issue Quarterly Dividend of $0.55 on March 31st,urn:contentItem:5J58-5841-F03R-N528-00000-00,2016-02-24,"February 24, 2016 Wednesday",142,9,U.S. Federal,2016-02-24,Watchlist News,Mark Dietrich,News,Available,484299,AMCN-135127,789 words,Mark Dietrich,789,English,86
Perkins Coie Trust Company Increases Stake in Union Pacific Co. (UNP),urn:contentItem:5J56-VVS1-JCMN-Y18Y-00000-00,2016-02-24,"February 24, 2016 Wednesday",142,10,U.S. Federal; Texas,2016-02-24,Watchlist News,Lindsey Winhoffer,News,Available,484299,AMCN-135127,1090 words,Lindsey Winhoffer,1090,English,86
Potential Union Pacific (UNP ) Trade Has 6.02% Downside Protection,urn:contentItem:5J6P-P5W1-JDN4-T35W-00000-00,2016-03-01,"March 1, 2016 Tuesday",145,1,U.S. Federal,2016-03-01,Fresh Brewed Media,,News,Available,345147,FRBREW2016,307 words,,307,English,102
Potential Union Pacific (UNP ) Trade Has 4.87% Downside Protection,urn:contentItem:5J6X-N9F1-JDN4-T4HR-00000-00,2016-03-02,"March 2, 2016 Wednesday",145,2,U.S. Federal,2016-03-02,Fresh Brewed Media,,News,Available,345147,FRBREW2016,308 words,,308,English,102
Potential Union Pacific (UNP ) Trade Targets 4.49% Return,urn:contentItem:5J5V-TD81-F146-H1T0-00000-00,2016-02-26,"February 26, 2016 Friday",144,3,U.S. Federal,2016-02-26,Fresh Brewed Media,,News,Available,345147,FRBREW2016,227 words,,227,English,102
Union Pacific (UNP ) Showing Bullish Technicals With Support At $78.28,urn:contentItem:5J74-MHR1-F146-H47K-00000-00,2016-03-03,"March 3, 2016 Thursday",143,4,U.S. Federal,2016-03-03,Fresh Brewed Media,,News,Available,345147,FRBREW2016,235 words,,235,English,102
Union Pacific Co. ( NYSE :UNP ) Receives Average Recommendation of 'Buy' from Brokerages,urn:contentItem:5J74-M251-F03R-N3YP-00000-00,2016-03-03,"March 3, 2016 Thursday",143,5,U.S. Federal; International; South Carolina,2016-03-03,Watchlist News,Nicole Kennedy,News,Available,484299,AMCN-135127,1038 words,Nicole Kennedy,1038,English,102
Quantitative Systematic Strategies Raises Stake in Union Pacific Co. (UNP),urn:contentItem:5J5P-3R21-F03R-N50V-00000-00,2016-02-26,"February 26, 2016 Friday",142,6,U.S. Federal,2016-02-26,Watchlist News,Lindsey Winhoffer,News,Available,484299,AMCN-135127,1152 words,Lindsey Winhoffer,1152,English,102
"BBT Securities Has $7,795,000 Position in Union Pacific Co. (UNP)",urn:contentItem:5J65-8N51-JCMN-Y0F5-00000-00,2016-02-28,"February 28, 2016 Sunday",142,7,U.S. Federal,2016-02-28,Watchlist News,Mark Dietrich,News,Available,484299,AMCN-135127,1102 words,Mark Dietrich,1102,English,102
Union Pacific Co. (UNP) Position Raised by Osborne Partners Capital Management,urn:contentItem:5J6X-SF31-JCMN-Y1FH-00000-00,2016-03-03,"March 3, 2016 Thursday",142,8,U.S. Federal,2016-03-03,Watchlist News,Mark Dietrich,News,Available,484299,AMCN-135127,1174 words,Mark Dietrich,1174,English,102
Union Pacific Co. (UNP) Shares Sold by Boston Advisors,urn:contentItem:5J6X-SF31-JCMN-Y1FG-00000-00,2016-03-03,"March 3, 2016 Thursday",142,9,U.S. Federal,2016-03-03,Watchlist News,Hanz Christensen,News,Available,484299,AMCN-135127,1134 words,Hanz Christensen,1134,English,102
Union Pacific Co. (UNP) Receives 'A' Credit Rating from Morningstar,urn:contentItem:5J6J-0Y01-F03R-N3PC-00000-00,2016-03-01,"March 1, 2016 Tuesday",142,10,U.S. Federal; International,2016-03-01,Watchlist News,Nicole Kennedy,News,Available,484299,AMCN-135127,1085 words,Nicole Kennedy,1085,English,102
Union Pacific (UNP ) Trading Near $76.24 Support Level,urn:contentItem:5J8D-FKW1-JDN4-T4H2-00000-00,2016-03-09,"March 9, 2016 Wednesday",145,1,U.S. Federal,2016-03-09,Fresh Brewed Media,,News,Available,345147,FRBREW2016,245 words,,245,English,131
