Date,news_sentiment_daily_avg,twitter_pos_sentiment_count,news_pos_sentiment_count
2021-05-31,0.1432,2.0,1.0
2021-06-01,0.0,1.0,0.0
2021-06-02,0.0,1.0,0.0
2021-06-03,0.0,2.0,0.0
2021-06-04,0.0139,5.0,2.0
2021-06-07,0.0,,0.0
2021-06-08,-0.0005,2.0,1.0
2021-06-09,-0.0047,3.0,0.0
2021-06-10,0.0214,1.0,3.0
2021-06-11,-0.0342,1.0,2.0
2021-06-14,0.0,1.0,0.0
2021-06-15,0.0026,1.0,1.0
2021-06-16,0.0009,2.0,1.0
2021-06-17,-0.0175,2.0,1.0
2021-06-18,-0.0148,10.0,0.0
2021-06-21,0.0,1.0,0.0
2021-06-22,0.0026,4.0,1.0
2021-06-23,-0.0087,1.0,0.0
2021-06-24,0.0029,,2.0
2021-06-25,-0.0008,4.0,2.0
2021-06-28,0.0,1.0,0.0
2021-06-29,0.0164,16.0,8.0
2021-06-30,,8.0,
2021-07-01,0.0026,4.0,2.0
2021-07-02,-0.0431,1.0,0.0
2021-07-05,,1.0,0.0
2021-07-06,0.0,1.0,0.0
2021-07-07,-0.0226,4.0,1.0
2021-07-08,0.0028,2.0,2.0
2021-07-09,-0.0346,10.0,0.0
2021-07-12,0.0055,,1.0
2021-07-13,-0.0217,4.0,0.0
2021-07-14,-0.0287,4.0,12.0
2021-07-15,0.2044,37.0,43.0
2021-07-16,-0.0079,5.0,2.0
2021-07-19,0.0,1.0,0.0
2021-07-20,-0.0727,,0.0
2021-07-21,-0.0149,4.0,3.0
2021-07-22,0.0,5.0,0.0
2021-07-23,-0.0013,1.0,1.0
2021-07-26,0.0,,0.0
2021-07-27,0.0,2.0,0.0
2021-07-28,-0.0008,19.0,0.0
2021-07-29,-0.0021,2.0,1.0
2021-07-30,0.0,8.0,0.0
2021-08-02,0.0,,0.0
2021-08-03,0.0,,0.0
2021-08-04,0.0,1.0,0.0
2021-08-05,0.0021,4.0,1.0
2021-08-06,0.0002,7.0,1.0
2021-08-09,0.0,5.0,0.0
2021-08-10,-0.0053,5.0,1.0
2021-08-11,-0.0062,4.0,1.0
2021-08-12,0.0,5.0,0.0
2021-08-13,0.0,1.0,0.0
2021-08-16,0.0,,0.0
2021-08-17,0.0,,0.0
2021-08-18,-0.0005,4.0,0.0
2021-08-19,0.005,1.0,3.0
2021-08-20,-0.0003,1.0,0.0
2021-08-23,0.0,0.0,0.0
2021-08-24,-0.0006,3.0,0.0
2021-08-25,0.001,4.0,1.0
2021-08-26,-0.0024,5.0,0.0
2021-08-27,0.003,11.0,2.0
2021-08-30,0.0145,1.0,1.0
2021-08-31,0.072,1.0,3.0
2021-09-01,-0.586,3.0,4.0
2021-09-02,-0.3693,3.0,1.0
2021-09-03,0.0078,6.0,2.0
2021-09-06,0.3757,0.0,1.0
2021-09-07,0.0,0.0,0.0
2021-09-08,0.0097,1.0,1.0
2021-09-09,0.0,1.0,0.0
2021-09-10,-0.6119,7.0,3.0
2021-09-13,-0.518,1.0,0.0
2021-09-14,-0.4687,6.0,1.0
2021-09-15,-0.1784,5.0,2.0
2021-09-16,-0.0051,1.0,1.0
2021-09-17,-0.1533,1.0,0.0
2021-09-20,0.0562,2.0,2.0
2021-09-21,-0.0609,0.0,0.0
2021-09-22,-0.0074,1.0,0.0
2021-09-23,0.0203,5.0,3.0
2021-09-24,0.0306,3.0,3.0
2021-09-27,0.0,0.0,0.0
2021-09-28,-0.7546,4.0,0.0
2021-09-29,-0.3674,1.0,0.0
2021-09-30,0.0008,3.0,1.0
2021-10-01,-0.0178,0.0,0.0
2021-10-04,0.0,4.0,0.0
2021-10-05,-0.0174,3.0,2.0
2021-10-06,0.004,6.0,3.0
2021-10-07,-0.0009,1.0,0.0
2021-10-08,0.0108,8.0,5.0
2021-10-11,0.1214,3.0,3.0
2021-10-12,-0.1255,11.0,1.0
2021-10-13,0.0021,2.0,1.0
2021-10-14,0.1572,20.0,29.0
2021-10-15,-0.1159,36.0,23.0
2021-10-18,0.0,7.0,0.0
2021-10-19,0.1064,5.0,3.0
2021-10-20,0.0049,8.0,1.0
2021-10-21,-0.011,5.0,0.0
2021-10-22,0.0106,7.0,1.0
2021-10-25,0.0,1.0,0.0
2021-10-26,0.0096,3.0,4.0
2021-10-27,0.0017,8.0,1.0
2021-10-28,-0.059,3.0,0.0
2021-10-29,0.0211,3.0,2.0
2021-11-01,0.0,2.0,0.0
2021-11-02,-0.0734,2.0,3.0
2021-11-03,-0.0137,1.0,3.0
2021-11-04,0.1252,0.0,3.0
2021-11-05,-0.1426,4.0,1.0
2021-11-08,0.0,1.0,0.0
2021-11-09,0.0107,1.0,2.0
2021-11-10,-0.002,4.0,0.0
2021-11-11,-0.0157,1.0,0.0
2021-11-12,0.0082,2.0,1.0
2021-11-15,,3.0,0.0
2021-11-16,0.0042,3.0,1.0
2021-11-17,-0.005,2.0,0.0
2021-11-18,0.0127,0.0,2.0
2021-11-19,0.0021,3.0,1.0
2021-11-22,0.0,0.0,0.0
2021-11-23,0.0544,7.0,9.0
2021-11-24,0.0006,2.0,1.0
2021-11-25,-0.0104,1.0,0.0
2021-11-26,0.0,2.0,0.0
2021-11-29,0.0,0.0,0.0
2021-11-30,0.0131,1.0,5.0
2021-12-01,-0.006,3.0,0.0
2021-12-02,-0.0007,2.0,0.0
2021-12-03,0.0017,2.0,1.0
2021-12-06,0.0,1.0,0.0
2021-12-07,0.0218,6.0,3.0
2021-12-08,-0.0193,4.0,0.0
2021-12-09,-0.0319,2.0,1.0
2021-12-10,-0.106,1.0,2.0
2021-12-13,0.0024,2.0,1.0
2021-12-14,-0.0425,3.0,2.0
2021-12-15,-0.0052,1.0,0.0
2021-12-16,0.0044,3.0,1.0
2021-12-17,-0.0217,5.0,0.0
2021-12-20,0.0,1.0,0.0
2021-12-21,-0.086,2.0,0.0
2021-12-22,0.0027,2.0,1.0
2021-12-23,0.0314,1.0,2.0
2021-12-24,0.1097,0.0,2.0
2021-12-27,0.0889,0.0,1.0
2021-12-28,0.0229,1.0,1.0
2021-12-29,0.0649,0.0,2.0
2021-12-30,0.0226,1.0,1.0
2021-12-31,-0.4207,2.0,0.0
2022-01-03,0.0,0.0,0.0
2022-01-04,0.1204,3.0,7.0
2022-01-05,0.0211,7.0,4.0
2022-01-06,0.132,3.0,7.0
2022-01-07,-0.0191,3.0,1.0
2022-01-10,0.0275,3.0,1.0
2022-01-11,0.7139,2.0,12.0
2022-01-12,0.0048,2.0,3.0
2022-01-13,0.004,15.0,2.0
2022-01-14,0.2392,47.0,51.0
2022-01-17,0.1363,2.0,3.0
2022-01-18,0.1618,2.0,2.0
2022-01-19,-0.0033,5.0,1.0
2022-01-20,-0.0356,6.0,1.0
2022-01-21,-0.0238,6.0,4.0
2022-01-24,-0.4847,1.0,0.0
2022-01-25,0.0173,1.0,3.0
2022-01-26,0.0116,9.0,4.0
2022-01-27,0.0469,2.0,4.0
2022-01-28,-0.0565,1.0,1.0
2022-01-31,0.0,1.0,0.0
2022-02-01,0.0137,2.0,2.0
2022-02-02,0.0028,5.0,1.0
2022-02-03,-0.4836,1.0,2.0
2022-02-04,-0.0712,0.0,0.0
2022-02-07,0.1133,5.0,1.0
2022-02-08,0.0041,3.0,1.0
2022-02-09,0.0011,2.0,1.0
2022-02-10,0.0017,1.0,1.0
2022-02-11,0.0095,2.0,5.0
2022-02-14,-0.134,0.0,0.0
2022-02-15,-0.1397,4.0,0.0
2022-02-16,0.0057,0.0,1.0
2022-02-17,-0.0372,2.0,0.0
2022-02-18,-0.0247,6.0,0.0
2022-02-21,0.0,2.0,0.0
2022-02-22,0.0,0.0,0.0
2022-02-23,-0.0322,0.0,0.0
2022-02-24,-0.2949,1.0,0.0
2022-02-25,-0.0377,1.0,1.0
2022-02-28,-0.078,3.0,0.0
2022-03-01,-0.3332,1.0,1.0
2022-03-02,-0.1101,2.0,0.0
2022-03-03,0.0047,1.0,2.0
2022-03-04,-0.3045,4.0,0.0
2022-03-07,0.0,0.0,0.0
2022-03-08,-0.0334,1.0,0.0
2022-03-09,-0.0045,2.0,0.0
2022-03-10,0.1155,0.0,5.0
2022-03-11,-0.0074,1.0,0.0
2022-03-14,-0.0434,0.0,0.0
2022-03-15,0.0059,11.0,4.0
2022-03-16,0.0074,2.0,4.0
2022-03-17,0.0233,12.0,5.0
2022-03-18,-0.18,8.0,0.0
2022-03-21,0.0,2.0,0.0
2022-03-22,-0.0091,0.0,0.0
2022-03-23,0.0169,8.0,2.0
2022-03-24,-0.0379,1.0,0.0
2022-03-25,0.0043,2.0,1.0
2022-03-28,0.0,1.0,0.0
2022-03-29,-0.0067,1.0,3.0
2022-03-30,-0.0047,1.0,1.0
2022-03-31,-0.0026,6.0,0.0
2022-04-01,-0.0187,2.0,0.0
2022-04-04,0.0,0.0,0.0
2022-04-05,-0.017,1.0,1.0
2022-04-06,-0.0544,4.0,2.0
2022-04-07,-0.0211,3.0,0.0
2022-04-08,-0.0152,2.0,1.0
2022-04-11,0.0055,2.0,1.0
2022-04-12,-0.032,2.0,3.0
2022-04-13,-0.0179,5.0,1.0
2022-04-14,-0.2414,14.0,8.0
2022-04-15,-0.6959,27.0,2.0
2022-04-18,-0.1181,1.0,1.0
2022-04-19,-0.0077,4.0,1.0
2022-04-20,-0.0087,0.0,4.0
2022-04-21,-0.0202,4.0,1.0
2022-04-22,-0.013,5.0,0.0
2022-04-25,0.1331,0.0,1.0
2022-04-26,-0.1123,3.0,1.0
2022-04-27,-0.0383,2.0,0.0
2022-04-28,-0.029,1.0,1.0
2022-04-29,0.0077,2.0,5.0
2022-05-02,-0.0573,1.0,0.0
2022-05-03,-0.0034,0.0,1.0
2022-05-04,0.0023,1.0,1.0
2022-05-05,0.0017,23.0,2.0
2022-05-06,-0.0084,5.0,0.0
2022-05-09,-0.0158,0.0,0.0
2022-05-10,-0.0467,1.0,0.0
2022-05-11,-0.0014,1.0,1.0
2022-05-12,-0.0007,1.0,0.0
2022-05-13,-0.1036,4.0,0.0
2022-05-16,0.0,0.0,0.0
2022-05-17,-0.0347,1.0,0.0
2022-05-18,-0.0031,2.0,2.0
2022-05-19,-0.0026,5.0,1.0
2022-05-20,-0.1159,0.0,0.0
2022-05-23,-0.2504,0.0,0.0
2022-05-24,-0.1513,4.0,5.0
2022-05-25,-0.0138,1.0,0.0
2022-05-26,0.0108,3.0,3.0
2022-05-27,-0.0106,5.0,1.0
2022-05-30,,1.0,0.0
2022-05-31,-0.1405,0.0,0.0
2022-06-01,-0.2052,1.0,0.0
2022-06-02,-0.0071,2.0,0.0
2022-06-03,-0.0085,3.0,1.0
2022-06-06,0.0,0.0,0.0
2022-06-07,-0.0032,2.0,1.0
2022-06-08,-0.0112,2.0,3.0
2022-06-09,-0.0355,0.0,0.0
2022-06-10,-0.0618,1.0,0.0
2022-06-13,-0.1455,0.0,0.0
2022-06-14,-0.3231,2.0,0.0
2022-06-15,-0.002,3.0,0.0
2022-06-16,0.0181,13.0,3.0
2022-06-17,-0.0613,2.0,0.0
2022-06-20,-0.0316,0.0,0.0
2022-06-21,0.0,1.0,0.0
2022-06-22,-0.073,2.0,1.0
2022-06-23,-0.0169,4.0,0.0
2022-06-24,0.0551,1.0,6.0
2022-06-27,0.0142,1.0,1.0
2022-06-28,-0.0037,8.0,4.0
2022-06-29,-0.0399,13.0,2.0
2022-06-30,-0.1153,3.0,0.0
2022-07-01,-0.368,1.0,1.0
2022-07-04,-0.2906,0.0,0.0
2022-07-05,-0.1793,1.0,0.0
2022-07-06,-0.8875,2.0,1.0
2022-07-07,-0.1773,3.0,0.0
2022-07-08,-0.0331,0.0,1.0
2022-07-11,-0.1839,1.0,1.0
2022-07-12,-0.0186,2.0,0.0
2022-07-13,-0.0377,5.0,0.0
2022-07-14,-0.1365,5.0,0.0
2022-07-15,-0.359,7.0,7.0
2022-07-18,-0.131,5.0,1.0
2022-07-19,-0.033,10.0,3.0
2022-07-20,-0.2179,4.0,0.0
2022-07-21,-0.1299,3.0,0.0
2022-07-22,-0.1829,2.0,1.0
2022-07-25,-0.8759,1.0,0.0
2022-07-26,-0.4237,0.0,1.0
2022-07-27,-0.0706,3.0,0.0
2022-07-28,-0.054,10.0,1.0
2022-07-29,-0.0664,1.0,1.0
2022-08-01,-0.8453,0.0,0.0
2022-08-02,-0.0344,3.0,0.0
2022-08-03,-0.0303,2.0,0.0
2022-08-04,-0.0973,2.0,1.0
2022-08-05,-0.0129,2.0,0.0
2022-08-08,-0.7463,0.0,0.0
2022-08-09,-0.1024,1.0,1.0
2022-08-10,-0.2741,1.0,0.0
2022-08-11,-0.3763,3.0,2.0
2022-08-12,-0.1783,3.0,3.0
2022-08-15,-0.6404,0.0,0.0
2022-08-16,-0.1331,2.0,0.0
2022-08-17,-0.455,4.0,1.0
2022-08-18,-0.1439,2.0,1.0
2022-08-19,-0.2825,5.0,1.0
2022-08-22,-0.8333,0.0,0.0
2022-08-23,-0.6365,2.0,0.0
2022-08-24,-0.0301,0.0,0.0
2022-08-25,-0.2735,0.0,1.0
2022-08-26,-0.2671,1.0,1.0
2022-08-29,-0.1071,0.0,0.0
2022-08-30,-0.3407,3.0,0.0
2022-08-31,-0.0034,0.0,0.0
2022-09-01,-0.062,1.0,0.0
2022-09-02,-0.9614,0.0,0.0
2022-09-05,0.0,0.0,0.0
2022-09-06,-0.7191,0.0,0.0
2022-09-07,-0.0581,1.0,0.0
2022-09-08,0.0087,1.0,1.0
2022-09-09,0.0036,3.0,1.0
2022-09-12,0.0,1.0,0.0
2022-09-13,-0.2567,1.0,3.0
2022-09-14,-0.1142,0.0,0.0
2022-09-15,-0.2055,1.0,1.0
2022-09-16,-0.0228,2.0,1.0
2022-09-19,-0.4116,0.0,0.0
2022-09-20,0.0061,0.0,1.0
2022-09-21,-0.0091,1.0,1.0
2022-09-22,-0.0016,7.0,1.0
2022-09-23,-0.0038,0.0,0.0
2022-09-26,0.0,0.0,0.0
2022-09-27,-0.1425,0.0,0.0
2022-09-28,-0.1118,1.0,0.0
2022-09-29,-0.1173,1.0,1.0
2022-09-30,-0.0277,1.0,0.0
2022-10-03,0.638,0.0,3.0
2022-10-04,0.2376,1.0,9.0
2022-10-05,0.0559,2.0,2.0
2022-10-06,-0.0786,3.0,0.0
2022-10-07,-0.0117,0.0,0.0
2022-10-10,-0.0717,0.0,0.0
2022-10-11,-0.1586,0.0,0.0
2022-10-12,-0.0049,1.0,0.0
2022-10-13,-0.0108,1.0,0.0
2022-10-14,-0.2501,19.0,28.0
2022-10-17,-0.0505,1.0,2.0
2022-10-18,-0.2033,6.0,5.0
2022-10-19,-0.0929,4.0,2.0
2022-10-20,-0.1096,0.0,0.0
2022-10-21,-0.0285,2.0,0.0
2022-10-24,0.0,0.0,0.0
2022-10-25,-0.001,3.0,1.0
2022-10-26,0.0015,1.0,1.0
2022-10-27,-0.026,0.0,1.0
2022-10-28,-0.0109,1.0,0.0
2022-10-31,0.0,0.0,0.0
2022-11-01,-0.0713,1.0,1.0
2022-11-02,-0.0054,2.0,1.0
2022-11-03,-0.0444,2.0,0.0
2022-11-04,-0.0255,0.0,0.0
2022-11-07,-0.8632,0.0,0.0
2022-11-08,-0.1307,1.0,1.0
2022-11-09,-0.1567,1.0,1.0
2022-11-10,-0.0129,0.0,0.0
2022-11-11,-0.0277,0.0,1.0
2022-11-14,0.0,0.0,0.0
2022-11-15,-0.0555,0.0,0.0
2022-11-16,-0.0028,0.0,1.0
2022-11-17,-0.0007,1.0,0.0
2022-11-18,-0.0435,0.0,0.0
2022-11-21,0.0,0.0,0.0
2022-11-22,-0.0027,2.0,0.0
2022-11-23,-0.0141,3.0,1.0
2022-11-24,-0.0283,0.0,1.0
2022-11-25,,2.0,0.0
2022-11-28,0.0,2.0,0.0
2022-11-29,0.0062,0.0,2.0
2022-11-30,0.005,1.0,1.0
2022-12-01,0.0,0.0,0.0
2022-12-02,-0.0103,0.0,0.0
2022-12-05,0.0,0.0,0.0
2022-12-06,-0.0044,1.0,0.0
2022-12-07,-0.0036,0.0,1.0
2022-12-08,-0.0302,3.0,0.0
2022-12-09,0.0036,1.0,1.0
2022-12-12,0.0,0.0,0.0
2022-12-13,0.0093,0.0,1.0
2022-12-14,-0.3467,0.0,0.0
2022-12-15,-0.1647,2.0,0.0
2022-12-16,-0.0629,0.0,1.0
2022-12-19,,0.0,0.0
2022-12-20,0.0405,0.0,1.0
2022-12-21,-0.945,7.0,0.0
2022-12-22,-0.6547,0.0,2.0
2022-12-23,-0.7993,1.0,0.0
2022-12-26,-0.6321,0.0,0.0
2022-12-27,-0.3789,0.0,1.0
2022-12-28,-0.0741,0.0,1.0
2022-12-29,-0.067,0.0,0.0
2022-12-30,-0.024,0.0,1.0
2023-01-02,-0.8647,0.0,0.0
2023-01-03,0.0755,1.0,1.0
2023-01-04,0.2027,2.0,8.0
2023-01-05,-0.2431,5.0,1.0
2023-01-06,-0.0039,2.0,1.0
2023-01-09,0.0,0.0,0.0
2023-01-10,-0.0159,0.0,0.0
2023-01-11,-0.0544,2.0,2.0
2023-01-12,-0.0066,2.0,1.0
2023-01-13,-0.1846,14.0,11.0
2023-01-16,-0.5782,1.0,1.0
2023-01-17,-0.5184,0.0,0.0
2023-01-18,-0.0782,0.0,1.0
2023-01-19,-0.0659,1.0,0.0
2023-01-20,-0.1386,1.0,0.0
2023-01-23,0.0085,1.0,1.0
2023-01-24,-0.0773,2.0,1.0
2023-01-25,-0.0914,0.0,0.0
2023-01-26,-0.0788,0.0,1.0
2023-01-27,-0.0101,3.0,1.0
2023-01-30,0.0,0.0,0.0
2023-01-31,-0.7588,0.0,0.0
2023-02-01,0.0039,0.0,1.0
2023-02-02,0.0077,4.0,2.0
2023-02-03,-0.2762,3.0,1.0
2023-02-06,-0.4209,0.0,0.0
2023-02-07,-0.3727,0.0,1.0
2023-02-08,-0.0141,1.0,1.0
2023-02-09,-0.0631,0.0,1.0
2023-02-10,-0.2861,1.0,0.0
2023-02-13,,0.0,0.0
2023-02-14,-0.0029,2.0,1.0
2023-02-15,0.0004,2.0,1.0
2023-02-16,-0.0042,0.0,1.0
2023-02-17,-0.0046,0.0,0.0
2023-02-20,0.0,0.0,0.0
2023-02-21,-0.3232,1.0,0.0
2023-02-22,-0.3144,0.0,0.0
2023-02-23,-0.2796,1.0,0.0
2023-02-24,-0.007,0.0,1.0
2023-02-27,0.0,0.0,0.0
2023-02-28,0.0068,0.0,1.0
2023-03-01,-0.0121,0.0,0.0
2023-03-02,-0.0347,0.0,0.0
2023-03-03,-0.0623,1.0,0.0
2023-03-06,0.0,0.0,0.0
2023-03-07,-0.0082,0.0,0.0
2023-03-08,-0.8115,0.0,0.0
2023-03-09,-0.3306,1.0,1.0
2023-03-10,-0.7146,0.0,2.0
2023-03-13,0.0,0.0,0.0
2023-03-14,-0.3123,1.0,1.0
2023-03-15,0.0273,2.0,3.0
2023-03-16,-0.7651,0.0,0.0
2023-03-17,-0.0779,0.0,13.0
2023-03-20,-0.4944,0.0,0.0
2023-03-21,-0.352,1.0,3.0
2023-03-22,0.1405,0.0,4.0
2023-03-23,-0.1527,1.0,0.0
2023-03-24,-0.0418,0.0,0.0
2023-03-27,0.0,0.0,0.0
2023-03-28,0.1895,0.0,4.0
2023-03-29,-0.1197,0.0,0.0
2023-03-30,-0.0662,0.0,2.0
2023-03-31,-0.8453,1.0,0.0
2023-04-03,-0.132,0.0,0.0
2023-04-04,0.037,0.0,2.0
2023-04-05,-0.6656,0.0,0.0
2023-04-06,-0.0734,1.0,3.0
2023-04-07,0.4297,4.0,4.0
2023-04-10,-0.1211,1.0,0.0
2023-04-11,0.0051,2.0,2.0
2023-04-12,-0.0209,0.0,1.0
2023-04-13,-0.1433,2.0,1.0
2023-04-14,0.1185,39.0,51.0
2023-04-17,0.0197,4.0,2.0
2023-04-18,0.0423,3.0,10.0
2023-04-19,-0.0354,3.0,2.0
2023-04-20,0.0106,0.0,2.0
2023-04-21,-0.0825,0.0,0.0
2023-04-24,0.1664,1.0,1.0
2023-04-25,0.0275,1.0,2.0
2023-04-26,-0.0277,0.0,0.0
2023-04-27,-0.2535,0.0,0.0
2023-04-28,0.0015,0.0,1.0
2023-05-01,0.0,0.0,0.0
2023-05-02,-0.1014,1.0,3.0
2023-05-03,-0.0118,0.0,0.0
2023-05-04,-0.0523,2.0,0.0
2023-05-05,-0.6116,0.0,0.0
2023-05-08,0.0,1.0,0.0
2023-05-09,-0.1116,0.0,2.0
2023-05-10,-0.0068,2.0,0.0
2023-05-11,-0.0418,0.0,1.0
2023-05-12,-0.0222,0.0,1.0
2023-05-15,0.0,1.0,0.0
2023-05-16,-0.9512,5.0,4.0
2023-05-17,-0.9282,2.0,0.0
2023-05-18,-0.0623,3.0,8.0
2023-05-19,-0.3868,0.0,0.0
2023-05-22,-0.4867,0.0,0.0
2023-05-23,-0.105,0.0,2.0
2023-05-24,0.0209,0.0,2.0
2023-05-25,-0.0119,0.0,0.0
2023-05-26,-0.1116,0.0,1.0
2023-05-29,0.0,0.0,0.0
2023-05-30,,1.0,0.0
2023-05-31,-0.3615,0.0,0.0
2023-06-01,-0.097,0.0,0.0
2023-06-02,-0.0097,0.0,1.0
2023-06-05,0.0,0.0,0.0
2023-06-06,-0.0993,0.0,0.0
2023-06-07,0.0214,0.0,2.0
2023-06-08,0.0111,1.0,2.0
2023-06-09,0.0115,0.0,1.0
2023-06-12,-0.0133,0.0,0.0
2023-06-13,-0.0125,0.0,0.0
2023-06-14,0.0504,7.0,6.0
2023-06-15,-0.1592,0.0,0.0
2023-06-16,-0.0565,1.0,2.0
2023-06-19,,0.0,0.0
2023-06-20,0.0,0.0,0.0
2023-06-21,-0.1508,0.0,0.0
2023-06-22,-0.0091,0.0,1.0
2023-06-23,-0.5924,0.0,1.0
2023-06-26,0.0,0.0,0.0
2023-06-27,-0.0511,0.0,0.0
2023-06-28,-0.0284,0.0,1.0
2023-06-29,0.177,3.0,7.0
2023-06-30,0.1818,3.0,11.0
2023-07-03,0.0281,1.0,1.0
2023-07-04,0.5682,1.0,8.0
2023-07-05,-0.1159,1.0,1.0
2023-07-06,-0.0287,1.0,2.0
2023-07-07,-0.069,1.0,0.0
2023-07-10,0.0,0.0,0.0
2023-07-11,-0.0031,0.0,2.0
2023-07-12,-0.0926,0.0,4.0
2023-07-13,0.0203,2.0,4.0
2023-07-14,0.2839,34.0,50.0
2023-07-17,0.2066,1.0,6.0
2023-07-18,0.0352,6.0,7.0
2023-07-19,0.0849,1.0,12.0
2023-07-20,0.0809,4.0,4.0
2023-07-21,0.0179,1.0,2.0
2023-07-24,-0.0197,0.0,0.0
2023-07-25,0.0576,0.0,2.0
2023-07-26,0.7242,18.0,23.0
2023-07-27,0.8133,5.0,24.0
2023-07-28,-0.0526,1.0,0.0
2023-07-31,0.0,0.0,0.0
2023-08-01,0.0075,2.0,2.0
2023-08-02,0.0208,1.0,3.0
2023-08-03,-0.0302,0.0,0.0
2023-08-04,-0.14,1.0,0.0
2023-08-07,-0.0579,0.0,0.0
2023-08-08,-0.1157,0.0,1.0
2023-08-09,-0.9237,1.0,3.0
2023-08-10,-0.5002,0.0,1.0
2023-08-11,-0.0313,0.0,0.0
2023-08-14,-0.0941,0.0,0.0
2023-08-15,-0.0366,0.0,2.0
2023-08-16,-0.4041,0.0,0.0
2023-08-17,-0.0042,0.0,0.0
2023-08-18,-0.0619,0.0,0.0
2023-08-21,,0.0,0.0
2023-08-22,-0.3479,6.0,0.0
