title,source,author,date,length,wordcount,totalsearchresults,relevancescore,contentcomponentid,vendorreportid,docid
"Internet of Vehicles Market to Reveal Strapping Growth in Forthcoming period 2020 -2028 with Prominent PlayersAudi AG, Intel Corporation , SAP , NXP semiconductors, Apple Inc , Google Inc - The Courier",University Wire,,2021-01-02,634 words,634,6,41,172244,UWIRE2021,urn:contentItem:61NK-0K71-JBSN-30NK-00000-00
"Know Why Wearable Technology Market Will Have Robust Demand in 2020? Fitbit, Apple, Inc. , Xiaomi Technology Co. Ltd., Garmin .Ltd., Samsung Electronics Co. Ltd. , Alphabet, LG Electronics , Qualcomm Technologies . - The Courier",University Wire,,2021-01-02,701 words,701,6,39,172244,UWIRE2021,urn:contentItem:61NK-0K71-JBSN-30NM-00000-00
Apple ( NASDAQ :AAPL) Lowered to 'Buy' at BidaskClub,Watchlist News,,2021-01-02,1044 words,1044,6,33,484299,AMCN-135127,urn:contentItem:61NJ-CP21-JCMN-Y510-00000-00
Apple iPhone Christmas Sales Smash Expectations,24/7 Wall St.,Douglas A. McIntyre,2021-01-02,503 words,503,6,32,484220,TFS-5001,urn:contentItem:61NK-P0D1-JCMN-Y3S0-00000-00
"Massive Open Online Course (MOOC) Market Is Booming Worldwide| Coursera, Elsevier, Instructure",iCrowdNewswire (English),,2021-01-02,1564 words,1564,6,26,433665,ICRWDE2021,urn:contentItem:61NJ-GF31-JCTB-F3GD-00000-00
"Benzinga 's Final Bulls And Bears Of The Year: Alibaba, Apple , Intel , Tesla And More",Benzinga.com,Nelson Hem,2021-01-02,743 words,743,6,24,401674,BENZGA2021,urn:contentItem:61NK-P6F1-JBDN-3009-00000-00
"INTERNATIONAL PATENT: APPLE INC. FILES APPLICATION FOR ""DOWNLINK CONTROL CHANNEL SIGNALING FOR UPLINK COEXISTANCE OF MULTIPLE SERVICE TYPES""",US Fed News,,2021-01-03,244 words,244,8,58,282801,USFDNW2021,urn:contentItem:61NP-NKF1-F12F-F075-00000-00
"INTERNATIONAL PATENT: APPLE INC. FILES APPLICATION FOR ""ADAPTIVE UPLINK (UL) TIMING ADJUSTMENT FOR BEAM SWITCHING IN FIFTH-GENERATION NEW RADIO (5G NR)""",US Fed News,,2021-01-03,281 words,281,8,56,282801,USFDNW2021,urn:contentItem:61NP-H241-F12F-F134-00000-00
"Apple Hospitality REIT, Inc. ( NYSE :APLE) Given Average Recommendation of 'Hold' by Brokerages",Transcript Daily,,2021-01-03,747 words,747,8,43,484294,AMCN-10009368,urn:contentItem:61NR-17J1-F03R-N31H-00000-00
"Will Tesla , Apple and Amazon Help The QQQ ETF Reach $400 By 2022?",Benzinga.com,Henry Khederian,2021-01-03,448 words,448,8,27,401674,BENZGA2021,urn:contentItem:61NT-2271-DXWP-T00D-00000-00
"These Four Companies, Led By Apple , Had Market Caps Over $1 Trillion At The End Of 2020",24/7 Wall St.,Douglas A. McIntyre,2021-01-03,515 words,515,8,26,484220,TFS-5001,urn:contentItem:61NT-MYJ1-JCMN-Y099-00000-00
"Mobile Application Market Current Scenario with Technology Overview by 2027 - Hewlett Packard Enterprise, Intellectsoft, Google LLC , International Business Machines Corporation , Microsoft Corporation - The Courier",University Wire,,2021-01-03,682 words,682,8,17,172244,UWIRE2021,urn:contentItem:61NX-9351-JBSN-322H-00000-00
Today in History,Associated Press International,The Associated Press,2021-01-03,726 words,726,8,10,138211,APINTL2021,urn:contentItem:61NS-HR01-DYMD-60XP-00000-00
2020 Portfolio Review: What a Year,GuruFocus.com,,2021-01-03,4327 words,4327,8,2,484250,GURU-7122,urn:contentItem:61NY-0W51-F03R-N21G-00000-00
Thomasville National Bank Reduces Position in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-04,893 words,893,107,67,439934,AMBNWS2021,urn:contentItem:61P4-TNB1-DXK2-M49H-00000-00
Boltwood Capital Management Trims Stock Holdings in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-04,961 words,961,107,65,439934,AMBNWS2021,urn:contentItem:61P4-TNB1-DXK2-M49K-00000-00
Park National Corp OH Cuts Stock Holdings in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-04,972 words,972,107,65,439934,AMBNWS2021,urn:contentItem:61P4-TNB1-DXK2-M455-00000-00
Apple Inc. ( NASDAQ :AAPL) Position Lowered by Stillwater Investment Management LLC,American Banking and Market News,,2021-01-04,1018 words,1018,107,65,439934,AMBNWS2021,urn:contentItem:61P4-TNB1-DXK2-M343-00000-00
"Cacti Asset Management LLC Sells 19,500 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-04,879 words,879,107,64,439934,AMBNWS2021,urn:contentItem:61P1-4TR1-JB40-X4VM-00000-00
Analysts Expect Apple Inc. ( NASDAQ :AAPL) Will Post Earnings of $1.39 Per Share,American Banking and Market News,,2021-01-04,1032 words,1032,107,57,439934,AMBNWS2021,urn:contentItem:61P4-TNB1-DXK2-M3S1-00000-00
Research and Markets Adds Report: IT Market in Qatar 2020-2024,Wireless News(Close-up Media),,2021-01-04,390 words,390,107,41,345215,WNCLPM2021,urn:contentItem:61P0-8C11-F06S-P0PY-00000-00
M&R Capital Management Inc. Reduces Position in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-05,989 words,989,68,81,439934,AMBNWS2021,urn:contentItem:61PB-T531-JB40-X3C1-00000-00
Apple Inc. ( NASDAQ :AAPL) is M&R Capital Management Inc.'s Largest Position,American Banking and Market News,,2021-01-05,953 words,953,68,65,439934,AMBNWS2021,urn:contentItem:5SFM-NHF1-JB40-X0C9-00000-00
"Private Trust Co. NA Buys 7,109 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-05,869 words,869,68,64,439934,AMBNWS2021,urn:contentItem:61P7-50K1-JB40-X1TF-00000-00
Private Asset Management Inc. Has $36.53 Million Stock Holdings in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-05,1015 words,1015,68,64,439934,AMBNWS2021,urn:contentItem:61PB-T531-JB40-X434-00000-00
"First Financial Bank Trust Division Sells 5,123 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-05,991 words,991,68,63,439934,AMBNWS2021,urn:contentItem:61PB-T531-JB40-X32S-00000-00
E Fund Management Hong Kong Co. Ltd. Acquires New Holdings in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-05,945 words,945,68,62,439934,AMBNWS2021,urn:contentItem:61P7-50K1-JB40-X26C-00000-00
Apple Inc. ( NASDAQ :AAPL) Stock Position Reduced by First Financial Bank Trust Division,American Banking and Market News,,2021-01-05,993 words,993,68,62,439934,AMBNWS2021,urn:contentItem:61PB-T541-JB40-X0NP-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Purchased by Woodstock Corp,American Banking and Market News,,2021-01-06,1001 words,1001,104,67,439934,AMBNWS2021,urn:contentItem:61PJ-SKH1-JB40-X0FS-00000-00
First American Bank Lowers Position in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-06,844 words,844,104,66,439934,AMBNWS2021,urn:contentItem:61PJ-SKG1-JB40-X4CK-00000-00
Apple Inc. ( NASDAQ :AAPL) is Stonebridge Capital Management Inc. 's Largest Position,American Banking and Market News,,2021-01-06,985 words,985,104,66,439934,AMBNWS2021,urn:contentItem:61PJ-SKH1-JB40-X01X-00000-00
"American National Bank Sells 1,834 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-06,999 words,999,104,66,439934,AMBNWS2021,urn:contentItem:61PJ-SKG1-JB40-X442-00000-00
"Capital Investment Services of America Inc. Acquires 1,020 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-06,912 words,912,104,63,439934,AMBNWS2021,urn:contentItem:5SFS-B0F1-DXK2-M17W-00000-00
"Stonebridge Capital Management Inc. Sells 2,125 Shares of Apple Inc. ( NASDAQ :AAPL)",DailyPolitical,,2021-01-06,1029 words,1029,104,63,484233,AMCN-116307,urn:contentItem:61PK-0N01-F03R-N2X6-00000-00
Capital Investment Services of America Inc. Raises Stock Holdings in Apple Inc. ( NASDAQ :AAPL),Watchlist News,,2021-01-06,1100 words,1100,104,62,484299,AMCN-135127,urn:contentItem:61PK-0N01-F03R-N54P-00000-00
Fulton Bank N.A. Cuts Position in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-07,850 words,850,56,67,439934,AMBNWS2021,urn:contentItem:61PN-3411-JB40-X12R-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Purchased by Woodstock Corp,Zolmax.com,,2021-01-07,1069 words,1069,56,65,484302,AMCN-116308,urn:contentItem:61PK-0N01-F03R-N3SS-00000-00
Summit Financial Group Inc. Decreases Stock Position in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-07,1040 words,1040,56,65,439934,AMBNWS2021,urn:contentItem:61PS-R8F1-JB40-X325-00000-00
Indiana Trust & Investment Management CO Trims Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-07,895 words,895,56,65,439934,AMBNWS2021,urn:contentItem:61PN-3411-JB40-X2HH-00000-00
Apple Inc. ( NASDAQ :AAPL) Stake Lifted by Webster Bank N. A.,American Banking and Market News,,2021-01-07,992 words,992,56,65,439934,AMBNWS2021,urn:contentItem:61PS-R8F1-JB40-X4VX-00000-00
Apple Inc. ( NASDAQ :AAPL) Holdings Cut by Silverleafe Capital Partners LLC,American Banking and Market News,,2021-01-07,916 words,916,56,65,439934,AMBNWS2021,urn:contentItem:61PS-R8F1-JB40-X38V-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Bought by Integer Wealth Advisors Group LLC,American Banking and Market News,,2021-01-07,881 words,881,56,64,439934,AMBNWS2021,urn:contentItem:5SFS-B0F1-DXK2-M3HH-00000-00
"Summit Financial Group Inc. Sells 1,393 Shares of Apple Inc. ( NASDAQ :AAPL)",Zolmax.com,,2021-01-07,970 words,970,56,64,484302,AMCN-116308,urn:contentItem:61PN-N781-JCMN-Y2V6-00000-00
Norman Fields Gottscho Capital Management LLC Reduces Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-07,995 words,995,56,63,439934,AMBNWS2021,urn:contentItem:61PS-R8F1-JB40-X3NM-00000-00
"INTERNATIONAL PATENT: APPLE INC. FILES APPLICATION FOR ""MULTIPLEXING CONFIGURED GRANT TRANSMISSIONS IN NEW RADIO SYSTEMS OPERATING ON UNLICENSED SPECTRUM""",US Fed News,,2021-01-08,265 words,265,71,69,282801,USFDNW2021,urn:contentItem:61R6-4KC1-JDKC-R1G1-00000-00
Apple Inc. ( NASDAQ :AAPL) Holdings Lessened by Carroll Financial Associates Inc.,American Banking and Market News,,2021-01-08,945 words,945,71,68,439934,AMBNWS2021,urn:contentItem:61R0-PR51-JB40-X4RY-00000-00
Gradient Investments LLC Trims Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-08,986 words,986,71,67,439934,AMBNWS2021,urn:contentItem:61R0-PR51-JB40-X418-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by Modus Advisors LLC,American Banking and Market News,,2021-01-08,939 words,939,71,66,439934,AMBNWS2021,urn:contentItem:61R0-PR61-JB40-X294-00000-00
"Diversified Trust Co Sells 6,470 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-08,989 words,989,71,66,439934,AMBNWS2021,urn:contentItem:5SFV-N0F1-DXK2-M0WF-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by Carroll Financial Associates Inc.,DailyPolitical,,2021-01-08,977 words,977,71,65,484233,AMCN-116307,urn:contentItem:61R0-XHJ1-F03R-N4V7-00000-00
"Axel Capital Management LLC Sells 48,000 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-08,1002 words,1002,71,65,439934,AMBNWS2021,urn:contentItem:61R0-PR51-JB40-X557-00000-00
"INTERNATIONAL PATENT: APPLE INC. FILES APPLICATION FOR ""AUTOMATED REMOTE ID MONITORING NETWORK""",US Fed News,,2021-01-08,279 words,279,71,64,282801,USFDNW2021,urn:contentItem:61R3-FDF1-F12F-F226-00000-00
"HGK Asset Management Inc. Cuts Position in Apple Hospitality REIT, Inc. ( NYSE :APLE)",DailyPolitical,,2021-01-09,775 words,775,18,72,484233,AMCN-116307,urn:contentItem:61R3-HWR1-F03R-N4GR-00000-00
Zacks: Brokerages Expect Apple Inc. ( NASDAQ :AAPL) Will Announce Quarterly Sales of $102.61 Billion,Zolmax.com,,2021-01-09,1079 words,1079,18,51,484302,AMCN-116308,urn:contentItem:61R3-HWS1-F03R-N0Y8-00000-00
"Apple Hospitality REIT, Inc. ( NYSE :APLE) Shares Sold by HGK Asset Management Inc.",Zolmax.com,,2021-01-09,803 words,803,18,51,484302,AMCN-116308,urn:contentItem:61R2-6R71-F03R-N4MT-00000-00
Zacks: Analysts Anticipate Apple Inc. ( NASDAQ :AAPL) Will Post Quarterly Sales of $102.61 Billion,DailyPolitical,,2021-01-09,1173 words,1173,18,50,484233,AMCN-116307,urn:contentItem:61R3-HWS1-F03R-N03M-00000-00
"Sei Investments Co. Sells 8,082 Shares of Apple Hospitality REIT, Inc. ( NYSE :APLE)",DailyPolitical,,2021-01-09,789 words,789,18,49,484233,AMCN-116307,urn:contentItem:61R3-HWR1-F03R-N4BN-00000-00
Apple May Launch E-Mail Product,24/7 Wall St.,Douglas A. McIntyre,2021-01-09,520 words,520,18,30,484220,TFS-5001,urn:contentItem:61R3-HVY1-F03R-N1DJ-00000-00
Apple ( NASDAQ :AAPL) PT Raised to $150.00,DailyPolitical,,2021-01-09,959 words,959,18,28,484233,AMCN-116307,urn:contentItem:61R3-HWR1-F03R-N4G5-00000-00
Apple ( NASDAQ :AAPL) PT Set at $150.00 by JPMorgan Chase & Co.,Zolmax.com,,2021-01-09,990 words,990,18,27,484302,AMCN-116308,urn:contentItem:61R2-6R71-F03R-N4H4-00000-00
Digital Content Creation Market- Growing Adoption Of The OTT Platforms Accelerating the Market,iCrowdNewswire (English),,2021-01-09,1791 words,1791,18,23,433665,ICRWDE 202,urn:contentItem:61R9-7D51-JCTB-F231-00000-00
"SPACs Attack Recap: SoFi, IPOE, GXGX, ACEV Deals Plus Rumors And Headlines For Week Ending January 8",Benzinga.com,Chris Katje,2021-01-09,872 words,872,18,20,401674,BENZGA2021,urn:contentItem:61R3-9V41-DXWP-T042-00000-00
"Apple Hospitality REIT, Inc. ( NYSE :APLE) Shares Acquired by Great West Life Assurance Co. Can",American Banking and Market News,,2021-01-10,774 words,774,10,49,439934,AMBNWS2021,urn:contentItem:61R8-Y7H1-DXK2-M0P9-00000-00
"Great West Life Assurance Co. Can Boosts Stake in Apple Hospitality REIT, Inc. ( NYSE :APLE)",Transcript Daily,,2021-01-10,801 words,801,10,48,484294,AMCN-10009368,urn:contentItem:61R8-8M91-F03R-N0V1-00000-00
"Analysts Anticipate Apple Hospitality REIT, Inc. ( NYSE :APLE) Will Announce Quarterly Sales of $156.33 Million",Watchlist News,,2021-01-10,908 words,908,10,43,484299,AMCN-135127,urn:contentItem:61R9-GCF1-F03R-N2PM-00000-00
"Apple Hospitality REIT, Inc. ( NYSE :APLE) Expected to Announce Quarterly Sales of $156.33 Million",Ticker Report,,2021-01-10,942 words,942,10,42,484293,AMCN-126392,urn:contentItem:61R9-GCF1-F03R-N1YD-00000-00
University of Hong Kong Electrical and Electronic Engineering Scientist Receives Top Honour,Targeted News Service,Targeted News Service,2021-01-10,590 words,590,10,27,299219,TARGET2021,urn:contentItem:61RG-D391-DYG2-R4XC-00000-00
Apple Hospitality REIT ( NYSE :APLE) Downgraded by BidaskClub to 'Hold',DailyPolitical,,2021-01-10,689 words,689,10,27,484233,AMCN-116307,urn:contentItem:61R8-8M91-F03R-N1F0-00000-00
Apple and Amazon Suspend Free Speech and Social Network Parler,Newstex Blogs,Oluwasegun Olukotun,2021-01-10,391 words,391,10,3,299488,INNO-10009395,urn:contentItem:61R9-GDC1-F03R-N3B3-00000-00
Twitter Permanently Bans Trump's Personal Account,Newstex Blogs,Tapiwa Matthew Mutisi,2021-01-10,1365 words,1365,10,2,299488,INNO-10009395,urn:contentItem:61R9-GDC1-F03R-N3B8-00000-00
Apple and Hyundai About to Finalize Electric Car Deal: Report,Newstex Blogs,Nehal Malik,2021-01-10,89 words,89,10,1,299488,GNGM-128674,urn:contentItem:61R9-GDC1-F03R-N378-00000-00
"Hexavest Inc. Sells 276,772 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-11,909 words,909,88,69,439934,AMBNWS2021,urn:contentItem:61RM-M9P1-DXK2-M2KF-00000-00
RVW Wealth LLC Sells 386 Shares of Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-11,817 words,817,88,67,439934,AMBNWS2021,urn:contentItem:61RG-YK01-DXK2-M1D5-00000-00
"Parkside Advisors LLC Acquires 2,585 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-11,882 words,882,88,67,439934,AMBNWS2021,urn:contentItem:61RM-M9P1-DXK2-M4XF-00000-00
Apple Inc. ( NASDAQ :AAPL) Position Trimmed by MA Private Wealth,American Banking and Market News,,2021-01-11,881 words,881,88,67,439934,AMBNWS2021,urn:contentItem:61RM-M9R1-DXK2-M0CX-00000-00
TRUE Private Wealth Advisors Cuts Holdings in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-11,907 words,907,88,67,439934,AMBNWS2021,urn:contentItem:61RM-M9R1-DXK2-M05P-00000-00
Carlson Capital Management Reduces Stock Position in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-11,896 words,896,88,67,439934,AMBNWS2021,urn:contentItem:61RG-YK01-DXK2-M14F-00000-00
Apple Inc. ( NASDAQ :AAPL) Holdings Cut by Huntington National Bank,American Banking and Market News,,2021-01-11,967 words,967,88,66,439934,AMBNWS2021,urn:contentItem:61RM-M9P1-DXK2-M3S4-00000-00
"TRUE Private Wealth Advisors Sells 2,749 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-11,876 words,876,88,65,439934,AMBNWS2021,urn:contentItem:5SG0-RV51-DXK2-M472-00000-00
Apple Inc. ( NASDAQ :AAPL) is Stolper Co 's Largest Position,American Banking and Market News,,2021-01-11,987 words,987,88,65,439934,AMBNWS2021,urn:contentItem:61RM-M9P1-DXK2-M443-00000-00
Albert D Mason Inc. Increases Position in Apple Inc. ( NASDAQ :AAPL),DailyPolitical,,2021-01-12,924 words,924,84,83,484233,AMCN-116307,urn:contentItem:61RR-J8B1-JCMN-Y54F-00000-00
Albert D Mason Inc. Increases Stake in Apple Inc. ( NASDAQ :AAPL),Zolmax.com,,2021-01-12,942 words,942,84,82,484302,AMCN-116308,urn:contentItem:61RR-J8C1-JCMN-Y0K1-00000-00
Tri Star Advisors Inc. Boosts Holdings in Apple Inc. ( NASDAQ :AAPL),Transcript Daily,,2021-01-12,1006 words,1006,84,81,484294,AMCN-10009368,urn:contentItem:61RM-V0X1-F03R-N05Y-00000-00
Brio Consultants LLC Increases Holdings in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-12,824 words,824,84,67,439934,AMBNWS2021,urn:contentItem:61RR-0J91-DXK2-M23S-00000-00
"McAdam LLC Acquires 4,451 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-12,984 words,984,84,67,439934,AMBNWS2021,urn:contentItem:61RV-M271-JB40-X450-00000-00
Apple Inc. ( NASDAQ :AAPL) Stake Lifted by Bainco International Investors,American Banking and Market News,,2021-01-12,981 words,981,84,67,439934,AMBNWS2021,urn:contentItem:61RV-M2K1-DXK2-M4P6-00000-00
"Jacobs & Co. CA Sells 5,046 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-12,909 words,909,84,66,439934,AMBNWS2021,urn:contentItem:61RV-M2K1-DXK2-M51S-00000-00
"IMS Capital Management Purchases 2,124 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-12,861 words,861,84,65,439934,AMBNWS2021,urn:contentItem:61RV-M281-JB40-X0CX-00000-00
Total Investment Management Inc. Purchases 945 Shares of Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-12,943 words,943,84,65,439934,AMBNWS2021,urn:contentItem:61RV-M271-JB40-X4NY-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Purchased by Total Investment Management Inc.,DailyPolitical,,2021-01-12,1033 words,1033,84,65,484233,AMCN-116307,urn:contentItem:61RV-TMN1-JCMN-Y1Y2-00000-00
Pure Financial Advisors Inc. Grows Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-13,868 words,868,126,85,439934,AMBNWS2021,urn:contentItem:61RX-XBG1-DXK2-M2GR-00000-00
Praetorian Wealth Management Inc. Increases Holdings in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-13,958 words,958,126,85,439934,AMBNWS2021,urn:contentItem:61RX-XB91-DXK2-M2MM-00000-00
BTR Capital Management Inc. Cuts Holdings in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-13,885 words,885,126,84,439934,AMBNWS2021,urn:contentItem:61S2-K961-JB40-X1CX-00000-00
CX Institutional Trims Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-13,829 words,829,126,68,439934,AMBNWS2021,urn:contentItem:61S2-K961-JB40-X1D0-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by Baldwin Brothers Inc. MA,American Banking and Market News,,2021-01-13,821 words,821,126,67,439934,AMBNWS2021,urn:contentItem:61RX-XBG1-DXK2-M30D-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by Brookstone Capital Management,American Banking and Market News,,2021-01-13,852 words,852,126,67,439934,AMBNWS2021,urn:contentItem:61S2-K961-JB40-X1CY-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by City Holding Co.,American Banking and Market News,,2021-01-13,956 words,956,126,67,439934,AMBNWS2021,urn:contentItem:61RX-XBG1-DXK2-M296-00000-00
Apple Inc. ( NASDAQ :AAPL) Holdings Lifted by Mountain Capital Investment Advisors Inc,American Banking and Market News,,2021-01-13,953 words,953,126,66,439934,AMBNWS2021,urn:contentItem:61S2-K961-JB40-X1D2-00000-00
Benson Investment Management Company Inc. Lowers Position in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-14,851 words,851,98,82,439934,AMBNWS2021,urn:contentItem:61S4-WMF1-JB40-X522-00000-00
Arlington Partners LLC Increases Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-14,967 words,967,98,67,439934,AMBNWS2021,urn:contentItem:61S4-WMG1-JB40-X089-00000-00
"Pinnacle Bank Sells 2,374 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-14,942 words,942,98,67,439934,AMBNWS2021,urn:contentItem:61S4-WMF1-JB40-X455-00000-00
Apple Inc. ( NASDAQ :AAPL) Holdings Boosted by DAVENPORT & Co LLC,American Banking and Market News,,2021-01-14,889 words,889,98,67,439934,AMBNWS2021,urn:contentItem:61S4-WMF1-JB40-X521-00000-00
Ellenbecker Investment Group Cuts Stock Holdings in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-14,845 words,845,98,67,439934,AMBNWS2021,urn:contentItem:61S8-HP71-DXK2-M1GV-00000-00
"Baugh & Associates LLC Sells 1,285 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-14,868 words,868,98,67,439934,AMBNWS2021,urn:contentItem:61S4-WMF1-JB40-X3YS-00000-00
McGuire Investment Group LLC Reduces Holdings in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-14,972 words,972,98,66,439934,AMBNWS2021,urn:contentItem:61S4-WMF1-JB40-X456-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by Bath Savings Trust Co,American Banking and Market News,,2021-01-14,859 words,859,98,65,439934,AMBNWS2021,urn:contentItem:61S4-WMF1-JB40-X3P8-00000-00
"HT Partners LLC Purchases 4,532 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-14,852 words,852,98,65,439934,AMBNWS2021,urn:contentItem:61S4-WMG1-JB40-X085-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by Sowell Financial Services LLC,American Banking and Market News,,2021-01-14,973 words,973,98,65,439934,AMBNWS2021,urn:contentItem:61S4-WMF1-JB40-X4VJ-00000-00
Conservest Capital Advisors Inc. Raises Holdings in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-15,805 words,805,86,85,439934,AMBNWS2021,urn:contentItem:61SB-VF71-DXK2-M037-00000-00
Campbell Capital Management Inc. Grows Position in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-15,912 words,912,86,84,439934,AMBNWS2021,urn:contentItem:61SB-VCX1-JB40-X1XP-00000-00
