title,source,author,date,length,wordcount,totalsearchresults,relevancescore,contentcomponentid,vendorreportid,docid
Rep. Pfluger Sworn Into 117th Congress,Targeted News Service,Targeted News Service,2021-01-03,267 words,267,60,178,299219,TARGET2021,urn:contentItem:61PM-P1W1-DYG2-R3YN-00000-00
"INTERNATIONAL PATENT: HERAEUS QUARZGLAS GMBH & CO. KG , SHIN-ETSU QUARTZ PRODUCTS CO., LTD FILES APPLICATION FOR ""METHOD FOR PRODUCING A THREE-DIMENSIONAL GLASS OBJECT AND GLASS FIBRES SUITABLE FOR THEREFOR""",US Fed News,,2021-01-03,290 words,290,60,178,282801,USFDNW2021,urn:contentItem:61NM-4W51-F12F-F42B-00000-00
Representative August Pfluger Sworn into the 117th Congress Rep. August Lee Pfluger II (R- TX ) News Release,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",,2021-01-03,273 words,273,60,178,468349,CO2021,urn:contentItem:61P6-WS31-JCCP-0404-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Sold by Park National Corp OH,American Banking and Market News,,2021-01-04,1009 words,1009,203,203,439934,AMBNWS2021,urn:contentItem:61P4-TNB1-DXK2-M3SR-00000-00
Honeywell International Inc. ( NYSE :HON) Expected to Announce Quarterly Sales of $8.36 Billion,Zolmax.com,,2021-01-04,1237 words,1237,203,200,484302,AMCN-116308,urn:contentItem:61P5-1FW1-JCMN-Y0SW-00000-00
"US Patent Issued to Tsinghua University , HON HAI PRECISION INDUSTRY on Dec. 29 for ""Polymer solar cell"" (Chinese Inventors)",US Fed News,,2021-01-04,229 words,229,203,199,282801,USFDNW2021,urn:contentItem:61P5-KH51-F12F-F18K-00000-00
"US Patent Issued to Tsinghua University , HON HAI PRECISION INDUSTRY on Dec. 29 for ""Method of making stretchable composite electrode"" (Chinese Inventors)",US Fed News,,2021-01-04,226 words,226,203,199,282801,USFDNW2021,urn:contentItem:61P0-F781-JDKC-R1ST-00000-00
"US Patent Issued to Tsinghua University , HON HAI PRECISION INDUSTRY on Dec. 29 for ""Hydrophobic mirror and vehicle using the same"" (Chinese Inventors)",US Fed News,,2021-01-04,221 words,221,203,199,282801,USFDNW2021,urn:contentItem:61P1-KGW1-JDKC-R078-00000-00
"US Patent Issued to Fu Tai Hua Industry (Shenzhen), HON HAI PRECISION INDUSTRY on Dec. 29 for ""Light emitting diode display device and pixel mounting method"" (Taiwanese Inventor)",US Fed News,,2021-01-04,210 words,210,203,198,282801,USFDNW2021,urn:contentItem:61NY-YGT1-F12F-F1K0-00000-00
"US Patent Issued to Tsinghua University , HON HAI PRECISION INDUSTRY on Dec. 29 for ""Electron emission source for metal-insulator-semiconductor-metal having higher kinetic energy for improved electron emission and method for making the same"" (Chinese Inventors)",US Fed News,,2021-01-04,229 words,229,203,196,282801,USFDNW2021,urn:contentItem:61NY-YGT1-F12F-F217-00000-00
"Honest (HNST) One Day Volume Tops $2,161.00",American Banking and Market News,,2021-01-04,383 words,383,203,193,439934,AMBNWS2021,urn:contentItem:61P1-4TR1-JB40-X3M2-00000-00
"8,977 Shares in Honeywell International Inc. ( NYSE :HON) Purchased by Enterprise Bank & Trust Co",American Banking and Market News,,2021-01-05,988 words,988,195,203,439934,AMBNWS2021,urn:contentItem:61PB-T531-JB40-X3JP-00000-00
First Financial Bank Trust Division Has $10.15 Million Stake in Honeywell International Inc. ( NYSE :HON),American Banking and Market News,,2021-01-05,995 words,995,195,202,439934,AMBNWS2021,urn:contentItem:61PB-T531-JB40-X33D-00000-00
NAWJ District 11 Spotlights From District Director Judge Maria Salas-Mendoza,Targeted News Service,Targeted News Service,2021-01-05,241 words,241,195,194,299219,TARGET2021,urn:contentItem:61P6-K0X1-JC11-10YR-00000-00
Honest Trading Up 2.5% Over Last Week (HNST),Transcript Daily,,2021-01-05,437 words,437,195,192,484294,AMCN-10009368,urn:contentItem:61P5-1FW1-JCMN-Y04V-00000-00
Honest Price Up 4.5% Over Last 7 Days (HNST),American Banking and Market News,,2021-01-05,390 words,390,195,192,439934,AMBNWS2021,urn:contentItem:61PB-T531-JB40-X408-00000-00
2022 National Games to be Held in Meghalaya : Union Minister Kiren Rijiju,The Sentinel,Sentinel Digital Desk,2021-01-05,396 words,396,195,190,438973,SENTIL2021,urn:contentItem:61PD-BY91-DXMP-K3P5-00000-00
Callow and the Duty of Honest Contractual Performance: What You Need to Know,JD Supra,"Blake, Cassels & Graydon LLP",2021-01-05,1007 words,1007,195,190,484257,JSUP-5263,urn:contentItem:61P7-NSC1-JCMN-Y3NR-00000-00
UNITED STATES - COMMERCIAL AEROSPACE - UPDATED 5 JANUARY 2021,Industry SnapShot Summary,,2021-01-05,542 words,542,195,189,478880,ACQSUM2021,urn:contentItem:653B-NHH1-DYYM-R2PP-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Bought by First American Bank,Zolmax.com,,2021-01-06,1102 words,1102,226,203,484302,AMCN-116308,urn:contentItem:61PK-0N01-F03R-N3BN-00000-00
"Rockland Trust Co. Has $352,000 Stake in Honeywell International Inc. ( NYSE :HON)",Watchlist News,,2021-01-06,1076 words,1076,226,202,484299,AMCN-135127,urn:contentItem:61PD-9D91-JCMN-Y4HY-00000-00
First National Bank of Mount Dora Trust Investment Services Sells 308 Shares of Honeywell International Inc. ( NYSE :HON),Zolmax.com,,2021-01-06,1141 words,1141,226,201,484302,AMCN-116308,urn:contentItem:61PF-N0F1-F03R-N044-00000-00
"US Patent Issued to Tsinghua University , HON HAI PRECISION INDUSTRY on Jan. 5 for ""Method for imaging 1-D nanomaterials"" (Chinese Inventors)",US Fed News,,2021-01-06,231 words,231,226,199,282801,USFDNW2021,urn:contentItem:61PJ-CW81-F12F-F085-00000-00
"US Patent Issued to HON HAI PRECISION INDUSTRY on Jan. 5 for ""Method and apparatus for manufacturing vapor deposition mask"" ( Japanese Inventor)",US Fed News,,2021-01-06,227 words,227,226,199,282801,USFDNW2021,urn:contentItem:61PN-5W61-JDKC-R0FY-00000-00
"US Patent Issued to Tsinghua University , HON HAI PRECISION INDUSTRY on Jan. 5 for ""Method for making blackbody radiation source"" (Chinese Inventors)",US Fed News,,2021-01-06,264 words,264,226,198,282801,USFDNW2021,urn:contentItem:61PD-J5Y1-F12F-F3DN-00000-00
"US Patent Issued to HONGFUJIN PRECISION ELECTRONICS (ZHENGZHOU), HON HAI PRECISION INDUSTRY on Jan. 5 for ""Method for switching mode and electronic device employing the method"" (Chinese Inventors)",US Fed News,,2021-01-06,241 words,241,226,197,282801,USFDNW2021,urn:contentItem:61PS-HKN1-JDKC-R2G6-00000-00
VIRGINIA PROGRESSIVE PROSECUTORS CALL FOR CRIMINAL JUSTICE REFORMS IN COMING LEGISLATIVE SESSIONS,States News Service,States News Service,2021-01-06,943 words,943,226,195,8058,SNS2021,urn:contentItem:61PN-BCN1-DYTH-G2BG-00000-00
"Honest Hits 24-Hour Trading Volume of $2,128.00 (HNST)",American Banking and Market News,,2021-01-06,395 words,395,226,192,439934,AMBNWS2021,urn:contentItem:61PJ-SKG1-JB40-X3YS-00000-00
"Shillong to Evolve as a ""High-Altitude Sports Training Centre"": Union Minister Kiren Rijiju",The Sentinel,Sentinel Digital Desk,2021-01-06,387 words,387,226,190,438973,SENTIL2021,urn:contentItem:61PD-BY91-DXMP-K3PB-00000-00
"Woodstock Corp Acquires 1,304 Shares of Honeywell International Inc. ( NYSE :HON)",Transcript Daily,,2021-01-07,1029 words,1029,219,204,484294,AMCN-10009368,urn:contentItem:61PM-94K1-F03R-N128-00000-00
Summit Financial Group Inc. Sells 113 Shares of Honeywell International Inc. ( NYSE :HON),Zolmax.com,,2021-01-07,1141 words,1141,219,203,484302,AMCN-116308,urn:contentItem:61PN-N781-JCMN-Y2V4-00000-00
Webster Bank N. A. Cuts Stock Holdings in Honeywell International Inc. ( NYSE :HON),American Banking and Market News,,2021-01-07,1052 words,1052,219,203,439934,AMBNWS2021,urn:contentItem:61PS-R8F1-JB40-X4WD-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Sold by Indiana Trust & Investment Management CO,Transcript Daily,,2021-01-07,1109 words,1109,219,202,484294,AMCN-10009368,urn:contentItem:61PN-N781-JCMN-Y1DW-00000-00
$8.36 Billion in Sales Expected for Honeywell International Inc. ( NYSE :HON) This Quarter,Ticker Report,,2021-01-07,1201 words,1201,219,202,484293,AMCN-126392,urn:contentItem:61PM-94K1-F03R-N2XN-00000-00
Honeywell International Inc. ( NYSE :HON) Receives $183.06 Average PT from Brokerages,Zolmax.com,,2021-01-07,967 words,967,219,202,484302,AMCN-116308,urn:contentItem:61PS-Y0J1-F03R-N2XD-00000-00
New England Research & Management Inc. Has $1.93 Million Stock Position in Honeywell International Inc. ( NYSE :HON),American Banking and Market News,,2021-01-07,995 words,995,219,201,439934,AMBNWS2021,urn:contentItem:61PS-R8F1-JB40-X4F2-00000-00
FMC Statement After Insurrection,Targeted News Service,Targeted News Service,2021-01-07,358 words,358,219,195,299219,TARGET2021,urn:contentItem:61PM-BPS1-JC11-10X5-00000-00
Honest (HNST) Trading Up 21.2% Over Last Week,Watchlist News,,2021-01-07,509 words,509,219,192,484299,AMCN-135127,urn:contentItem:61PN-N6R1-JCMN-Y20N-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Sold by Old Port Advisors,American Banking and Market News,,2021-01-08,1087 words,1087,192,204,439934,AMBNWS2021,urn:contentItem:5SFV-N0F1-DXK2-M14X-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Sold by West Oak Capital LLC,Watchlist News,,2021-01-08,1136 words,1136,192,203,484299,AMCN-135127,urn:contentItem:61PW-MFV1-JCMN-Y0JV-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Bought by Trust Co. of Toledo NA OH,Watchlist News,,2021-01-08,1173 words,1173,192,203,484299,AMCN-135127,urn:contentItem:61R0-XHK1-F03R-N26J-00000-00
National Investment Services of America LLC Reduces Holdings in Honeywell International Inc. ( NYSE :HON),American Banking and Market News,,2021-01-08,1054 words,1054,192,203,439934,AMBNWS2021,urn:contentItem:61R0-PR61-JB40-X0VF-00000-00
Old Port Advisors Has $3.76 Million Holdings in Honeywell International Inc. ( NYSE :HON),American Banking and Market News,,2021-01-08,1067 words,1067,192,202,439934,AMBNWS2021,urn:contentItem:61R0-PR61-JB40-X1PG-00000-00
Trust Co. of Toledo NA OH Boosts Stock Position in Honeywell International Inc. ( NYSE :HON),Ticker Report,,2021-01-08,1135 words,1135,192,202,484293,AMCN-126392,urn:contentItem:61R0-XHK1-F03R-N1HM-00000-00
"West Oak Capital LLC Has $584,000 Holdings in Honeywell International Inc. ( NYSE :HON)",American Banking and Market News,,2021-01-08,951 words,951,192,202,439934,AMBNWS2021,urn:contentItem:5SFV-N0D1-DXK2-M55R-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Sold by Old Port Advisors,Ticker Report,,2021-01-09,1130 words,1130,77,204,484293,AMCN-126392,urn:contentItem:61R0-XHK1-F03R-N1NJ-00000-00
"Diversified Trust Co Sells 16,426 Shares of Honeywell International Inc. ( NYSE :HON)",American Banking and Market News,,2021-01-09,997 words,997,77,203,439934,AMBNWS2021,urn:contentItem:61R3-0H81-JB40-X4NB-00000-00
Gradient Investments LLC Sells 67 Shares of Honeywell International Inc. ( NYSE :HON),DailyPolitical,,2021-01-09,1142 words,1142,77,203,484233,AMCN-116307,urn:contentItem:61R2-6R71-F03R-N3MN-00000-00
Old Port Advisors Has $3.76 Million Holdings in Honeywell International Inc. ( NYSE :HON),DailyPolitical,,2021-01-09,1112 words,1112,77,202,484233,AMCN-116307,urn:contentItem:61R0-XHK1-F03R-N03S-00000-00
"Honest (HNST) Market Capitalization Tops $683,112.53",Ticker Report,,2021-01-09,484 words,484,77,193,484293,AMCN-126392,urn:contentItem:61R2-6R71-F03R-N4SG-00000-00
"Honest (HNST) Achieves Market Capitalization of $711,953.69",American Banking and Market News,,2021-01-09,389 words,389,77,193,439934,AMBNWS2021,urn:contentItem:61R6-MRK1-DXK2-M37W-00000-00
Grenada Tourism mourns passing of Sandals Resorts founder Gordon 'Butch' Stewart,Eturbo News,,2021-01-09,275 words,275,77,191,376965,ETURBN2021,urn:contentItem:61R6-FTH1-F12F-F03N-00000-00
FOREIGN MINISTERS' JOINT STATEMENT ON ARRESTS IN HONG KONG,States News Service,States News Service,2021-01-09,229 words,229,77,188,8058,SNS2021,urn:contentItem:61R9-7JX1-JCBF-S2TB-00000-00
Australian DOD: NUSHIP Supply Ship Acceptance,Targeted News Service,Targeted News Service,2021-01-09,289 words,289,77,187,299219,TARGET2021,urn:contentItem:61R2-FRW1-JC11-11PM-00000-00
Honest Price Tops $0.0071 (HNST),American Banking and Market News,,2021-01-10,382 words,382,67,194,439934,AMBNWS2021,urn:contentItem:61RD-M6W1-JB40-X347-00000-00
"Honest (HNST) Achieves Market Capitalization of $711,953.69",Transcript Daily,,2021-01-10,436 words,436,67,193,484294,AMCN-10009368,urn:contentItem:61R6-TW71-F03R-N261-00000-00
Former Speaker Dimeji Bankole Set To Tie Nuptial Knot,The Will (Nigeria),,2021-01-10,560 words,560,67,189,461115,THEWIL2021,urn:contentItem:61RF-S9H1-JCH9-G4WS-00000-00
Tambuwal @ 55: The Chronicle Of Successes,The Will (Nigeria),,2021-01-10,881 words,881,67,182,461115,THEWIL2021,urn:contentItem:61RF-S9H1-JCH9-G4WG-00000-00
UK RAISES $1BN SO VULNERABLE COUNTRIES CAN GET VACCINE,States News Service,States News Service,2021-01-10,1028 words,1028,67,181,8058,SNS2021,urn:contentItem:61R9-7JX1-JCBF-S2T9-00000-00
Jessica Alba Drinks Her Water With 1 Unpopular Add-On,The Cheat Sheet,Eduard Varnham,2021-01-10,970 words,970,67,180,484313,WSCS-6701,urn:contentItem:61R9-GDC1-F03R-N3SJ-00000-00
"So, Gov Sununu won't swear in a duly elected NH House Representative? So what's the hair across this time?",Granite Grok,Skip,2021-01-10,1256 words,1256,67,180,484249,GRAG-136216,urn:contentItem:61RD-T721-F03R-N36D-00000-00
4 Simple Things To Do Before Buying Your First Share Of Stock,Benzinga.com,Wayne Duggan,2021-01-10,521 words,521,67,178,401674,BENZGA2021,urn:contentItem:61R9-5J71-JBDN-303W-00000-00
"Weekend Box Office: 'Wonder Woman 1984' Falls Sharply, Again, With $3 Million",indieWIRE,Tom Brueggemann,2021-01-10,789 words,789,67,178,484252,INDW-115383,urn:contentItem:61RD-T721-F03R-N3C2-00000-00
"Aidala, Bertuna & Kamins Welcome Hon. John M. Leventhal as Partner",iCrowdNewswire (English),,2021-01-11,825 words,825,227,204,433665,ICRWDE2021,urn:contentItem:61RH-6KX1-F08D-53J6-00000-00
"Hexavest Inc. Sells 85,919 Shares of Honeywell International Inc. ( NYSE :HON)",DailyPolitical,,2021-01-11,1084 words,1084,227,204,484233,AMCN-116307,urn:contentItem:61RH-GY31-JCMN-Y1BG-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Sold by Hexavest Inc.,Ticker Report,,2021-01-11,1136 words,1136,227,203,484293,AMCN-126392,urn:contentItem:61RH-GY31-JCMN-Y2JB-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Sold by Chesley Taft & Associates LLC,Ticker Report,,2021-01-11,1157 words,1157,227,203,484293,AMCN-126392,urn:contentItem:61RH-GY31-JCMN-Y2CG-00000-00
"Louisiana State Employees Retirement System Purchases 8,000 Shares of Honeywell International Inc. ( NYSE :HON)",Ticker Report,,2021-01-11,1065 words,1065,227,203,484293,AMCN-126392,urn:contentItem:61RM-V0X1-F03R-N1KT-00000-00
Carlson Capital Management Reduces Stock Holdings in Honeywell International Inc. ( NYSE :HON),American Banking and Market News,,2021-01-11,1075 words,1075,227,203,439934,AMBNWS2021,urn:contentItem:61RG-YK01-DXK2-M13X-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Acquired by Red Door Wealth Management LLC,DailyPolitical,,2021-01-12,1136 words,1136,266,203,484233,AMCN-116307,urn:contentItem:61RV-TMN1-JCMN-Y1VY-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Sold by CX Institutional,American Banking and Market News,,2021-01-12,1058 words,1058,266,203,439934,AMBNWS2021,urn:contentItem:61RW-24F1-DXK2-M4W8-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Sold by Granite Investment Advisors LLC,Transcript Daily,,2021-01-12,1105 words,1105,266,203,484294,AMCN-10009368,urn:contentItem:61RR-J8B1-JCMN-Y4CK-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Acquired by Cottage Street Advisors LLC,American Banking and Market News,,2021-01-12,1058 words,1058,266,203,439934,AMBNWS2021,urn:contentItem:5SG2-KGG1-DXK2-M4GR-00000-00
City Holding Co. Trims Stock Holdings in Honeywell International Inc. ( NYSE :HON),American Banking and Market News,,2021-01-12,1067 words,1067,266,203,439934,AMBNWS2021,urn:contentItem:61RV-M2M1-DXK2-M0K2-00000-00
Salem Capital Management Inc. Sells 800 Shares of Honeywell International Inc. ( NYSE :HON),American Banking and Market News,,2021-01-12,1096 words,1096,266,203,439934,AMBNWS2021,urn:contentItem:61RV-M271-JB40-X418-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Sold by Murphy Middleton Hinkle & Parker Inc.,Zolmax.com,,2021-01-12,1081 words,1081,266,203,484302,AMCN-116308,urn:contentItem:61RV-TMN1-JCMN-Y2NH-00000-00
Central Bank & Trust Co. Has $4.91 Million Stock Position in Honeywell International Inc. ( NYSE :HON),American Banking and Market News,,2021-01-12,974 words,974,266,203,439934,AMBNWS2021,urn:contentItem:61RV-M2K1-DXK2-M4NN-00000-00
Jacobs & Co. CA Has $11.45 Million Stake in Honeywell International Inc. ( NYSE :HON),American Banking and Market News,,2021-01-12,1102 words,1102,266,203,439934,AMBNWS2021,urn:contentItem:61RV-M2K1-DXK2-M521-00000-00
Granite Investment Advisors LLC Lowers Stock Holdings in Honeywell International Inc. ( NYSE :HON),American Banking and Market News,,2021-01-12,1030 words,1030,266,203,439934,AMBNWS2021,urn:contentItem:61RV-M271-JB40-X2SX-00000-00
Honeywell International Inc. ( NYSE :HON) Position Cut by First PREMIER Bank,Watchlist News,,2021-01-13,1093 words,1093,287,204,484299,AMCN-135127,urn:contentItem:61RX-4FH1-F03R-N0BP-00000-00
Bath Savings Trust Co Decreases Position in Honeywell International Inc. ( NYSE :HON),Ticker Report,,2021-01-13,1047 words,1047,287,204,484293,AMCN-126392,urn:contentItem:61RY-GG61-JCMN-Y2TV-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Sold by CX Institutional,Ticker Report,,2021-01-13,1106 words,1106,287,204,484293,AMCN-126392,urn:contentItem:61RX-4FD1-F03R-N40W-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Acquired by Cottage Street Advisors LLC,Ticker Report,,2021-01-13,1100 words,1100,287,204,484293,AMCN-126392,urn:contentItem:61RV-TM81-F03R-N1X5-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Sold by Signature Estate & Investment Advisors LLC,American Banking and Market News,,2021-01-13,1009 words,1009,287,203,439934,AMBNWS2021,urn:contentItem:61S3-1BV1-JB40-X1B0-00000-00
Xcel Wealth Management LLC Has $1.34 Million Position in Honeywell International Inc. ( NYSE :HON),Watchlist News,,2021-01-13,1143 words,1143,287,203,484299,AMCN-135127,urn:contentItem:61RY-GDC1-F03R-N3WX-00000-00
City Holding Co. Trims Stock Holdings in Honeywell International Inc. ( NYSE :HON),Ticker Report,,2021-01-13,1117 words,1117,287,203,484293,AMCN-126392,urn:contentItem:61RV-TMN1-JCMN-Y40S-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Bought by Baldwin Brothers Inc. MA,Watchlist News,,2021-01-13,1161 words,1161,287,203,484299,AMCN-135127,urn:contentItem:61RV-TM81-F03R-N2DW-00000-00
Global Trust Asset Management LLC Grows Stock Holdings in Honeywell International Inc. ( NYSE :HON),Watchlist News,,2021-01-13,1176 words,1176,287,203,484299,AMCN-135127,urn:contentItem:61RY-GDC1-F03R-N471-00000-00
M. Kraus & Co Buys New Stake in Honeywell International Inc. ( NYSE :HON),Watchlist News,,2021-01-14,1059 words,1059,249,204,484299,AMCN-135127,urn:contentItem:61S2-TCN1-JCMN-Y4RX-00000-00
Honeywell International Inc. ( NYSE :HON) Stock Holdings Decreased by Pflug Koory LLC,Ticker Report,,2021-01-14,1092 words,1092,249,204,484293,AMCN-126392,urn:contentItem:61S8-S2F1-JCMN-Y1S5-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Acquired by Kovack Advisors Inc.,DailyPolitical,,2021-01-14,1084 words,1084,249,204,484233,AMCN-116307,urn:contentItem:61S5-F5D1-F03R-N32M-00000-00
Honeywell International Inc. ( NYSE :HON) Stock Position Lowered by Pflug Koory LLC,Watchlist News,,2021-01-14,1170 words,1170,249,204,484299,AMCN-135127,urn:contentItem:61S8-S2F1-JCMN-Y27F-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Sold by Crossmark Global Holdings Inc.,American Banking and Market News,,2021-01-14,1043 words,1043,249,204,439934,AMBNWS2021,urn:contentItem:5SG8-JDH1-JB40-X0RN-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Sold by Signature Estate & Investment Advisors LLC,Ticker Report,,2021-01-14,1051 words,1051,249,204,484293,AMCN-126392,urn:contentItem:61S2-TCN1-JCMN-Y3SB-00000-00
"Breiter Capital Management Inc. Has $385,000 Stake in Honeywell International Inc. ( NYSE :HON)",Transcript Daily,,2021-01-14,1102 words,1102,249,203,484294,AMCN-10009368,urn:contentItem:61S8-S2D1-JCMN-Y4BK-00000-00
First Financialcorp IN Sells 309 Shares of Honeywell International Inc. ( NYSE :HON),Watchlist News,,2021-01-15,1182 words,1182,260,204,484299,AMCN-135127,urn:contentItem:61SC-DH31-JCMN-Y1SJ-00000-00
Honeywell International Inc. ( NYSE :HON) Shares Acquired by Brookstone Capital Management,Watchlist News,,2021-01-15,1181 words,1181,260,204,484299,AMCN-135127,urn:contentItem:61SB-2C71-JCMN-Y0P9-00000-00
Aurora Private Wealth Inc. Reduces Position in Honeywell International Inc. ( NYSE :HON),Transcript Daily,,2021-01-15,1042 words,1042,260,204,484294,AMCN-10009368,urn:contentItem:61SG-RKT1-F03R-N50Y-00000-00
Arden Trust Co Decreases Position in Honeywell International Inc. ( NYSE :HON),Zolmax.com,,2021-01-15,1077 words,1077,260,204,484302,AMCN-116308,urn:contentItem:61SC-DH21-JCMN-Y556-00000-00
Charles Schwab Trust Co Grows Stake in Honeywell International Inc. ( NYSE :HON),Transcript Daily,,2021-01-15,984 words,984,260,204,484294,AMCN-10009368,urn:contentItem:61SC-DH21-JCMN-Y316-00000-00
