title,source,author,date,length,wordcount,totalsearchresults,relevancescore,contentcomponentid,vendorreportid,docid
"INTERNATIONAL PATENT: JIANGSU HENGRUI MEDICINE CO., LTD. , SHANGHAI HENGRUI PHARMACEUTICAL CO., LTD. FILES APPLICATION FOR ""ANTI-CEA ANTIBODY AND APPLICATION THEREOF""",US Fed News,,2021-01-02,251 words,251,17,191,282801,USFDNW2021,urn:contentItem:61NG-P7T1-F12F-F02B-00000-00
"INTERNATIONAL PATENT: MICROSOFT TECHNOLOGY LICENSING, LLC FILES APPLICATION FOR ""WRITING ASSISTANCE FOR ELECTRONIC DOCUMENTS""",US Fed News,,2021-01-02,380 words,380,17,189,282801,USFDNW2021,urn:contentItem:61NK-0JX1-JDKC-R522-00000-00
"INTERNATIONAL PATENT: PING AN TECHNOLOGY (SHENZHEN) CO., LTD. FILES APPLICATION FOR ""TEXT INFORMATION MATCHING DEGREE DETECTION METHOD AND APPARATUS, COMPUTER DEVICE AND STORAGE MEDIUM""",US Fed News,,2021-01-02,331 words,331,17,189,282801,USFDNW2021,urn:contentItem:61NK-9WN1-JDKC-R115-00000-00
"INTERNATIONAL PATENT: SHANGHAI PHARMACEUTICALS HOLDING CO., LTD. FILES APPLICATION FOR ""PYRAZOLONE AND PYRIMIDINE COMPOUND AND PREPARATION METHOD AND USE THEREFOR""",US Fed News,,2021-01-02,337 words,337,17,189,282801,USFDNW2021,urn:contentItem:61NJ-B6F1-F12F-F1NK-00000-00
"INTERNATIONAL PATENT: PING AN TECHNOLOGY (SHENZHEN) CO., LTD. FILES APPLICATION FOR ""METHOD AND APPARATUS FOR INTELLIGENTLY RECOMMENDING PERSONALIZED TEXT AND COMPUTER-READABLE STORAGE MEDIUM""",US Fed News,,2021-01-02,368 words,368,17,189,282801,USFDNW2021,urn:contentItem:61NH-1F91-F12F-F0VV-00000-00
"INTERNATIONAL PATENT: GE PRECISION HEALTHCARE LLC FILES APPLICATION FOR ""ADAPTIVE MEDICAL IMAGING DEVICE CONFIGURATION USING ARTIFICIAL INTELLIGENCE""",US Fed News,,2021-01-03,322 words,322,15,202,282801,USFDNW2021,urn:contentItem:61NR-0MM1-JDKC-R3HW-00000-00
"INTERNATIONAL PATENT: JINZHONG XIN MING GE ADVANCED MATERIAL SCIENCE & TECHNOLOGY CO., LTD FILES APPLICATION FOR ""COMPOSITE ALUMINUM ALLOY PROFILE AND PREPARATION METHOD THEREFOR""",US Fed News,,2021-01-03,330 words,330,15,201,282801,USFDNW2021,urn:contentItem:61NP-NKF1-F12F-F04S-00000-00
"INTERNATIONAL PATENT: IMMUNE-PATH BIOTECHNOLOGY (SUZHOU) CO., LTD. FILES APPLICATION FOR ""RECOMBINANT HERPES ZOSTER VACCINE COMPOSITION AND APPLICATION THEREOF""",US Fed News,,2021-01-03,311 words,311,15,190,282801,USFDNW2021,urn:contentItem:61NK-N2F1-JDKC-R0NH-00000-00
"INTERNATIONAL PATENT: SHANGHAI PHARMACEUTICALS HOLDING CO., LTD. FILES APPLICATION FOR ""PYRAZOLOPYRIMIDINE COMPOUND, PREPARATION METHOD FOR SAME AND APPLICATIONS THEREOF""",US Fed News,,2021-01-03,360 words,360,15,190,282801,USFDNW2021,urn:contentItem:61NP-NKF1-F12F-F04Y-00000-00
"INTERNATIONAL PATENT: PING AN TECHNOLOGY (SHENZHEN) CO., LTD. FILES APPLICATION FOR ""TEXT ANALYSIS METHOD AND APPARATUS, COMPUTER APPARATUS AND COMPUTER STORAGE MEDIUM""",US Fed News,,2021-01-03,349 words,349,15,189,282801,USFDNW2021,urn:contentItem:61NP-NKF1-F12F-F06Y-00000-00
"INTERNATIONAL PATENT: INSTITUTT FOR ENERGITEKNIKK FILES APPLICATION FOR ""ELECTRODE, ELECTRICAL ENERGY STORAGE DEVICE & METHOD""",US Fed News,,2021-01-03,367 words,367,15,189,282801,USFDNW2021,urn:contentItem:61NK-N2F1-JDKC-R0NF-00000-00
"INTERNATIONAL PATENT: HUAWEI TECHNOLOGIES CO., LTD. FILES APPLICATION FOR ""OPTICAL LENS GROUP, CAMERA AND TERMINAL DEVICE""",US Fed News,,2021-01-03,410 words,410,15,188,282801,USFDNW2021,urn:contentItem:61NP-BDK1-F12F-F2S7-00000-00
"Come on, man! Just Add A Ukulele",News Release Wire,,2021-01-03,637 words,637,15,186,264078,YBEXNW2021,urn:contentItem:61P0-S0B1-JCM9-H186-00000-00
"Veterinary Ultrasound Market Recent & Future Growth 2021 By Size, Share, Growth, Major Trend, Global Overview, Regional Analysis by 2023",iCrowdNewswire (English),,2021-01-03,1080 words,1080,15,183,433665,ICRWDE2021,urn:contentItem:61P1-DD61-F08D-53CT-00000-00
"Healthcare IT Market Major Development Trend, Key Factor Analysis and Forecasts 2021 to 2023",iCrowdNewswire (English),,2021-01-03,1463 words,1463,15,182,433665,ICRWDE2021,urn:contentItem:61P1-DD61-F08D-53GC-00000-00
General Electric ( NYSE : GE ) Stock Holdings Lowered by Park National Corp OH,American Banking and Market News,,2021-01-04,856 words,856,94,205,439934,AMBNWS2021,urn:contentItem:61P4-TNB1-DXK2-M3R1-00000-00
UK Contract Awards: GE Healthcare Clinical Systems Ltd Wins Contract for Software package and information systems (48000000) and others,US Fed News,,2021-01-04,272 words,272,94,202,282801,USFDNW2021,urn:contentItem:61P0-SHP1-JDKC-R07G-00000-00
"US Patent Issued to GE VIDEO COMPRESSION on Dec. 29 for ""Inheritance in sample array multitree subdivision"" ( German Inventors)",US Fed News,,2021-01-04,257 words,257,94,202,282801,USFDNW2021,urn:contentItem:61P1-KGV1-JDKC-R501-00000-00
UK Contract Awards: GE Medical Systems Limited Wins Contract for Medical IT Software Solutions (33197000),US Fed News,,2021-01-04,425 words,425,94,202,282801,USFDNW2021,urn:contentItem:61P0-SHP1-JDKC-R05P-00000-00
"Wind Turbine Services and Maintenance Market Next Big Thing : Major Giants Suzlon Group, GE Wind Turbine, Siemens , Invenergy",ReleaseWire,,2021-01-04,1633 words,1633,94,201,484276,SBWI-7162,urn:contentItem:61P5-1F51-F03R-N369-00000-00
"US Patent Issued to GE Video Compression on Dec. 29 for ""Multi-view coding with effective handling of renderable portions"" ( German Inventors)",US Fed News,,2021-01-04,294 words,294,94,201,282801,USFDNW2021,urn:contentItem:61P0-F781-JDKC-R1BH-00000-00
"US Patent Issued to Baker Hughes a GE, William Marsh Rice University on Dec. 29 for ""Method for decomposing asphaltene using a supported catalyst"" ( Texas Inventors)",US Fed News,,2021-01-04,228 words,228,94,201,282801,USFDNW2021,urn:contentItem:61P5-DWC1-F12F-F1T1-00000-00
"US Patent Issued to GE VIDEO COMPRESSION on Dec. 29 for ""Coding concept allowing parallel processing, transport demultiplexer and video bitstream"" ( German Inventors)",US Fed News,,2021-01-04,323 words,323,94,201,282801,USFDNW2021,urn:contentItem:61P5-DWC1-F12F-F1M8-00000-00
Cync Indoor Camera From GE's Smart Home Brand Shows Expansion Beyond Lighting,Android Headlines,Kaelin Dickerson,2021-01-05,567 words,567,125,210,484225,AHED-130177,urn:contentItem:61PC-0FG1-JCMN-Y1X6-00000-00
GE Lighting announces three new smart home products and a new brand,TechHive (US),Michael Brown,2021-01-05,482 words,482,125,209,459125,TCHIVE2021,urn:contentItem:61PB-D3W1-JBP6-P32J-00000-00
"Rockland Trust Co. Has $800,000 Position in General Electric ( NYSE : GE )",Transcript Daily,,2021-01-05,805 words,805,125,208,484294,AMCN-10009368,urn:contentItem:61P6-BJH1-F03R-N085-00000-00
General Electric ( NYSE : GE ) Expected to Announce Quarterly Sales of $21.11 Billion,Watchlist News,,2021-01-05,1076 words,1076,125,207,484299,AMCN-135127,urn:contentItem:61P7-NTN1-F03R-N0SF-00000-00
General Electric ( NYSE : GE ) Expected to Post Quarterly Sales of $21.11 Billion,Ticker Report,,2021-01-05,928 words,928,125,207,484293,AMCN-126392,urn:contentItem:61P7-NTN1-F03R-N06T-00000-00
"For CES 2021, GE Lighting , a Savant company Announces Brand Evolution, New Mobile App and Expansion of Smart Home Portfolio Beyond Lighting",Business Wire,,2021-01-05,735 words,735,125,207,7924,BWIRE2021,urn:contentItem:61P6-D9V1-JBG1-80M3-00000-00
"GE ’s Chief Marketer Linda Boff on Sustainability, Storytelling, and Cross-Functionality",ADWEEK,Nadine Dietz,2021-01-05,1171 words,1171,125,207,7907,ADWEEK2021,urn:contentItem:61PB-GFG1-DYRK-H00N-00000-00
"Aviation Engines Market Next Big Thing : Major Giants GE Aviation, Safran, Honeywell Aerospace",ReleaseWire,,2021-01-05,1630 words,1630,125,204,484276,SBWI-7162,urn:contentItem:61PC-0GH1-F03R-N2SJ-00000-00
"Aeroengine Market Next Big Thing : Major Giants : Rolls-Royce , GE Aviation, Honeywell",ReleaseWire,,2021-01-05,1385 words,1385,125,204,484276,SBWI-7162,urn:contentItem:61PC-0GH1-F03R-N2TS-00000-00
"Marine VFD Market to Witness a Phenomenal Growth by 2024 : Leading Key Players Are ABB, GE, Eaton, Rockwell Automation, Siemens",ReleaseWire,,2021-01-05,1121 words,1121,125,200,484276,SBWI-7162,urn:contentItem:61P7-NSC1-JCMN-Y4C9-00000-00
"Is Now The Time To Buy Stock In Apple , GE , Boeing , FuboTV Or Ideanomics?",Benzinga.com,Henry Khederian,2021-01-06,223 words,223,100,208,401674,BENZGA2021,urn:contentItem:61PD-BCT1-DXWP-T028-00000-00
General Electric ( NYSE : GE ) Shares Sold by Private Asset Management Inc.,Watchlist News,,2021-01-06,900 words,900,100,207,484299,AMCN-135127,urn:contentItem:61PD-9F01-F03R-N0T7-00000-00
Carbon Appoints Debbra Rogers as Chief Revenue Officer Executive Leader Brings Industry Expertise from GE Additive to Create an Engine of Growth,Business Wire,,2021-01-06,507 words,507,100,203,7924,BWIRE2021,urn:contentItem:61PD-PN81-JBG1-811K-00000-00
"Digital Energy Consulting and Management Market to Witness Massive Growth | GE Energy Consulting, Accenture, Digital Energy Solutions",iCrowdNewswire (English),,2021-01-06,3650 words,3650,100,203,433665,ICRWDE2021,urn:contentItem:61PK-5YF1-JCTB-F21P-00000-00
"Military Aerospace Engine Market Next Big Thing : Major Giants: GE Aviation, Rolls Royce , Klimov",ReleaseWire,,2021-01-06,1252 words,1252,100,203,484276,SBWI-7162,urn:contentItem:61PK-0R81-JCMN-Y14X-00000-00
"US Patent Issued to GE INSPECTION TECHNOLOGIES on Jan. 5 for ""Insertion tool for inspection of vessel"" ( New York Inventor)",US Fed News,,2021-01-06,275 words,275,100,202,282801,USFDNW2021,urn:contentItem:61PM-HD71-F12F-F2XW-00000-00
"US Patent Issued to GE Precision Healthcare on Jan. 5 for ""Systems and methods for accelerated multi-contrast propeller"" ( Wisconsin , California Inventors)",US Fed News,,2021-01-06,256 words,256,100,202,282801,USFDNW2021,urn:contentItem:61PK-2291-JDKC-R1P9-00000-00
"US Patent Issued to Baker Hughes a GE on Jan. 5 for ""Use of phosphino polymer and polyhydroxypolycarboxylic acid as corrosion inhibitor"" ( Texas Inventors)",US Fed News,,2021-01-06,254 words,254,100,201,282801,USFDNW2021,urn:contentItem:61PS-P2G1-JDKC-R1R6-00000-00
"US Patent Issued to GE Video Compression on Jan. 5 for ""Multi-view coding with exploitation of renderable portions"" ( German Inventors)",US Fed News,,2021-01-06,312 words,312,100,201,282801,USFDNW2021,urn:contentItem:61PM-1VR1-JDKC-R50P-00000-00
"US Patent Issued to GE Video Compression on Jan. 5 for ""Efficient multi-view coding using depth-map estimate and update"" ( German Inventors)",US Fed News,,2021-01-06,274 words,274,100,201,282801,USFDNW2021,urn:contentItem:61PN-1441-F12F-F24H-00000-00
GE won't claw back former CEO Jeff Immelt's pay after private jet scandal,CNN Wire,,2021-01-07,434 words,434,97,210,385157,CNNWRE2021,urn:contentItem:61PM-5301-DY7V-G0PK-00000-00
Baker Hughes A GE ( NYSE :BHGE) versus ( NYSE :SDPI) Head-To-Head Survey,Transcript Daily,,2021-01-07,555 words,555,97,210,484294,AMCN-10009368,urn:contentItem:61PN-N781-JCMN-Y0X0-00000-00
Silex Systems Moves Closer to US Approval for GE-Hitachi Global Laser Enrichment Restructure; Shares Up 16%,MT Newswires Live Briefs PRO,,2021-01-07,212 words,212,97,208,410393,MIDPRO2021,urn:contentItem:61PS-R1V1-DY03-M3W3-00000-00
"Grid Energy Storage Market May Set New Growth Story : EnerVault, GE, ABB",ReleaseWire,,2021-01-07,1395 words,1395,97,204,484276,SBWI-7162,urn:contentItem:61PS-XYJ1-F03R-N3T6-00000-00
Patent Case Summaries - January 2021 #1,JD Supra,Alston & Bird,2021-01-07,920 words,920,97,200,484257,JSUP-5263,urn:contentItem:61PN-N6R1-JCMN-Y3TR-00000-00
"Thinking about trading options or stock in Walgreens Boots Alliance , Moderna, Charles Schwab , Virgin Galactic, or General Electric ?",PR Newswire,,2021-01-07,229 words,229,97,198,8054,PRNEWS2021,urn:contentItem:61PM-MPC1-DXP3-R4FD-00000-00
"Washing Water Softeners Industry Key Drivers, Business Insights And Forecast 2026 |Culligan, Ecowater, GE, Whirlpool , 3M, A.O. Smith - The Courier",University Wire,,2021-01-07,945 words,945,97,196,172244,UWIRE2021,urn:contentItem:61PS-V721-DY7P-T1MX-00000-00
"Global Two-stroke Marine Diesel Engine Market 2020 Precise Scenario Covering Trends, Opportunities and Growth Forecast 2025 | GE, MAN Power Engineering",iCrowdNewswire (English),,2021-01-07,1052 words,1052,97,195,433665,ICRWDE 202,urn:contentItem:61PN-9WH1-JCTB-F22X-00000-00
Speculation Grows Over Fate of Chinese Tech Billionaire Jack Ma,Voice of America News,Yu Zhou,2021-01-07,1013 words,1013,97,195,468347,VA2021,urn:contentItem:61PV-YW31-JCCP-01X2-00000-00
"New Era in Kitchens as Quarantine Heats Up Brand Trust Bosch Ranks Highest in Brand Trust in Multiple Kitchen Appliance Products, Lifestory Research Reports",PR Newswire,,2021-01-07,946 words,946,97,192,8054,PRNEWS2021,urn:contentItem:61PM-CV41-JB72-127W-00000-00
Old Port Advisors Decreases Stake in General Electric ( NYSE : GE ),American Banking and Market News,,2021-01-08,767 words,767,72,208,439934,AMBNWS2021,urn:contentItem:61R0-PR61-JB40-X2D1-00000-00
"New England Research & Management Inc. Has $273,000 Holdings in General Electric ( NYSE : GE )",DailyPolitical,,2021-01-08,840 words,840,72,207,484233,AMCN-116307,urn:contentItem:61PV-8GR1-JCMN-Y116-00000-00
General Electric ( NYSE : GE ) Shares Sold by New England Research & Management Inc.,Zolmax.com,,2021-01-08,919 words,919,72,207,484302,AMCN-116308,urn:contentItem:61PV-8GR1-JCMN-Y1X8-00000-00
"GE Current , a Daintree company, Taps Carla Bukalski to Drive Lighting Specification Expansion New director of specification brings enthusiasm for the lighting design community and experience connecting customers to the right options",Business Wire,,2021-01-08,437 words,437,72,204,7924,BWIRE2021,urn:contentItem:61PV-SNF1-DXY3-01TN-00000-00
"INTERNATIONAL PATENT: GE PRECISION HEALTHCARE LLC FILES APPLICATION FOR ""IMAGE PROCESSING AND ROUTING USING AI ORCHESTRATION""",US Fed News,,2021-01-08,279 words,279,72,203,282801,USFDNW2021,urn:contentItem:61R6-4KC1-JDKC-R1C9-00000-00
"High Speed Motor Market 2020 Global Key Vendors Analysis, Revenue, Trends & Forecast to 2026",iCrowdNewswire (English),,2021-01-08,1347 words,1347,72,198,433665,ICRWDE 202,urn:contentItem:61PW-92S1-F08D-529C-00000-00
"Thinking about buying stock in Zomedica, General Electric , Sundial Growers, Blink Charging, or Acasti Pharma?",PR Newswire,,2021-01-08,224 words,224,72,198,8054,PRNEWS2021,urn:contentItem:61PV-TJV1-DXP3-R4S7-00000-00
"Asset Performance Management Market to Set New Growth Cycle | ABB Group, Aveva Inc. , Bentley System, GE digital",iCrowdNewswire (English),,2021-01-08,2137 words,2137,72,197,433665,ICRWDE 202,urn:contentItem:61R0-MY91-F08D-53RS-00000-00
"Built-in Electric Oven Market 2020 Analysis of the World s Leading Suppliers, Sales, Trends and Forecasts up to 2026",iCrowdNewswire (English),,2021-01-08,1128 words,1128,72,196,433665,ICRWDE 202,urn:contentItem:61PW-92S1-F08D-52CC-00000-00
University of North Carolina Greensboro Establishes New General Education Curriculum and Faculty Fellow,Targeted News Service,Targeted News Service,2021-01-08,853 words,853,72,196,299219,TARGET2021,urn:contentItem:61PV-GMJ1-DYG2-R0BH-00000-00
Old Port Advisors Decreases Stake in General Electric ( NYSE : GE ),Ticker Report,,2021-01-09,819 words,819,22,208,484293,AMCN-126392,urn:contentItem:61R0-XHK1-F03R-N1M4-00000-00
ELM Advisors LLC Purchases New Position in General Electric ( NYSE : GE ),Zolmax.com,,2021-01-09,879 words,879,22,208,484302,AMCN-116308,urn:contentItem:61R3-HWS1-F03R-N0G7-00000-00
State of Alaska Department of Revenue Decreases Stake in General Electric ( NYSE : GE ),American Banking and Market News,,2021-01-09,768 words,768,22,205,439934,AMBNWS2021,urn:contentItem:61R3-0H81-JB40-X4DB-00000-00
Old Port Advisors Lowers Stock Holdings in General Electric ( NYSE : GE ),DailyPolitical,,2021-01-09,876 words,876,22,205,484233,AMCN-116307,urn:contentItem:61R0-XHK1-F03R-N04P-00000-00
"Explore how Plant Factory Market is changing business trends by 2021 by focuses on Philips, OSRAM, Illumitex, GE, Valoya, Everlight Electronics , Epistar, LumiGrow - The Courier",University Wire,,2021-01-09,866 words,866,22,195,172244,UWIRE2021,urn:contentItem:61R6-46K1-JBSN-32PR-00000-00
"New Year, New Chapter in Fleet Readiness Center East Support to Presidential Helicopter Program",Targeted News Service,Targeted News Service,2021-01-09,526 words,526,22,195,299219,TARGET2021,urn:contentItem:61R2-9651-JC11-10TF-00000-00
"INTERNATIONAL PATENT: KABUSHIKI KAISHA TOSHIBA , TOSHIBA ENERGY SYSTEMS & SOLUTIONS CORPORATION FILES APPLICATION FOR ""SOLAR CELL, MULTI-JUNCTION SOLAR CELL, SOLAR CELL MODULE AND SOLAR PHOTOVOLTAIC POWER GENERATION SYSTEM""",US Fed News,,2021-01-09,446 words,446,22,187,282801,USFDNW2021,urn:contentItem:61R6-FTH1-F12F-F075-00000-00
"Global Neonatal Incubators Market Survey Report, 2020-2027",iCrowdNewswire (English),,2021-01-09,963 words,963,22,184,433665,ICRWDE 202,urn:contentItem:61RD-K601-F08D-5387-00000-00
"EPrescribing Market is thriving worldwide by 2027 | Top Key Players like Epic Systems Corporation , Cerner Corporation , Allscripts Healthcare Solutions - The Courier",University Wire,,2021-01-09,1017 words,1017,22,183,172244,UWIRE2021,urn:contentItem:61R6-46K1-JBSN-32WG-00000-00
Have You Ever heard of exact same individuals on several internet dating sites and Rolled Your Eyes? - The Communicator,University Wire,,2021-01-09,882 words,882,22,183,172244,UWIRE2021,urn:contentItem:61R6-46K1-JBSN-32NJ-00000-00
$21.11 Billion in Sales Expected for General Electric ( NYSE : GE ) This Quarter,Zolmax.com,,2021-01-10,1030 words,1030,8,206,484302,AMCN-116308,urn:contentItem:61R8-8M91-F03R-N1WH-00000-00
"3D Vascular Ultrasound Imaging Market Introducing New Industry Dynamics Through Swot Analysis 2021| Fujifilm, Contextvision, Ge Healthcare, Hitachi Healthcare, Mindray Medical International Ltd , Koninklijke Philips N.V, Navix Diagnostix, Digirad, Siemens",University Wire,,2021-01-10,1092 words,1092,8,193,172244,UWIRE2021,urn:contentItem:61RD-3BD1-JBSN-30TV-00000-00
20:38 EST Fly Intel : Top five weekend stock stories,Theflyonthewall.com,,2021-01-10,486 words,486,8,187,295234,FLYCOM2021,urn:contentItem:61RD-CP31-JCD8-M0WK-00000-00
"Un-normality From Summit Consulting Group, Inc. -- Alan Weiss, Ph.D.",News Release Wire,,2021-01-10,637 words,637,8,185,264078,YBEXNW2021,urn:contentItem:61RG-JB81-JCM9-H4F9-00000-00
"Interventional Cardiology Devices And Equipment Market 2021 Global Trend, Segmentation and Opportunities, Forecast 2030",iCrowdNewswire (English),,2021-01-10,1037 words,1037,8,184,433665,ICRWDE 202,urn:contentItem:61R9-7D51-JCTB-F24B-00000-00
Global Weight Monitoring And Body Temperature Monitoring Devices And Equipment Market Research Report 2021 Analysis and Forecast 2030,iCrowdNewswire (English),,2021-01-10,1102 words,1102,8,183,433665,ICRWDE 202,urn:contentItem:61R9-7D51-JCTB-F24H-00000-00
"Remote Patient Monitoring Devices And Equipment Market 2021 Global Trend, Segmentation and Opportunities, Forecast 2030",iCrowdNewswire (English),,2021-01-10,1307 words,1307,8,183,433665,ICRWDE 202,urn:contentItem:61R9-7D51-JCTB-F24J-00000-00
Signs of a January Correction,TheStreet.com Top Stocks,Helene Meisler,2021-01-10,980 words,980,8,182,420100,TSCTST2021,urn:contentItem:61RH-VYH1-F00X-J445-00000-00
New TE/GE Compliance Program Initiatives,JD Supra,Bryan Cave Leighton Paisner,2021-01-11,210 words,210,69,211,484257,JSUP-5263,urn:contentItem:61RM-V0P1-JCMN-Y38K-00000-00
"Gateway Advisory LLC Buys 73,500 Shares of General Electric ( NYSE : GE )",American Banking and Market News,,2021-01-11,780 words,780,69,208,439934,AMBNWS2021,urn:contentItem:61RM-M9P1-DXK2-M2HS-00000-00
"GE Lighting, a Savant Company to Highlight Whole Home Connection Solutions at CES 2021",Manufacturing Close-Up,,2021-01-11,442 words,442,69,208,345179,MCCLPM2021,urn:contentItem:61RG-1MV1-JCRR-04TW-00000-00
Weather Gauge Advisory LLC Lowers Position in General Electric ( NYSE : GE ),Watchlist News,,2021-01-11,930 words,930,69,207,484299,AMCN-135127,urn:contentItem:61RH-GY31-JCMN-Y360-00000-00
"GE Appliances Wins 3rd Consecutive ""Smart Appliance Company of the Year"" Award in Annual IoT Breakthrough Awards Program Annual IoT Breakthrough Awards Program Recognize Standout Internet-of-Things Companies and Products",PR Newswire,,2021-01-11,850 words,850,69,204,8054,PRNEWS2021,urn:contentItem:61RH-DPF1-DXP3-R0RH-00000-00
"GE Appliances Starts Up New $80 Million Dishwasher Manufacturing Line The new Louisville, Kentucky line and other production increases to add more than 280 new jobs at Appliance Park",TWICE,,2021-01-11,362 words,362,69,203,265036,TWICE2021,urn:contentItem:61RG-GXG1-JBPF-90MP-00000-00
"PTAB Axes LED Patent Involved In Suits Against GE , Others",Law360 Legal News - Corporate,Tiffany Hu,2021-01-11,472 words,472,69,202,475178,LAWLNW2021,urn:contentItem:61TK-GXT1-JBWC-W370-00000-00
"Smart Manufacturing Market Size, Industry Share, Growth Analysis and Forecast Report Till 2027 | SAP , ORACLE , SIEMENS , SCHNEIDER, ROCKWELL , MITSUBISHI , IBM , HONEYWELL , GE, and CISCO",iCrowdNewswire (English),,2021-01-11,846 words,846,69,199,433665,ICRWDE2021,urn:contentItem:61RH-6KX1-F08D-53GM-00000-00
"Worldwide Cardiotocograph (CTG) Indsutry to 2025 - Featuring Philips, GE and Bionet Among Others - ResearchAndMarkets.com",Business Wire,,2021-01-11,724 words,724,69,199,7924,BWIRE2021,urn:contentItem:61RG-3Y71-DXY3-021H-00000-00
"Should you invest in Plug Power, General Electric , Twitter , Riot Blockchain, or American Airlines ?",PR Newswire,,2021-01-11,223 words,223,69,198,8054,PRNEWS2021,urn:contentItem:61RG-R4V1-JB72-10Y5-00000-00
General Electric ( NYSE : GE ) Shares Sold by Granite Investment Advisors LLC,Zolmax.com,,2021-01-12,798 words,798,144,209,484302,AMCN-116308,urn:contentItem:61RV-TMN1-JCMN-Y2MK-00000-00
General Electric ( NYSE : GE ) Shares Purchased by Chesley Taft & Associates LLC,Transcript Daily,,2021-01-12,862 words,862,144,208,484294,AMCN-10009368,urn:contentItem:61RR-J8B1-JCMN-Y3V4-00000-00
