title,source,author,date,length,wordcount,totalsearchresults,relevancescore,contentcomponentid,vendorreportid,docid
Zacks: Analysts Expect Deere & Company ( NYSE :DE) Will Announce Quarterly Sales of $7.06 Billion,Zolmax.com,,2021-01-04,1241 words,1241,28,84,484302,AMCN-116308,urn:contentItem:61P0-B1K1-JCMN-Y31H-00000-00
"US Patent Issued to DEERE & Co. on Dec. 29 for ""Hydraulic hammer"" ( Indian Inventor)",US Fed News,,2021-01-04,244 words,244,28,80,282801,USFDNW2021,urn:contentItem:61P5-XS51-JDKC-R1J5-00000-00
"US Patent Issued to DEERE & Co. on Dec. 29 for ""Device for influencing the vertical dynamics of an agricultural vehicle"" ( German Inventors)",US Fed News,,2021-01-04,252 words,252,28,73,282801,USFDNW2021,urn:contentItem:61P1-XKY1-F12F-F0C3-00000-00
"Lawn and Garden Robot Market Share, Future Growth 2021-2025 , Deere & Company , FarmBot, Franklin Robotics, FutureGenRobotics, Honda Motor, Husqvarna, iRobot, etc. - The Courier",University Wire,,2021-01-04,687 words,687,28,60,172244,UWIRE2021,urn:contentItem:61P4-8911-JBSN-3021-00000-00
"Fertilizing Machinery Global Market Report 2020-30: COVID-19 Growth And Change Major players in the fertilizing machinery market are Deere & Company , Kuhn Group, AGCO Corporation , Kubota Corporation , Lanco Equipment, CNH Industrial, Mahindra Tractors, Simonsen Industries , Crump Spreaders Australia and Gason.",GlobeNewswire,,2021-01-04,854 words,854,28,52,222091,PRIZNE2021,urn:contentItem:61P0-F2F1-DY2R-40B4-00000-00
$2.07 EPS Expected for Deere & Company ( NYSE :DE) This Quarter,DailyPolitical,,2021-01-05,1257 words,1257,17,89,484233,AMCN-116307,urn:contentItem:61P6-BJH1-F03R-N0XH-00000-00
Thomasville National Bank Acquires 144 Shares of Deere & Company ( NYSE :DE),Transcript Daily,,2021-01-05,1165 words,1165,17,88,484294,AMCN-10009368,urn:contentItem:61P6-BJH1-F03R-N055-00000-00
Deere & Company ( NYSE :DE) Expected to Announce Earnings of $2.07 Per Share,Ticker Report,,2021-01-05,1264 words,1264,17,87,484293,AMCN-126392,urn:contentItem:61P6-BJH1-F03R-N2J1-00000-00
First Financial Bank Trust Division Cuts Holdings in Deere & Company ( NYSE :DE),Watchlist News,,2021-01-05,1213 words,1213,17,86,484299,AMCN-135127,urn:contentItem:61PC-0FG1-JCMN-Y4F2-00000-00
"Global Size of Agricultural Robots and Drones Market Will Reach USD 13.58 Billion by 2026: Facts & Factors According to the [170+ Pages] research report; the global Agricultural Robots and Drones Market in 2019 was approximately USD 4.04 Billion. The market is expected to grow at a CAGR of 18.9% and is anticipated to reach around USD 13.58 Billion by 2026. Top market players are Deepfield Robotics, Tractor Corporation , AgJunction, DJI, Trimble, YANMAR CO., Boumatic, Topon, AGCO Corporation , AgEagle Deere & Company, Aerial Systems , ecoRoborix and others.",GlobeNewswire,,2021-01-05,1795 words,1795,17,41,222091,PRIZNE2021,urn:contentItem:61P6-GTC1-JBKN-D0KD-00000-00
"Global Analysis of the Top 6 Agriculture Equipment Manufacturers, 2020-2021 Report - ResearchAndMarkets.com",Business Wire,,2021-01-05,934 words,934,17,33,7924,BWIRE2021,urn:contentItem:61P6-33J1-DXY3-00GY-00000-00
"Latest Articulated Dump Trucks are Smarter, Stronger, Easier to Operate",Equipment World,,2021-01-05,2016 words,2016,17,31,465588,EQPWLD2021,urn:contentItem:61PJ-W1V1-JBH5-W3VD-00000-00
Global Smart Agriculture Solutions Market Forecasts to 2027 - Increasing Adoption of Multiple Smart Agriculture Solutions by Governments Globally is Propelling Market Growth,PR Newswire,,2021-01-05,718 words,718,17,27,8054,PRNEWS2021,urn:contentItem:61P6-Y601-DXP3-R48Y-00000-00
"Intelligent Agriculture Market Report 2021 by Supply, Demand, Consumption, Sale, Price, Share, Revenue and Top Manufacturers",iCrowdNewswire (English),,2021-01-05,761 words,761,17,23,433665,ICRWDE2021,urn:contentItem:61P7-CJ81-F08D-518S-00000-00
"Crop Sprayer Market To Advance With Innovation In Farming Techniques Globally | Industry Analysis, Key Player profile, Size, Share, Growth, Trends, and Regional Outlook by 2022",iCrowdNewswire (English),,2021-01-05,1188 words,1188,17,23,433665,ICRWDE2021,urn:contentItem:61P7-CJ81-F08D-5187-00000-00
Deere & Company ( NYSE :DE) Trading 5.9% Higher,American Banking and Market News,,2021-01-06,979 words,979,26,95,439934,AMBNWS2021,urn:contentItem:61PK-6TR1-JB40-X0TN-00000-00
Deere & Company ( NYSE :DE) Reaches New 52-Week High at $273.72,Ticker Report,,2021-01-06,1048 words,1048,26,87,484293,AMCN-126392,urn:contentItem:61PF-N0F1-F03R-N097-00000-00
Deere & Company ( NYSE :DE) Hits New 12-Month High at $273.72,DailyPolitical,,2021-01-06,1054 words,1054,26,87,484233,AMCN-116307,urn:contentItem:61PF-N0D1-F03R-N41R-00000-00
Deere & Company ( NYSE :DE) Shares Sold by First National Bank of Mount Dora Trust Investment Services,American Banking and Market News,,2021-01-06,1144 words,1144,26,83,439934,AMBNWS2021,urn:contentItem:61PF-4281-JB40-X0X4-00000-00
First National Bank of Mount Dora Trust Investment Services Sells 849 Shares of Deere & Company ( NYSE :DE),American Banking and Market News,,2021-01-06,1168 words,1168,26,82,439934,AMBNWS2021,urn:contentItem:61PF-4351-JB40-X2YK-00000-00
"US Patent Issued to DEERE & Co. on Jan. 5 for ""Guiding device and baler"" ( French Inventors)",US Fed News,,2021-01-06,237 words,237,26,78,282801,USFDNW2021,urn:contentItem:61PT-1CM1-JDKC-R3D6-00000-00
"US Patent Issued to DEERE & Co. on Jan. 5 for ""Work vehicle composite panoramic vision systems"" ( Iowa Inventors)",US Fed News,,2021-01-06,278 words,278,26,75,282801,USFDNW2021,urn:contentItem:61PJ-WMG1-F12F-F3VY-00000-00
"US Patent Issued to DEERE & Co. on Jan. 5 for ""Rear fender assemblies for a work vehicle"" ( American , Indian Inventors)",US Fed News,,2021-01-06,223 words,223,26,74,282801,USFDNW2021,urn:contentItem:61PK-6M71-JDKC-R135-00000-00
Deere & Company ( NYSE :DE) Trading Up 5.9%,DailyPolitical,,2021-01-07,1053 words,1053,28,94,484233,AMCN-116307,urn:contentItem:61PM-94K1-F03R-N16G-00000-00
Deere & Company ( NYSE :DE) Trading 5.9% Higher,Zolmax.com,,2021-01-07,1054 words,1054,28,94,484302,AMCN-116308,urn:contentItem:61PM-94K1-F03R-N22S-00000-00
"Deere & Company ( NYSE :DE) CAO Sells $4,224,891.00 in Stock",American Banking and Market News,,2021-01-07,984 words,984,28,92,439934,AMBNWS2021,urn:contentItem:61PS-R8F1-JB40-X30M-00000-00
Brokerages Set Deere & Company ( NYSE :DE) Price Target at $263.21,Watchlist News,,2021-01-07,1173 words,1173,28,89,484299,AMCN-135127,urn:contentItem:61PS-Y0J1-F03R-N49R-00000-00
Deere & Company ( NYSE :DE) Expected to Announce Earnings of $2.07 Per Share,Transcript Daily,,2021-01-07,1293 words,1293,28,86,484294,AMCN-10009368,urn:contentItem:61PN-N781-JCMN-Y0XP-00000-00
Integer Wealth Advisors Group LLC Makes New Investment in Deere & Company ( NYSE :DE),American Banking and Market News,,2021-01-07,1104 words,1104,28,86,439934,AMBNWS2021,urn:contentItem:5SFS-B0F1-DXK2-M3DW-00000-00
"Global Plowing and Cultivating Machinery Market 2021 to 2028, amazing demand with key players are: Deere & Company ( John Deere ), AGCO Corporation , CNH Industrial - The Courier",University Wire,,2021-01-07,738 words,738,28,69,172244,UWIRE2021,urn:contentItem:61PS-V721-DY7P-T20B-00000-00
"Trust Co. of Toledo NA OH Buys 1,942 Shares of Deere & Company ( NYSE :DE)",American Banking and Market News,,2021-01-08,1095 words,1095,38,95,439934,AMBNWS2021,urn:contentItem:61R0-PR51-JB40-X50G-00000-00
ELM Advisors LLC Sells 442 Shares of Deere & Company ( NYSE :DE),Transcript Daily,,2021-01-08,1191 words,1191,38,87,484294,AMCN-10009368,urn:contentItem:61R0-XHJ1-F03R-N47M-00000-00
DEF 14A - DEERE & CO (0000315189) (Filer),U.S. Securities and Exchange Commission,Webmaster,2021-01-08,1923 words,1923,38,65,484295,ABST-10009208,urn:contentItem:61PW-MFT1-JCMN-Y1MR-00000-00
"Tillage Equipment Market Production, Revenue, Trends and Demand Analysis- AGCO Corporation , Deere & Company , BareCo, J.E. LOVE CO. - The Courier",University Wire,,2021-01-08,1683 words,1683,38,65,172244,UWIRE2021,urn:contentItem:61R0-50V1-JBSN-343F-00000-00
"New Vision Display Earns Recognition as a John Deere ""Partner-level Supplier"" and Supplier of The Year",Product News Network,,2021-01-08,326 words,326,38,48,258883,PNN2021,urn:contentItem:61RG-JB91-JCB7-32J9-00000-00
John Deere Recalls Frontier Rotary Tillers Due to Injury Hazard,Targeted News Service,Targeted News Service,2021-01-08,278 words,278,38,47,299219,TARGET2021,urn:contentItem:61PV-B0R1-DYG2-R1P7-00000-00
DEFA14A - DEERE & CO (0000315189) (Filer),U.S. Securities and Exchange Commission,Webmaster,2021-01-08,147 words,147,38,41,484295,ABST-10009208,urn:contentItem:61PW-MFT1-JCMN-Y1MP-00000-00
Ag industry vies for young talent,Southeast Farm Press,Tom J Bechman,2021-01-08,569 words,569,38,37,261847,SEFP2021,urn:contentItem:61PW-0241-DY2V-D54B-00000-00
"Diversified Trust Co Acquires 1,033 Shares of Deere & Company ( NYSE :DE)",American Banking and Market News,,2021-01-09,1081 words,1081,18,99,439934,AMBNWS2021,urn:contentItem:61R3-0H81-JB40-X49J-00000-00
Deere & Company ( NYSE :DE) Expected to Post Earnings of $2.07 Per Share,Watchlist News,,2021-01-09,1394 words,1394,18,87,484299,AMCN-135127,urn:contentItem:61R6-TW71-F03R-N3CJ-00000-00
"Marc A. Howze Sells 14,619 Shares of Deere & Company ( NYSE :DE) Stock",Ticker Report,,2021-01-09,925 words,925,18,87,484293,AMCN-126392,urn:contentItem:61R3-HWS1-F03R-N1D9-00000-00
Deere & Company ( NYSE :DE) Shares Sold by State of Alaska Department of Revenue,Watchlist News,,2021-01-09,1206 words,1206,18,86,484299,AMCN-135127,urn:contentItem:61R3-HVX1-F03R-N4VS-00000-00
"State of Alaska Department of Revenue Sells 2,514 Shares of Deere & Company ( NYSE :DE)",American Banking and Market News,,2021-01-09,1098 words,1098,18,84,439934,AMBNWS2021,urn:contentItem:61R3-0H81-JB40-X4N7-00000-00
"Explore how Smart Agriculture Market is changing business trends by 2021 by focuses on Cisco Systems Inc. , SemiosBio Technologies Inc. , Trimble Navigation Ltd. , Salt Mobile SA , Deere & Company - The Courier",University Wire,,2021-01-09,865 words,865,18,53,172244,UWIRE2021,urn:contentItem:61R6-46K1-JBSN-32PV-00000-00
"North America Captures Biggest Share in Utility Terrain Vehicle Market | Growth opportunities, Company Profiles, Financial Overview, Competitive Scenario And Investment Analysis 2023",iCrowdNewswire (English),,2021-01-09,1223 words,1223,18,30,433665,ICRWDE 202,urn:contentItem:61R3-88R1-JCTB-F2YT-00000-00
Mediaite: Parler CEO says it took down post from Lin Wood calling for Mike Pence's execution,CNN Wire,,2021-01-10,664 words,664,3,22,385157,CNNWRE2021,urn:contentItem:61R6-V2J1-JBSS-S14V-00000-00
"Pence has not ruled out 25th Amendment, source says",CNN Wire,,2021-01-10,970 words,970,3,18,385157,CNNWRE2021,urn:contentItem:61R6-CBW1-DY7V-G12C-00000-00
Funniest/Most Insightful Comments Of The Week At Techdirt,Techdirt,Leigh Beadon,2021-01-10,1127 words,1127,3,16,484281,DIRT-0001,urn:contentItem:61RD-T721-F03R-N34N-00000-00
Burke & Herbert Bank & Trust Co. Sells 217 Shares of Deere & Company ( NYSE :DE),Zolmax.com,,2021-01-11,1237 words,1237,20,96,484302,AMCN-116308,urn:contentItem:61RM-V0X1-F03R-N139-00000-00
Deere & Company ( NYSE :DE) Shares Sold by Creative Financial Designs Inc. ADV,Watchlist News,,2021-01-11,1167 words,1167,20,87,484299,AMCN-135127,urn:contentItem:61RH-GY31-JCMN-Y2T3-00000-00
Wedge Capital Management L L P NC Lowers Holdings in Deere & Company ( NYSE :DE),American Banking and Market News,,2021-01-11,1076 words,1076,20,85,439934,AMBNWS2021,urn:contentItem:61RG-YJY1-DXK2-M4D3-00000-00
8 Stocks To Watch At CES 2021,Benzinga.com,Chris Katje,2021-01-11,567 words,567,20,43,401674,BENZGA2021,urn:contentItem:61RG-8RX1-DXWP-T049-00000-00
"Cat makes big yellow mining machines, but also AV and other tech",American Salon,Matt Hamblen,2021-01-11,310 words,310,20,33,442041,AMSLON2021,urn:contentItem:61RM-JBX1-JB52-S052-00000-00
LATIN AMERICA - BRAZIL - AUTOMOTIVE - UPDATED 11 JANUARY 2021,Industry SnapShot Summary,,2021-01-11,590 words,590,20,27,478880,ACQSUM2021,urn:contentItem:653B-NHH1-DYYM-R2TT-00000-00
FIRST Unveils New Remote Challenges for FIRST Robotics Competition Teams as Part of FIRST GAME CHANGERS Powered by Star Wars - Force for Change Season,Targeted News Service,Targeted News Service,2021-01-11,1179 words,1179,20,26,299219,TARGET2021,urn:contentItem:61RG-D391-DYG2-R50G-00000-00
"Agriculture Seeder Market 2021 Key players, Global Trend, Industry Size, Share, Price and Opportunities Forecast to 2026",iCrowdNewswire (English),,2021-01-11,1108 words,1108,20,24,433665,ICRWDE2021,urn:contentItem:61RM-J9J1-F08D-549J-00000-00
Agricultural Sprayers Market Is Growing Due to Extensive Changes in Farming and Spraying Technologies,ReleaseWire,,2021-01-11,1162 words,1162,20,21,484276,SBWI-7162,urn:contentItem:61RM-V0P1-JCMN-Y3RB-00000-00
Jacobs & Co. CA Trims Holdings in Deere & Company ( NYSE :DE),American Banking and Market News,,2021-01-12,1130 words,1130,34,100,439934,AMBNWS2021,urn:contentItem:61RV-M281-JB40-X0FX-00000-00
City Holding Co. Trims Stock Position in Deere & Company ( NYSE :DE),American Banking and Market News,,2021-01-12,1181 words,1181,34,99,439934,AMBNWS2021,urn:contentItem:5SG2-KGG1-DXK2-M4C2-00000-00
City Holding Co. Has $6.24 Million Position in Deere & Company ( NYSE :DE),American Banking and Market News,,2021-01-12,1146 words,1146,34,98,439934,AMBNWS2021,urn:contentItem:61RV-M2K1-DXK2-M4WD-00000-00
Huntington National Bank Reduces Position in Deere & Company ( NYSE :DE),American Banking and Market News,,2021-01-12,1091 words,1091,34,90,439934,AMBNWS2021,urn:contentItem:61RR-0J91-DXK2-M281-00000-00
Huntington National Bank Cuts Holdings in Deere & Company ( NYSE :DE),American Banking and Market News,,2021-01-12,1096 words,1096,34,90,439934,AMBNWS2021,urn:contentItem:61RR-0J91-DXK2-M283-00000-00
Deere & Company ( NYSE :DE) Hits New 52-Week High at $302.26,American Banking and Market News,,2021-01-12,1005 words,1005,34,88,439934,AMBNWS2021,urn:contentItem:61RV-M271-JB40-X496-00000-00
Granite Investment Advisors LLC Invests $3.06 Million in Deere & Company ( NYSE :DE),American Banking and Market News,,2021-01-12,1095 words,1095,34,88,439934,AMBNWS2021,urn:contentItem:61RV-M271-JB40-X2PF-00000-00
Deere & Company ( NYSE :DE) Reaches New 12-Month High at $302.26,DailyPolitical,,2021-01-12,1073 words,1073,34,88,484233,AMCN-116307,urn:contentItem:61RV-TMN1-JCMN-Y1S6-00000-00
City Holding Co. Trims Stock Position in Deere & Company ( NYSE :DE),Ticker Report,,2021-01-13,1260 words,1260,26,99,484293,AMCN-126392,urn:contentItem:61RV-TMN1-JCMN-Y45S-00000-00
Deere & Company ( NYSE :DE) Shares Sold by Acropolis Investment Management LLC,Transcript Daily,,2021-01-13,1133 words,1133,26,88,484294,AMCN-10009368,urn:contentItem:61RY-GG61-JCMN-Y0D8-00000-00
KMG Fiduciary Partners LLC Invests $1.51 Million in Deere & Company ( NYSE :DE),American Banking and Market News,,2021-01-13,1058 words,1058,26,87,439934,AMBNWS2021,urn:contentItem:61S2-K961-JB40-X2M8-00000-00
"IFM Investors Pty Ltd Purchases 4,087 Shares of Deere & Company ( NYSE :DE)",American Banking and Market News,,2021-01-13,1094 words,1094,26,87,439934,AMBNWS2021,urn:contentItem:61S3-1BT1-JB40-X4WG-00000-00
Abner Herrman & Brock LLC Sells 45 Shares of Deere & Company ( NYSE :DE),DailyPolitical,,2021-01-13,1166 words,1166,26,87,484233,AMCN-116307,urn:contentItem:61RV-TMN1-JCMN-Y271-00000-00
"KMG Fiduciary Partners LLC Buys Shares of 5,491 Deere & Company ( NYSE :DE)",Transcript Daily,,2021-01-13,1134 words,1134,26,87,484294,AMCN-10009368,urn:contentItem:61S2-T961-F03R-N48P-00000-00
"Coastal Investment Advisors Inc. Has $838,000 Stock Position in Deere & Company ( NYSE :DE)",American Banking and Market News,,2021-01-13,1080 words,1080,26,85,439934,AMBNWS2021,urn:contentItem:5SG6-7VY1-JB40-X23K-00000-00
Abner Herrman & Brock LLC Has $1.51 Million Position in Deere & Company ( NYSE :DE),Ticker Report,,2021-01-13,1219 words,1219,26,85,484293,AMCN-126392,urn:contentItem:61RV-TM81-F03R-N1WW-00000-00
"US Patent Issued to DEERE & Co. on Jan. 12 for ""Material wrap system with self cleaning feature"" ( Iowa Inventors)",US Fed News,,2021-01-13,245 words,245,26,75,282801,USFDNW2021,urn:contentItem:61RV-J801-F12F-F0PJ-00000-00
"US Patent Issued to Deere & Co. on Jan. 12 for ""Intelligent mechanical linkage performance system"" ( American , Indian Inventors)",US Fed News,,2021-01-13,248 words,248,26,72,282801,USFDNW2021,urn:contentItem:61RR-P3R1-F12F-F17F-00000-00
Cullinan Associates Inc. Grows Holdings in Deere & Company ( NYSE :DE),American Banking and Market News,,2021-01-14,1087 words,1087,26,90,439934,AMBNWS2021,urn:contentItem:61S8-HP71-DXK2-M4FD-00000-00
Americana Partners LLC Grows Stock Holdings in Deere & Company ( NYSE :DE),American Banking and Market News,,2021-01-14,1133 words,1133,26,88,439934,AMBNWS2021,urn:contentItem:5SG8-JDH1-JB40-X0D1-00000-00
Coastal Investment Advisors Inc. Grows Position in Deere & Company ( NYSE :DE),DailyPolitical,,2021-01-14,1228 words,1228,26,88,484233,AMCN-116307,urn:contentItem:61S2-T971-F03R-N0M0-00000-00
Deere & Company ( NYSE :DE) Holdings Boosted by Redpoint Investment Management Pty Ltd,American Banking and Market News,,2021-01-14,1062 words,1062,26,87,439934,AMBNWS2021,urn:contentItem:61S4-WMF1-JB40-X47H-00000-00
Atalanta Sosnoff Capital LLC Sells 930 Shares of Deere & Company ( NYSE :DE),American Banking and Market News,,2021-01-14,1151 words,1151,26,87,439934,AMBNWS2021,urn:contentItem:61SB-VCW1-JB40-X4MC-00000-00
First Midwest Bank Trust Division Lowers Position in Deere & Company ( NYSE :DE),American Banking and Market News,,2021-01-14,1145 words,1145,26,87,439934,AMBNWS2021,urn:contentItem:61S8-HP71-DXK2-M2MG-00000-00
"IFM Investors Pty Ltd Purchases 4,087 Shares of Deere & Company ( NYSE :DE)",Watchlist News,,2021-01-14,1229 words,1229,26,86,484299,AMCN-135127,urn:contentItem:61S2-TCN1-JCMN-Y4K1-00000-00
"Coastal Investment Advisors Inc. Has $838,000 Stock Position in Deere & Company ( NYSE :DE)",Ticker Report,,2021-01-14,1152 words,1152,26,85,484293,AMCN-126392,urn:contentItem:61S2-TCN1-JCMN-Y3DV-00000-00
Deere & Company ( NYSE :DE) Stock Position Cut by First Midwest Bank Trust Division,Zolmax.com,,2021-01-14,1246 words,1246,26,85,484302,AMCN-116308,urn:contentItem:61S8-S2F1-JCMN-Y0JN-00000-00
CX Institutional Grows Stock Holdings in Deere & Company ( NYSE :DE),Watchlist News,,2021-01-15,1194 words,1194,27,90,484299,AMCN-135127,urn:contentItem:61SB-2C71-JCMN-Y0RK-00000-00
Cullinan Associates Inc. Grows Holdings in Deere & Company ( NYSE :DE),Watchlist News,,2021-01-15,1219 words,1219,27,90,484299,AMCN-135127,urn:contentItem:61S8-S5G1-JCMN-Y2KW-00000-00
Cardinal Capital Management Inc. Cuts Stake in Deere & Company ( NYSE :DE),American Banking and Market News,,2021-01-15,1084 words,1084,27,88,439934,AMBNWS2021,urn:contentItem:61SG-H541-DXK2-M0CG-00000-00
Americana Partners LLC Acquires 273 Shares of Deere & Company ( NYSE :DE),DailyPolitical,,2021-01-15,1171 words,1171,27,88,484233,AMCN-116307,urn:contentItem:61S8-S2F1-JCMN-Y02H-00000-00
Oak Harvest Investment Services Purchases New Position in Deere & Company ( NYSE :DE),American Banking and Market News,,2021-01-15,1089 words,1089,27,87,439934,AMBNWS2021,urn:contentItem:61SG-H5N1-DXK2-M2JF-00000-00
"Boston Trust Walden Corp Sells 40,283 Shares of Deere & Company ( NYSE :DE)",American Banking and Market News,,2021-01-15,1086 words,1086,27,87,439934,AMBNWS2021,urn:contentItem:61SG-H541-DXK2-M14J-00000-00
Jefferies Financial Group Boosts Deere & Company ( NYSE :DE) Price Target to $350.00,American Banking and Market News,,2021-01-15,983 words,983,27,87,439934,AMBNWS2021,urn:contentItem:61SG-H531-DXK2-M4DD-00000-00
NBT Bank N A NY Increases Holdings in Deere & Company ( NYSE :DE),American Banking and Market News,,2021-01-15,1050 words,1050,27,87,439934,AMBNWS2021,urn:contentItem:5SGD-6W91-JB40-X4DN-00000-00
Crossmark Global Holdings Inc. Decreases Stock Position in Deere & Company ( NYSE :DE),American Banking and Market News,,2021-01-15,1082 words,1082,27,87,439934,AMBNWS2021,urn:contentItem:61SG-H531-DXK2-M3P7-00000-00
Deere & Company ( NYSE :DE) PT Raised to $345.00,Ticker Report,,2021-01-16,1097 words,1097,3,93,484293,AMCN-126392,urn:contentItem:61SK-9F81-F03R-N1CN-00000-00
"Food and Agriculture Products and Technology Market Size Analysis, Segmentation, Industry Outlook, and Forecasts, 2021-2027 | ADM, Evonik, Genus, Neogen, etc",iCrowdNewswire (English),,2021-01-16,1198 words,1198,3,30,433665,ICRWDE2021,urn:contentItem:61SJ-2YS1-JCTB-F332-00000-00
Farm Management Software Market and its Future Outlook and Trend During the Period of 2019   2023,iCrowdNewswire (English),,2021-01-17,955 words,955,1,20,433665,ICRWDE2021,urn:contentItem:61SX-CG11-JCTB-F4VT-00000-00
"Deere & Company to Post FY2021 Earnings of $13.45 Per Share, Jefferies Financial Group Forecasts ( NYSE :DE)",American Banking and Market News,,2021-01-18,1085 words,1085,11,83,439934,AMBNWS2021,urn:contentItem:61T0-PJ51-DXK2-M319-00000-00
"Statistics Report: Global Smart Agriculture Market Size Value Will Reach USD 19,625 Million By 2027: Facts & Factors According to the [175+ Pages] research report; the global Smart Agriculture Market in 2018 was approximately USD 6,455 million. The market is expected to grow at a CAGR of 13.09% and is anticipated to reach around USD 19,625 million by 2027. Top market players are SST Development Group, Inc., Trimble Inc. , Topcon, The Climate Corporation , GEA Group, Ag Leader Technology, Inc. , Deere & Company and others.",GlobeNewswire,,2021-01-18,1733 words,1733,11,35,222091,PRIZNE2021,urn:contentItem:61SY-SRT1-JBKN-D3C0-00000-00
"Construction Tractors Market Moving in the Right Direction Post CoVID : Caterpillar , Deere, Komatsu",ReleaseWire,,2021-01-18,1507 words,1507,11,33,484276,SBWI-7162,urn:contentItem:61T1-7R51-JCMN-Y2SY-00000-00
LATIN AMERICA - BRAZIL - AUTOMOTIVE - UPDATED 18 JANUARY 2021,Industry SnapShot Summary,,2021-01-18,663 words,663,11,28,478880,ACQSUM2021,urn:contentItem:653B-NHH1-DYYM-R303-00000-00
"Self-propelled Forage Harvesters   Market Growth, Trends, Forecast and COVID-19 Impacts (2014   2027)",iCrowdNewswire (English),,2021-01-18,956 words,956,11,24,433665,ICRWDE2021,urn:contentItem:61T4-BMH1-JCTB-F0XY-00000-00
The Worldwide Agriculture Analytics Industry is Expected to Grow to $1.4 Billion by 2025,GlobeNewswire,,2021-01-18,1275 words,1275,11,23,222091,PRIZNE2021,urn:contentItem:61SY-SRT1-JBKN-D3BW-00000-00
"Global Shared & Unlicensed Spectrum LTE/5G Network Ecosystem Report 2021-2030 - Opportunities, Challenges, Strategies & Forecasts - ResearchAndMarkets.com",Business Wire,,2021-01-18,1037 words,1037,11,16,7924,BWIRE2021,urn:contentItem:61SY-SSB1-DXY3-03NB-00000-00
Sealed Air (SEE) Offers Packaging Solutions for COVID-19 Vaccines,Newstex Blogs,Zacks Equity Research,2021-01-18,1012 words,1012,11,4,299488,ZACK-5304,urn:contentItem:61T1-7W61-F03R-N380-00000-00
Deere & Company ( NYSE :DE) Stock Holdings Reduced by Rothschild & Co Wealth Management UK Ltd,American Banking and Market News,,2021-01-19,1115 words,1115,28,95,439934,AMBNWS2021,urn:contentItem:61TB-D361-JB40-X0VC-00000-00
"Northstar Advisory Group LLC Invests $363,000 in Deere & Company ( NYSE :DE)",Watchlist News,,2021-01-19,1200 words,1200,28,88,484299,AMCN-135127,urn:contentItem:61TB-M971-F03R-N189-00000-00
"Sarasin & Partners LLP Purchases 11,341 Shares of Deere & Company ( NYSE :DE)",American Banking and Market News,,2021-01-19,1120 words,1120,28,88,439934,AMBNWS2021,urn:contentItem:5SGM-N581-DXK2-M089-00000-00
Deere & Company ( NYSE :DE) Stock Position Lowered by Allied Investment Advisors LLC,American Banking and Market News,,2021-01-19,1103 words,1103,28,87,439934,AMBNWS2021,urn:contentItem:61TB-VGK1-DXK2-M0JS-00000-00
