title,source,author,date,length,wordcount,totalsearchresults,relevancescore,contentcomponentid,vendorreportid,docid
Alphabet Inc. ( NASDAQ :GOOGL) is Red Spruce Capital LLC 's 2nd Largest Position,American Banking and Market News,,2021-01-04,836 words,836,37,75,439934,AMBNWS2021,urn:contentItem:61P4-TNC1-DXK2-M081-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Shares Sold by Private Asset Management Inc.,American Banking and Market News,,2021-01-05,771 words,771,33,82,439934,AMBNWS2021,urn:contentItem:61PB-T531-JB40-X43N-00000-00
Alphabet Inc. ( NASDAQ :GOOG) Shares Purchased by Private Asset Management Inc.,American Banking and Market News,,2021-01-05,1015 words,1015,33,79,439934,AMBNWS2021,urn:contentItem:61PB-T531-JB40-X42Y-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Position Reduced by M&R Capital Management Inc.,American Banking and Market News,,2021-01-05,814 words,814,33,79,439934,AMBNWS2021,urn:contentItem:61PB-T531-JB40-X3BJ-00000-00
Alphabet Inc. ( NASDAQ :GOOG) Director Ann Mather Sells 52 Shares,American Banking and Market News,,2021-01-05,796 words,796,33,78,439934,AMBNWS2021,urn:contentItem:61PC-7D81-DXK2-M14X-00000-00
Boltwood Capital Management Trims Stake in Alphabet Inc. ( NASDAQ :GOOGL),Zolmax.com,,2021-01-05,875 words,875,33,77,484302,AMCN-116308,urn:contentItem:61P5-1FW1-JCMN-Y12M-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Stake Cut by M&R Capital Management Inc.,Zolmax.com,,2021-01-05,803 words,803,33,77,484302,AMCN-116308,urn:contentItem:61PC-0FG1-JCMN-Y32H-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Shares Bought by Enterprise Bank & Trust Co,Watchlist News,,2021-01-05,862 words,862,33,76,484299,AMCN-135127,urn:contentItem:61PC-0FG1-JCMN-Y4B9-00000-00
M&R Capital Management Inc. Sells 217 Shares of Alphabet Inc. ( NASDAQ :GOOG),American Banking and Market News,,2021-01-05,951 words,951,33,76,439934,AMBNWS2021,urn:contentItem:61PB-T531-JB40-X347-00000-00
Woodstock Corp Grows Stock Holdings in Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-06,775 words,775,23,80,439934,AMBNWS2021,urn:contentItem:61PJ-SKH1-JB40-X04S-00000-00
Woodstock Corp Grows Holdings in Alphabet Inc. ( NASDAQ :GOOGL),DailyPolitical,,2021-01-06,884 words,884,23,80,484233,AMCN-116307,urn:contentItem:61PK-0N01-F03R-N2WB-00000-00
Alphabet Inc. ( NASDAQ :GOOG) Holdings Raised by Woodstock Corp,American Banking and Market News,,2021-01-06,1038 words,1038,23,79,439934,AMBNWS2021,urn:contentItem:61PJ-SKH1-JB40-X0RB-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Shares Sold by American National Bank,Zolmax.com,,2021-01-06,857 words,857,23,78,484302,AMCN-116308,urn:contentItem:61PK-0N01-F03R-N3C6-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Stake Lessened by First American Bank,American Banking and Market News,,2021-01-06,825 words,825,23,78,439934,AMBNWS2021,urn:contentItem:61PJ-SKG1-JB40-X4CP-00000-00
First American Bank Sells 108 Shares of Alphabet Inc. ( NASDAQ :GOOG),American Banking and Market News,,2021-01-06,967 words,967,23,77,439934,AMBNWS2021,urn:contentItem:61PJ-SKG1-JB40-X452-00000-00
Alphabet Inc. ( NASDAQ :GOOG) Director Ann Mather Sells 52 Shares,Watchlist News,,2021-01-06,906 words,906,23,77,484299,AMCN-135127,urn:contentItem:61PD-9D91-JCMN-Y451-00000-00
Alphabet Inc. ( NASDAQ :GOOG) Shares Acquired by Capital Investment Services of America Inc.,American Banking and Market News,,2021-01-06,991 words,991,23,76,439934,AMBNWS2021,urn:contentItem:61PJ-SKH1-JB40-X0DR-00000-00
Fulton Bank N.A. Acquires 95 Shares of Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-07,798 words,798,30,79,439934,AMBNWS2021,urn:contentItem:61PN-3411-JB40-X12G-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Stake Boosted by Webster Bank N. A.,Zolmax.com,,2021-01-07,891 words,891,30,75,484302,AMCN-116308,urn:contentItem:61PS-Y0J1-F03R-N302-00000-00
Norman Fields Gottscho Capital Management LLC Lowers Stock Position in Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-07,849 words,849,30,75,439934,AMBNWS2021,urn:contentItem:5SFS-B0F1-DXK2-M3JH-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) is New England Research & Management Inc.'s 9th Largest Position,American Banking and Market News,,2021-01-07,786 words,786,30,75,439934,AMBNWS2021,urn:contentItem:61PS-R8F1-JB40-X4FF-00000-00
Indiana Trust & Investment Management CO Has $3.50 Million Stock Position in Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-07,835 words,835,30,74,439934,AMBNWS2021,urn:contentItem:61PN-3411-JB40-X2HM-00000-00
"Marotta Asset Management Makes New $210,000 Investment in Alphabet Inc. ( NASDAQ :GOOG)",Watchlist News,,2021-01-07,1085 words,1085,30,74,484299,AMCN-135127,urn:contentItem:61PN-N6R1-JCMN-Y26C-00000-00
Fulton Bank N.A. Purchases 95 Shares of Alphabet Inc. ( NASDAQ :GOOGL),Transcript Daily,,2021-01-07,828 words,828,30,74,484294,AMCN-10009368,urn:contentItem:61PN-N781-JCMN-Y14G-00000-00
Norman Fields Gottscho Capital Management LLC Sells 30 Shares of Alphabet Inc. ( NASDAQ :GOOGL),DailyPolitical,,2021-01-07,887 words,887,30,71,484233,AMCN-116307,urn:contentItem:61PS-Y0J1-F03R-N28M-00000-00
HGK Asset Management Inc. Cuts Position in Alphabet Inc. ( NASDAQ :GOOG),American Banking and Market News,,2021-01-08,923 words,923,32,98,439934,AMBNWS2021,urn:contentItem:61PW-28S1-DXK2-M0VC-00000-00
Diversified Trust Co Has $17.62 Million Stock Position in Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-08,773 words,773,32,77,439934,AMBNWS2021,urn:contentItem:61R0-PR61-JB40-X07X-00000-00
Modus Advisors LLC Raises Holdings in Alphabet Inc. ( NASDAQ :GOOG),Watchlist News,,2021-01-08,1136 words,1136,32,77,484299,AMCN-135127,urn:contentItem:61PW-MFV1-JCMN-Y193-00000-00
Alphabet Inc. ( NASDAQ :GOOG) Stock Position Cut by Gradient Investments LLC,American Banking and Market News,,2021-01-08,978 words,978,32,76,439934,AMBNWS2021,urn:contentItem:5SFV-N0F1-DXK2-M0B0-00000-00
State of Alaska Department of Revenue Has $100.72 Million Position in Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-08,865 words,865,32,75,439934,AMBNWS2021,urn:contentItem:5SFV-N0F1-DXK2-M0KY-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Shares Sold by State of Alaska Department of Revenue,Watchlist News,,2021-01-08,882 words,882,32,74,484299,AMCN-135127,urn:contentItem:61R0-XHK1-F03R-N1Y1-00000-00
Modus Advisors LLC Has $2.87 Million Stock Position in Alphabet Inc. ( NASDAQ :GOOG),American Banking and Market News,,2021-01-08,1026 words,1026,32,74,439934,AMBNWS2021,urn:contentItem:5SFV-N0F1-DXK2-M0W2-00000-00
ELM Advisors LLC Acquires Shares of 91 Alphabet Inc. ( NASDAQ :GOOG),Transcript Daily,,2021-01-08,1013 words,1013,32,74,484294,AMCN-10009368,urn:contentItem:61R0-XHJ1-F03R-N493-00000-00
Carroll Financial Associates Inc. Reduces Position in Alphabet Inc. ( NASDAQ :GOOG),DailyPolitical,,2021-01-09,1060 words,1060,9,94,484233,AMCN-116307,urn:contentItem:61R2-6R71-F03R-N3SC-00000-00
"Diversified Trust Co Sells 1,563 Shares of Alphabet Inc. ( NASDAQ :GOOG)",American Banking and Market News,,2021-01-09,1030 words,1030,9,77,439934,AMBNWS2021,urn:contentItem:61R3-0H81-JB40-X4FG-00000-00
Old Port Advisors Increases Stock Position in Alphabet Inc. ( NASDAQ :GOOGL),Watchlist News,,2021-01-09,893 words,893,9,77,484299,AMCN-135127,urn:contentItem:61R0-XGW1-JCMN-Y42V-00000-00
Alphabet Inc. ( NASDAQ :GOOG) Position Raised by Creative Financial Designs Inc. ADV,Zolmax.com,,2021-01-09,1015 words,1015,9,71,484302,AMCN-116308,urn:contentItem:61R2-6R71-F03R-N4G6-00000-00
"Creative Financial Designs Inc. ADV Has $836,000 Stock Position in Alphabet Inc. ( NASDAQ :GOOG)",DailyPolitical,,2021-01-09,1051 words,1051,9,71,484233,AMCN-116307,urn:contentItem:61R3-HWR1-F03R-N484-00000-00
Capitol Hill siege: Twitter bans Michael Flynn and Sidney Powell,University Wire,Sandy Mccarthy,2021-01-09,390 words,390,9,26,172244,UWIRE2021,urn:contentItem:61R6-46K1-JBSN-330S-00000-00
"Josh Hawley, Ted Cruz pressured to resign for 'normalizing' attack on Capitol",University Wire,Julia Gonzales,2021-01-09,629 words,629,9,21,172244,UWIRE2021,urn:contentItem:61R6-46K1-JBSN-32ST-00000-00
: Twitter permanently suspends Trump's account,Financial Press,Financial Press,2021-01-09,1224 words,1224,9,17,484309,FINP-10009192,urn:contentItem:61R2-6R91-F03R-N1FN-00000-00
Magnite ( NASDAQ :MGNI) and Alphabet ( NASDAQ :GOOG) Head to Head Survey,Transcript Daily,,2021-01-10,582 words,582,2,37,484294,AMCN-10009368,urn:contentItem:61R8-8M91-F03R-N0YG-00000-00
Apple and Amazon Suspend Free Speech and Social Network Parler,Newstex Blogs,Oluwasegun Olukotun,2021-01-10,391 words,391,2,3,299488,INNO-10009395,urn:contentItem:61R9-GDC1-F03R-N3B3-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Shares Sold by Hexavest Inc.,American Banking and Market News,,2021-01-11,869 words,869,45,85,439934,AMBNWS2021,urn:contentItem:61RM-M9P1-DXK2-M2FV-00000-00
"Hexavest Inc. Sells 5,086 Shares of Alphabet Inc. ( NASDAQ :GOOG)",American Banking and Market News,,2021-01-11,1023 words,1023,45,81,439934,AMBNWS2021,urn:contentItem:61RM-M9P1-DXK2-M2B5-00000-00
Donaldson Capital Management LLC Raises Holdings in Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-11,746 words,746,45,80,439934,AMBNWS2021,urn:contentItem:61RM-M9P1-DXK2-M2W5-00000-00
Epiq Partners LLC Acquires 270 Shares of Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-11,851 words,851,45,79,439934,AMBNWS2021,urn:contentItem:61RM-M9P1-DXK2-M3JW-00000-00
"Metropolis Capital Ltd Sells 7,184 Shares of Alphabet Inc. ( NASDAQ :GOOGL)",American Banking and Market News,,2021-01-11,866 words,866,45,79,439934,AMBNWS2021,urn:contentItem:61RM-M9P1-DXK2-M53R-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Shares Sold by Hohimer Wealth Management LLC,American Banking and Market News,,2021-01-11,781 words,781,45,78,439934,AMBNWS2021,urn:contentItem:61RN-2J21-JB40-X00B-00000-00
TRUE Private Wealth Advisors Buys 29 Shares of Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-11,790 words,790,45,78,439934,AMBNWS2021,urn:contentItem:61RM-M8V1-JB40-X18D-00000-00
Chesley Taft & Associates LLC Cuts Stock Holdings in Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-11,822 words,822,45,78,439934,AMBNWS2021,urn:contentItem:61RG-YK01-DXK2-M17Y-00000-00
Aprio Wealth Management LLC Makes New Investment in Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-11,777 words,777,45,78,439934,AMBNWS2021,urn:contentItem:61RM-M8V1-JB40-X18X-00000-00
Bainco International Investors Increases Stake in Alphabet Inc. ( NASDAQ :GOOG),American Banking and Market News,,2021-01-12,1026 words,1026,64,79,439934,AMBNWS2021,urn:contentItem:61RV-M271-JB40-X4D9-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Shares Sold by Legacy Private Trust Co.,American Banking and Market News,,2021-01-12,788 words,788,64,78,439934,AMBNWS2021,urn:contentItem:61RV-M271-JB40-X4PK-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Stock Position Raised by First Hawaiian Bank,American Banking and Market News,,2021-01-12,787 words,787,64,78,439934,AMBNWS2021,urn:contentItem:61RW-24F1-DXK2-M4KM-00000-00
Alphabet Inc. ( NASDAQ :GOOG) Shares Sold by Jacobs & Co. CA,American Banking and Market News,,2021-01-12,1023 words,1023,64,78,439934,AMBNWS2021,urn:contentItem:61RV-M2K1-DXK2-M4FM-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Shares Sold by Hohimer Wealth Management LLC,American Banking and Market News,,2021-01-12,842 words,842,64,77,439934,AMBNWS2021,urn:contentItem:61RW-24F1-DXK2-M4W2-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Shares Sold by Cottage Street Advisors LLC,American Banking and Market News,,2021-01-12,838 words,838,64,77,439934,AMBNWS2021,urn:contentItem:61RV-M2M1-DXK2-M09J-00000-00
Hohimer Wealth Management LLC Sells 802 Shares of Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-12,779 words,779,64,77,439934,AMBNWS2021,urn:contentItem:61RW-24F1-DXK2-M49T-00000-00
Bremer Bank National Association Decreases Position in Alphabet Inc. ( NASDAQ :GOOG),American Banking and Market News,,2021-01-12,969 words,969,64,77,439934,AMBNWS2021,urn:contentItem:61RV-M271-JB40-X2GT-00000-00
MADDEN SECURITIES Corp Cuts Stock Holdings in Alphabet Inc. ( NASDAQ :GOOG),American Banking and Market News,,2021-01-12,978 words,978,64,77,439934,AMBNWS2021,urn:contentItem:61RW-24F1-DXK2-M455-00000-00
Peoples Financial Services CORP. Purchases 120 Shares of Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-12,804 words,804,64,76,439934,AMBNWS2021,urn:contentItem:61RV-M271-JB40-X4YS-00000-00
CX Institutional Grows Holdings in Alphabet Inc. ( NASDAQ :GOOG),American Banking and Market News,,2021-01-13,897 words,897,94,82,439934,AMBNWS2021,urn:contentItem:61RX-XBG1-DXK2-M2XR-00000-00
CX Institutional Acquires 307 Shares of Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-13,714 words,714,94,82,439934,AMBNWS2021,urn:contentItem:61RX-XBG1-DXK2-M2GG-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Shares Sold by BTR Capital Management Inc.,American Banking and Market News,,2021-01-13,784 words,784,94,82,439934,AMBNWS2021,urn:contentItem:61RX-XBG1-DXK2-M375-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Stake Raised by CHURCHILL MANAGEMENT Corp,American Banking and Market News,,2021-01-13,822 words,822,94,79,439934,AMBNWS2021,urn:contentItem:61S2-K961-JB40-X192-00000-00
Alphabet Inc. ( NASDAQ :GOOG) Shares Sold by Mountain Capital Investment Advisors Inc,American Banking and Market News,,2021-01-13,951 words,951,94,78,439934,AMBNWS2021,urn:contentItem:5SG6-7VY1-JB40-X2B2-00000-00
Pinnacle Financial Partners Inc. Has $22.75 Million Holdings in Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-13,836 words,836,94,78,439934,AMBNWS2021,urn:contentItem:61S3-1BV1-JB40-X08M-00000-00
Barton Investment Management Cuts Holdings in Alphabet Inc. ( NASDAQ :GOOG),American Banking and Market News,,2021-01-13,1039 words,1039,94,78,439934,AMBNWS2021,urn:contentItem:5SG6-7VY1-JB40-X1GH-00000-00
McGuire Investment Group LLC Acquires 85 Shares of Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-13,811 words,811,94,78,439934,AMBNWS2021,urn:contentItem:61S2-K9D1-DXK2-M47S-00000-00
Symphony Financial Ltd. Co. Boosts Stake in Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-13,745 words,745,94,78,439934,AMBNWS2021,urn:contentItem:61S2-K961-JB40-X31H-00000-00
Coastal Investment Advisors Inc. Boosts Holdings in Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-14,798 words,798,99,100,439934,AMBNWS2021,urn:contentItem:5SG8-JDG1-JB40-X4JV-00000-00
Pinnacle Financial Partners Inc. Increases Position in Alphabet Inc. ( NASDAQ :GOOG),American Banking and Market News,,2021-01-14,944 words,944,99,98,439934,AMBNWS2021,urn:contentItem:61S4-WMF1-JB40-X49W-00000-00
Pinnacle Financial Partners Inc. Grows Holdings in Alphabet Inc. ( NASDAQ :GOOG),American Banking and Market News,,2021-01-14,944 words,944,99,98,439934,AMBNWS2021,urn:contentItem:61S4-WH41-JB40-X3MX-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Shares Sold by Kovack Advisors Inc.,American Banking and Market News,,2021-01-14,822 words,822,99,84,439934,AMBNWS2021,urn:contentItem:61S8-HP61-DXK2-M2P1-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Shares Purchased by Cullinan Associates Inc.,American Banking and Market News,,2021-01-14,871 words,871,99,83,439934,AMBNWS2021,urn:contentItem:5SG8-JDH1-JB40-X0D3-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Shares Purchased by Coastal Investment Advisors Inc.,American Banking and Market News,,2021-01-14,779 words,779,99,82,439934,AMBNWS2021,urn:contentItem:61S4-WMF1-JB40-X4H6-00000-00
Lavaca Capital LLC Increases Stake in Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-14,736 words,736,99,81,439934,AMBNWS2021,urn:contentItem:61S4-WH41-JB40-X3VV-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Shares Sold by Pacific Wealth Strategies Group Inc.,American Banking and Market News,,2021-01-14,782 words,782,99,81,439934,AMBNWS2021,urn:contentItem:61S8-HP71-DXK2-M1XS-00000-00
Westside Investment Management Inc. Cuts Holdings in Alphabet Inc. ( NASDAQ :GOOG),American Banking and Market News,,2021-01-15,1026 words,1026,89,98,439934,AMBNWS2021,urn:contentItem:61SG-H5N1-DXK2-M3M4-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Shares Acquired by Traynor Capital Management Inc.,American Banking and Market News,,2021-01-15,731 words,731,89,83,439934,AMBNWS2021,urn:contentItem:61SG-H531-DXK2-M41F-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Shares Purchased by Aurora Private Wealth Inc.,American Banking and Market News,,2021-01-15,823 words,823,89,80,439934,AMBNWS2021,urn:contentItem:5SGD-6W91-JB40-X4R3-00000-00
Beacon Financial Group Sells 187 Shares of Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-15,816 words,816,89,80,439934,AMBNWS2021,urn:contentItem:61SG-H5N1-DXK2-M2HC-00000-00
Gillespie Robinson & Grimm Inc. Sells 418 Shares of Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-15,763 words,763,89,80,439934,AMBNWS2021,urn:contentItem:61SG-H5N1-DXK2-M2R4-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Shares Acquired by Cullinan Associates Inc.,DailyPolitical,,2021-01-15,831 words,831,89,80,484233,AMCN-116307,urn:contentItem:61S8-S2F1-JCMN-Y029-00000-00
Bogart Wealth LLC Purchases 230 Shares of Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-15,824 words,824,89,79,439934,AMBNWS2021,urn:contentItem:61SG-H531-DXK2-M45P-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Shares Sold by Strategic Wealth Designers,American Banking and Market News,,2021-01-15,803 words,803,89,79,439934,AMBNWS2021,urn:contentItem:61SG-H541-DXK2-M0V7-00000-00
Gofen & Glossberg LLC IL Reduces Stake in Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-15,780 words,780,89,78,439934,AMBNWS2021,urn:contentItem:61SG-H541-DXK2-M270-00000-00
Westside Investment Management Inc. Cuts Holdings in Alphabet Inc. ( NASDAQ :GOOG),Ticker Report,,2021-01-16,1089 words,1089,30,94,484293,AMCN-126392,urn:contentItem:61SG-RM11-F03R-N3F6-00000-00
Leelyn Smith LLC Increases Holdings in Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-16,748 words,748,30,80,439934,AMBNWS2021,urn:contentItem:61SJ-T2F1-JB40-X00V-00000-00
Leelyn Smith LLC Trims Stake in Alphabet Inc. ( NASDAQ :GOOG),American Banking and Market News,,2021-01-16,952 words,952,30,80,439934,AMBNWS2021,urn:contentItem:5SGG-PY71-JB40-X3D5-00000-00
"Oak Harvest Investment Services Acquires Shares of 2,446 Alphabet Inc. ( NASDAQ :GOOGL)",American Banking and Market News,,2021-01-16,765 words,765,30,78,439934,AMBNWS2021,urn:contentItem:61SJ-T2D1-JB40-X4PM-00000-00
Rowland Carmichael Advisors Inc. ADV Sells 21 Shares of Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-16,820 words,820,30,77,439934,AMBNWS2021,urn:contentItem:61SJ-T2X1-DXK2-M508-00000-00
QP Wealth Management LLC Has $2.63 Million Holdings in Alphabet Inc. ( NASDAQ :GOOGL),American Banking and Market News,,2021-01-16,788 words,788,30,77,439934,AMBNWS2021,urn:contentItem:61SJ-T2X1-DXK2-M4YD-00000-00
Alphabet Inc. ( NASDAQ :GOOGL) Shares Purchased by Aurora Private Wealth Inc.,Ticker Report,,2021-01-16,846 words,846,30,77,484293,AMCN-126392,urn:contentItem:61SG-RM11-F03R-N395-00000-00
Salvus Wealth Management LLC Takes Position in Alphabet Inc. ( NASDAQ :GOOGL),Zolmax.com,,2021-01-16,847 words,847,30,77,484302,AMCN-116308,urn:contentItem:61SG-RKV1-F03R-N29W-00000-00
Gillespie Robinson & Grimm Inc. Reduces Stock Holdings in Alphabet Inc. ( NASDAQ :GOOGL),Zolmax.com,,2021-01-16,874 words,874,30,76,484302,AMCN-116308,urn:contentItem:61SG-RKV1-F03R-N23H-00000-00
Arden Trust Co Sells 11 Shares of Alphabet Inc. ( NASDAQ :GOOGL),Zolmax.com,,2021-01-17,796 words,796,2,75,484302,AMCN-116308,urn:contentItem:61ST-8JF1-F03R-N3CF-00000-00
