title,source,author,date,length,wordcount,totalsearchresults,relevancescore,contentcomponentid,vendorreportid,docid
"US Patent Issued to AMERICAN EXPRESS TRAVEL RELATED SERVICES on Jan. 5 for ""Method, computer-based system, and non-transitory computer readable storage medium utilizing machine learning to prevent fraud with a digital wallet"" ( Arizona Inventors)",US Fed News,,2021-01-06,219 words,219,5,47,282801,USFDNW2021,urn:contentItem:61PF-CCC1-F12F-F053-00000-00
"US Patent Issued to AMERICAN EXPRESS TRAVEL RELATED SERVICES on Jan. 5 for ""Matching character strings with transaction data"" ( Arizona , New York , New Jersey Inventors)",US Fed News,,2021-01-06,257 words,257,5,47,282801,USFDNW2021,urn:contentItem:61PD-WBJ1-F12F-F14M-00000-00
"Prepaid Cards Market is in huge demand | Green Dot Corporation , NetSpend Holdings , H&R Block",iCrowdNewswire (English),,2021-01-07,2184 words,2184,18,353,433665,ICRWDE2021,urn:contentItem:61PS-NKW1-JCTB-F2R5-00000-00
Stock Traders Purchase Large Volume of American Express Call Options ( NYSE :AXP),American Banking and Market News,,2021-01-07,901 words,901,18,342,439934,AMBNWS2021,urn:contentItem:61PN-3411-JB40-X0GX-00000-00
Indiana Trust & Investment Management CO Sells 335 Shares of American Express ( NYSE :AXP),American Banking and Market News,,2021-01-07,937 words,937,18,338,439934,AMBNWS2021,urn:contentItem:5SFS-B0F1-DXK2-M3CK-00000-00
"Norman Fields Gottscho Capital Management LLC Sells 1,000 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-01-07,987 words,987,18,337,439934,AMBNWS2021,urn:contentItem:61PS-R8F1-JB40-X3NB-00000-00
American Express ( NYSE :AXP) Shares Acquired by Woodstock Corp,American Banking and Market News,,2021-01-07,954 words,954,18,303,439934,AMBNWS2021,urn:contentItem:61PN-3411-JB40-X03K-00000-00
American Express Sees Unusually Large Options Volume ( NYSE :AXP),Transcript Daily,,2021-01-07,990 words,990,18,301,484294,AMCN-10009368,urn:contentItem:61PN-N781-JCMN-Y0X4-00000-00
"Analyst Actions: Goldman Sachs Adjusts American Express PT to $135 From $133, Maintains Neutral Rating",MT Newswires Live Briefs,,2021-01-07,69 words,69,18,150,263815,MDNTRD2021,urn:contentItem:61PN-9531-DY03-M3F8-00000-00
"EEA Prepaid Card Market MAY SEE A BIG MOVE | American Express Company , JPMorgan Chase & Co. , Kaiku Finance, LLC .",iCrowdNewswire (English),,2021-01-08,2240 words,2240,9,488,433665,ICRWDE 202,urn:contentItem:61R0-MY91-F08D-53RM-00000-00
"Diversified Trust Co Sells 6,319 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-01-08,918 words,918,9,342,439934,AMBNWS2021,urn:contentItem:61R0-PR51-JB40-X50R-00000-00
Jefferies Financial Group Analysts Boost Earnings Estimates for American Express ( NYSE :AXP),American Banking and Market News,,2021-01-08,953 words,953,9,338,439934,AMBNWS2021,urn:contentItem:61PW-28R1-DXK2-M4CK-00000-00
American Express ( NYSE :AXP) Given New $150.00 Price Target at Wells Fargo & Company,Watchlist News,,2021-01-08,1045 words,1045,9,335,484299,AMCN-135127,urn:contentItem:61PW-MFV1-JCMN-Y0RH-00000-00
West Oak Capital LLC Raises Stock Position in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-08,1009 words,1009,9,300,439934,AMBNWS2021,urn:contentItem:61PW-28S1-DXK2-M17X-00000-00
West Oak Capital LLC Boosts Stock Holdings in American Express ( NYSE :AXP),Watchlist News,,2021-01-08,1195 words,1195,9,298,484299,AMCN-135127,urn:contentItem:61PW-MFV1-JCMN-Y0K0-00000-00
AmEx ( AXP ) Provides a Bouquet of Offers for Its Card Members,Newstex Blogs,Zacks Equity Research,2021-01-08,1164 words,1164,9,28,299488,ZACK-5304,urn:contentItem:61PW-MGC1-F03R-N0G7-00000-00
American Express ( NYSE :AXP) Shares Sold by Trust Co. of Toledo NA OH,Watchlist News,,2021-01-09,1156 words,1156,9,332,484299,AMCN-135127,urn:contentItem:61R2-6R91-F03R-N160-00000-00
Trust Co. of Toledo NA OH Sells 500 Shares of American Express ( NYSE :AXP),American Banking and Market News,,2021-01-09,993 words,993,9,301,439934,AMBNWS2021,urn:contentItem:61R3-0H91-JB40-X0RP-00000-00
State of Alaska Department of Revenue Has $13.78 Million Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-09,1004 words,1004,9,301,439934,AMBNWS2021,urn:contentItem:61R3-0H81-JB40-X4DG-00000-00
State of Alaska Department of Revenue Has $13.78 Million Position in American Express ( NYSE :AXP),DailyPolitical,,2021-01-09,1052 words,1052,9,299,484233,AMCN-116307,urn:contentItem:61R2-6R71-F03R-N3M4-00000-00
Deutsche Bank Aktiengesellschaft Boosts American Express ( NYSE :AXP) Price Target to $131.00,Watchlist News,,2021-01-09,1073 words,1073,9,298,484299,AMCN-135127,urn:contentItem:61R3-HVY1-F03R-N065-00000-00
American Express ( NYSE :AXP) Shares Sold by Gradient Investments LLC,DailyPolitical,,2021-01-09,1014 words,1014,9,59,484233,AMCN-116307,urn:contentItem:61R2-6R71-F03R-N3TB-00000-00
Billionaire investor Chamath Palihapitiya predicted Tesla stock will triple and Bitcoin will soar 5-fold in a recent interview. Here are the 15 best quotes.,Newstex Blogs,Theron Mohamed,2021-01-09,1208 words,1208,9,2,299488,BZIN-5352,urn:contentItem:61R2-6R91-F03R-N191-00000-00
"Global Credit Card Industry Analysis 2021 Market Growth, Trends, Opportunities And Forecast To 2027",iCrowdNewswire (English),,2021-01-11,1288 words,1288,24,333,433665,ICRWDE2021,urn:contentItem:61RH-6KX1-F08D-53M6-00000-00
Q3 2021 Earnings Forecast for American Express ( NYSE :AXP) Issued By Jefferies Financial Group,American Banking and Market News,,2021-01-11,937 words,937,24,302,439934,AMBNWS2021,urn:contentItem:61RG-YJY1-DXK2-M3P0-00000-00
Burke & Herbert Bank & Trust Co. Decreases Stock Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-11,1009 words,1009,24,301,439934,AMBNWS2021,urn:contentItem:5SG0-RV51-DXK2-M404-00000-00
"Huntington National Bank Sells 13,277 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-01-11,1022 words,1022,24,300,439934,AMBNWS2021,urn:contentItem:61RM-M9P1-DXK2-M3C0-00000-00
LVM Capital Management Ltd. MI Cuts Stake in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-11,1057 words,1057,24,299,439934,AMBNWS2021,urn:contentItem:5SG0-RV51-DXK2-M3TG-00000-00
American Express ( NYSE :AXP) Holdings Trimmed by Chesley Taft & Associates LLC,Watchlist News,,2021-01-11,1067 words,1067,24,298,484299,AMCN-135127,urn:contentItem:61RH-GY31-JCMN-Y321-00000-00
The Impact of Fintech on Financial Services 11 January 2021,Global Industry SnapShot,,2021-01-11,13872 words,13872,24,219,475924,ACQGIS2021,urn:contentItem:64V1-TT11-DYYM-R1X4-00000-00
First Hawaiian Bank Has $3.71 Million Stock Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-12,938 words,938,16,341,439934,AMBNWS2021,urn:contentItem:5SG2-KGG1-DXK2-M4ND-00000-00
"Louisiana State Employees Retirement System Acquires 7,400 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-01-12,946 words,946,16,338,439934,AMBNWS2021,urn:contentItem:61RR-0J91-DXK2-M1YJ-00000-00
American Express ( NYSE :AXP) Shares Purchased by First Hawaiian Bank,American Banking and Market News,,2021-01-12,1003 words,1003,16,336,439934,AMBNWS2021,urn:contentItem:61RW-24F1-DXK2-M3S9-00000-00
Central Bank & Trust Co. Cuts Stake in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-12,929 words,929,16,304,439934,AMBNWS2021,urn:contentItem:61RV-M281-JB40-X0PG-00000-00
"Abner Herrman & Brock LLC Sells 2,863 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-01-12,958 words,958,16,303,439934,AMBNWS2021,urn:contentItem:61RV-M2M1-DXK2-M0B0-00000-00
Peoples Financial Services CORP. Lowers Position in American Express ( NYSE :AXP),Transcript Daily,,2021-01-12,1108 words,1108,16,297,484294,AMCN-10009368,urn:contentItem:61RV-TMN1-JCMN-Y0RS-00000-00
National Shooting Sports Foundation Issues Public Comment on Comptroller of Currency Proposed Rule,Targeted News Service,Targeted News Service,2021-01-12,5151 words,5151,16,205,299219,TARGET2021,urn:contentItem:61S8-9TP1-JC11-10H0-00000-00
"Judge Sentences Former Company VP/Chief Financial Officer for Stealing Nearly $800,000 in Company Funds",Targeted News Service,Targeted News Service,2021-01-12,621 words,621,16,41,299219,TARGET2021,urn:contentItem:61RP-HWK1-DYG2-R354-00000-00
Trump s Biggest Lender Deutsche Bank Joins Boycott Against Him After Capitol Riots,"Forbes.com (Forbes, Incorporated)",Siladitya Ray Forbes Staff,2021-01-12,497 words,497,16,34,442244,FRBCOM2021,urn:contentItem:61RW-V6Y1-JBCM-F3VX-00000-00
Billionaire Republican Donor Sheldon Adelson Dies At 87,International Business Times News,,2021-01-12,661 words,661,16,34,484255,IBTX-7212,urn:contentItem:61RR-J8W1-JCMN-Y416-00000-00
"American Express ( NYSE :AXP) Given Consensus Rating of ""Hold"" by Brokerages",American Banking and Market News,,2021-01-13,866 words,866,16,343,439934,AMBNWS2021,urn:contentItem:61RX-XB91-DXK2-M1T1-00000-00
American Express ( NYSE :AXP) Given Consensus Rating of 'Hold' by Brokerages,Watchlist News,,2021-01-13,1001 words,1001,16,337,484299,AMCN-135127,urn:contentItem:61RY-GDC1-F03R-N3KD-00000-00
FARMERS & MERCHANTS TRUST Co OF LONG BEACH Raises Stock Holdings in American Express ( NYSE :AXP),Watchlist News,,2021-01-13,1177 words,1177,16,333,484299,AMCN-135127,urn:contentItem:61RV-TM81-F03R-N2NJ-00000-00
"IFM Investors Pty Ltd Buys 9,499 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-01-13,937 words,937,16,305,439934,AMBNWS2021,urn:contentItem:61S3-1BV1-JB40-X0FF-00000-00
RNC Capital Management LLC Has $2.01 Million Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-13,998 words,998,16,303,439934,AMBNWS2021,urn:contentItem:61S3-1BV1-JB40-X0FH-00000-00
Chemung Canal Trust Co. Cuts Position in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-13,1029 words,1029,16,300,439934,AMBNWS2021,urn:contentItem:5SG6-7VY1-JB40-X2MM-00000-00
American Express ( NYSE :AXP) Expected to Earn Q3 2021 Earnings of $1.56 Per Share,Watchlist News,,2021-01-13,1040 words,1040,16,300,484299,AMCN-135127,urn:contentItem:61RX-4FG1-F03R-N522-00000-00
CX Institutional Has $3.05 Million Stake in American Express ( NYSE :AXP),Watchlist News,,2021-01-13,1061 words,1061,16,300,484299,AMCN-135127,urn:contentItem:61RV-TM81-F03R-N2RC-00000-00
First Hawaiian Bank Has $3.71 Million Stock Holdings in American Express ( NYSE :AXP),Ticker Report,,2021-01-13,1019 words,1019,16,299,484293,AMCN-126392,urn:contentItem:61RV-TMN1-JCMN-Y47X-00000-00
"Raymond James Trust N.A. Sells 3,840 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-01-14,1000 words,1000,21,337,439934,AMBNWS2021,urn:contentItem:61S4-WMF1-JB40-X4W1-00000-00
Douglas Lane & Associates LLC Boosts Stake in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-14,982 words,982,21,337,439934,AMBNWS2021,urn:contentItem:61S8-HP71-DXK2-M231-00000-00
American Express ( NYSE :AXP) Holdings Lifted by Redpoint Investment Management Pty Ltd,American Banking and Market News,,2021-01-14,1020 words,1020,21,335,439934,AMBNWS2021,urn:contentItem:61S4-WH41-JB40-X3T7-00000-00
Coastal Investment Advisors Inc. Grows Stock Holdings in American Express ( NYSE :AXP),Watchlist News,,2021-01-14,1198 words,1198,21,330,484299,AMCN-135127,urn:contentItem:61S2-TCN1-JCMN-Y4H2-00000-00
American Express ( NYSE :AXP) Shares Purchased by Pinnacle Financial Partners Inc.,American Banking and Market News,,2021-01-14,924 words,924,21,306,439934,AMBNWS2021,urn:contentItem:5SG8-JDG1-JB40-X4JY-00000-00
American Express ( NYSE :AXP) Shares Purchased by Atalanta Sosnoff Capital LLC,American Banking and Market News,,2021-01-14,970 words,970,21,303,439934,AMBNWS2021,urn:contentItem:5SG8-JDH1-JB40-X0Y0-00000-00
Pinnacle Financial Partners Inc. Raises Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-14,1006 words,1006,21,303,439934,AMBNWS2021,urn:contentItem:61S4-WMF1-JB40-X4HF-00000-00
"Cullinan Associates Inc. Sells 1,300 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-01-14,1023 words,1023,21,301,439934,AMBNWS2021,urn:contentItem:61S8-HP71-DXK2-M473-00000-00
RNC Capital Management LLC Grows Position in American Express ( NYSE :AXP),Zolmax.com,,2021-01-14,1019 words,1019,21,299,484302,AMCN-116308,urn:contentItem:61S2-T971-F03R-N25H-00000-00
Redpoint Investment Management Pty Ltd Increases Position in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-14,1062 words,1062,21,299,439934,AMBNWS2021,urn:contentItem:61S4-WMF1-JB40-X540-00000-00
Salvus Wealth Management LLC Invests $1.62 Million in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-15,1032 words,1032,26,335,439934,AMBNWS2021,urn:contentItem:61SG-H5N1-DXK2-M2BM-00000-00
Beacon Financial Group Sells 171 Shares of American Express ( NYSE :AXP),American Banking and Market News,,2021-01-15,1071 words,1071,26,334,439934,AMBNWS2021,urn:contentItem:5SGD-6W91-JB40-X46P-00000-00
Gofen & Glossberg LLC IL Has $46.81 Million Stock Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-15,1123 words,1123,26,333,439934,AMBNWS2021,urn:contentItem:61SG-H541-DXK2-M0N8-00000-00
Founders Capital Management LLC Has $9.30 Million Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-15,955 words,955,26,303,439934,AMBNWS2021,urn:contentItem:5SGD-6W91-JB40-X4K9-00000-00
"13,259 Shares in American Express ( NYSE :AXP) Purchased by Salvus Wealth Management LLC",American Banking and Market News,,2021-01-15,1046 words,1046,26,301,439934,AMBNWS2021,urn:contentItem:61SG-H5N1-DXK2-M3FK-00000-00
"Arden Trust Co Sells 4,230 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-01-15,1043 words,1043,26,300,439934,AMBNWS2021,urn:contentItem:61SG-H531-DXK2-M4GX-00000-00
First Citizens Bank & Trust Co. Grows Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-15,1033 words,1033,26,300,439934,AMBNWS2021,urn:contentItem:61SB-VF71-DXK2-M012-00000-00
Signature Wealth Management Group Buys 980 Shares of American Express ( NYSE :AXP),American Banking and Market News,,2021-01-15,1040 words,1040,26,299,439934,AMBNWS2021,urn:contentItem:61SG-H5N1-DXK2-M3H9-00000-00
"Boston Trust Walden Corp Acquires 2,853 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-01-15,1040 words,1040,26,299,439934,AMBNWS2021,urn:contentItem:61SG-H541-DXK2-M07H-00000-00
American Express ( NYSE :AXP) Shares Sold by Crossmark Global Holdings Inc.,American Banking and Market News,,2021-01-16,898 words,898,12,342,439934,AMBNWS2021,urn:contentItem:61SJ-T2D1-JB40-X4FJ-00000-00
Signature Wealth Management Group Boosts Position in American Express ( NYSE :AXP),Watchlist News,,2021-01-16,1217 words,1217,12,327,484299,AMCN-135127,urn:contentItem:61SG-RM11-F03R-N464-00000-00
"Crossmark Global Holdings Inc. Sells 1,198 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-01-16,1017 words,1017,12,302,439934,AMBNWS2021,urn:contentItem:5SGG-PY71-JB40-X2XM-00000-00
Bennicas & Associates Inc. Has $1.98 Million Holdings in American Express ( NYSE :AXP),Zolmax.com,,2021-01-16,1059 words,1059,12,298,484302,AMCN-116308,urn:contentItem:61SG-RKV1-F03R-N29J-00000-00
American Express ( NYSE :AXP) Shares Acquired by Founders Capital Management LLC,Watchlist News,,2021-01-16,1248 words,1248,12,293,484299,AMCN-135127,urn:contentItem:61SG-RM11-F03R-N48K-00000-00
American Express ( NYSE : AXP ) Expected to Announce Earnings of $1.28 Per Share,Watchlist News,,2021-01-16,1327 words,1327,12,291,484299,AMCN-135127,urn:contentItem:61SG-RM11-F03R-N4PF-00000-00
"Incentive Cards Market Outlook 2021: Hidden Trends and Growth Opportunities | Mastercard , American Express , Givex",iCrowdNewswire (English),,2021-01-16,1362 words,1362,12,268,433665,ICRWDE2021,urn:contentItem:61SJ-2YS1-JCTB-F2VC-00000-00
Bennicas & Associates Inc. Sells 100 Shares of American Express ( NYSE :AXP),DailyPolitical,,2021-01-16,1079 words,1079,12,59,484233,AMCN-116307,urn:contentItem:61SG-RKV1-F03R-N1C4-00000-00
Founders Capital Management LLC Has $9.30 Million Holdings in American Express ( NYSE :AXP),Ticker Report,,2021-01-16,1023 words,1023,12,59,484293,AMCN-126392,urn:contentItem:61SG-RM11-F03R-N3CB-00000-00
American Express ( NYSE : AXP ) Expected to Post Quarterly Sales of $9.42 Billion,American Banking and Market News,,2021-01-17,1104 words,1104,1,333,439934,AMBNWS2021,urn:contentItem:61SS-RFV1-JB40-X1HT-00000-00
The Impact of Fintech on Financial Services 18 January 2021,Global Industry SnapShot,,2021-01-18,14237 words,14237,2,216,475924,ACQGIS2021,urn:contentItem:64V1-TT11-DYYM-R1XK-00000-00
Mastercard ( MA ) to Accelerate Digitization in Asia Pacific SMEs,Newstex Blogs,Zacks Equity Research,2021-01-18,1056 words,1056,2,26,299488,ZACK-5304,urn:contentItem:61T1-7W61-F03R-N39W-00000-00
American Express ( AXP ) Set to Announce Quarterly Earnings on Tuesday,American Banking and Market News,,2021-01-19,720 words,720,20,354,439934,AMBNWS2021,urn:contentItem:61T6-N901-DXK2-M4Y3-00000-00
"Sowell Financial Services LLC Has $434,000 Stake in American Express ( NYSE :AXP)",American Banking and Market News,,2021-01-19,887 words,887,20,343,439934,AMBNWS2021,urn:contentItem:5SGM-6VV1-DXK2-M340-00000-00
Pelham Global Financials Ltd. Has $16 Million Stake in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-19,972 words,972,20,340,439934,AMBNWS2021,urn:contentItem:61TB-D361-JB40-X1DB-00000-00
Game Plan Financial Advisors LLC Purchases New Position in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-19,975 words,975,20,339,439934,AMBNWS2021,urn:contentItem:61TB-D3W1-JB40-X465-00000-00
Sowell Financial Services LLC Reduces Holdings in American Express ( NYSE :AXP),Watchlist News,,2021-01-19,1160 words,1160,20,333,484299,AMCN-135127,urn:contentItem:61T5-WC61-JCMN-Y2N3-00000-00
"JPMorgan On Finance Stocks In 2021: Why It's Bullish On Credit Cards, Cautious On Mortgages",Benzinga.com,Wayne Duggan,2021-01-19,486 words,486,20,312,401674,BENZGA2021,urn:contentItem:61T7-3XX1-DXWP-T08T-00000-00
"American Express ( NYSE :AXP) Upgraded by JPMorgan Chase & Co. to ""Overweight""",American Banking and Market News,,2021-01-19,870 words,870,20,309,439934,AMBNWS2021,urn:contentItem:61TB-D351-JB40-X53D-00000-00
American Express ( NYSE :AXP) Rating Increased to Overweight at JPMorgan Chase & Co.,American Banking and Market News,,2021-01-19,861 words,861,20,309,439934,AMBNWS2021,urn:contentItem:61TB-D351-JB40-X53M-00000-00
BLB&B Advisors LLC Reduces Stake in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-20,1011 words,1011,23,336,439934,AMBNWS2021,urn:contentItem:61TD-RX11-DXK2-M4P6-00000-00
"16,653 Shares in American Express ( NYSE :AXP) Acquired by Solitude Financial Services",American Banking and Market News,,2021-01-20,1036 words,1036,23,336,439934,AMBNWS2021,urn:contentItem:61TD-RX21-DXK2-M15H-00000-00
MEAG MUNICH ERGO Kapitalanlagegesellschaft mbH Increases Stock Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-20,1056 words,1056,23,335,439934,AMBNWS2021,urn:contentItem:61TJ-D7S1-JB40-X0DM-00000-00
"Profit Investment Management LLC Has $408,000 Stock Holdings in American Express ( NYSE :AXP)",American Banking and Market News,,2021-01-20,921 words,921,23,306,439934,AMBNWS2021,urn:contentItem:61TD-RX21-DXK2-M2PF-00000-00
Welch & Forbes LLC Trims Stake in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-20,943 words,943,23,303,439934,AMBNWS2021,urn:contentItem:61TJ-D7K1-DXK2-M563-00000-00
American Express ( NYSE :AXP) Shares Sold by Boyd Watterson Asset Management LLC OH,American Banking and Market News,,2021-01-20,997 words,997,23,302,439934,AMBNWS2021,urn:contentItem:61TJ-D7S1-JB40-X159-00000-00
"Profit Investment Management LLC Sells 8,695 Shares of American Express ( NYSE :AXP)",Watchlist News,,2021-01-20,1105 words,1105,23,298,484299,AMCN-135127,urn:contentItem:61TF-8J51-F03R-N0YK-00000-00
"821,523 Shares in American Express ( NYSE :AXP) Bought by Manning & Napier Group LLC",American Banking and Market News,,2021-01-20,1093 words,1093,23,298,439934,AMBNWS2021,urn:contentItem:5SGP-HJR1-JB40-X32C-00000-00
DNB Asset Management AS Boosts Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-21,1034 words,1034,15,335,439934,AMBNWS2021,urn:contentItem:61TM-P301-DXK2-M10T-00000-00
Maj Invest Holding A S Raises Stake in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-21,1067 words,1067,15,334,439934,AMBNWS2021,urn:contentItem:61TS-C411-DXK2-M4G3-00000-00
"WoodTrust Financial Corp Buys 4,958 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-01-21,1001 words,1001,15,302,439934,AMBNWS2021,urn:contentItem:61TS-C421-DXK2-M02B-00000-00
American Express ( NYSE :AXP) Upgraded at JPMorgan Chase & Co.,DailyPolitical,,2021-01-21,1092 words,1092,15,297,484233,AMCN-116307,urn:contentItem:61TK-WNS1-F03R-N4M3-00000-00
American Express ( NYSE :AXP) Receives Consensus Recommendation of 'Hold' from Analysts,Zolmax.com,,2021-01-21,1073 words,1073,15,297,484302,AMCN-116308,urn:contentItem:61TK-WNT1-F03R-N04R-00000-00
"Sippican Capital Advisors Sells 2,542 Shares of American Express ( NYSE :AXP)",Zolmax.com,,2021-01-21,1146 words,1146,15,60,484302,AMCN-116308,urn:contentItem:61TN-85Y1-F03R-N2J8-00000-00
"Weybosset Research & Management LLC Buys Shares of 1,700 American Express ( NYSE :AXP)",Transcript Daily,,2021-01-21,1041 words,1041,15,59,484294,AMCN-10009368,urn:contentItem:61TS-J431-JCMN-Y2PT-00000-00
Meridian Wealth Management LLC Sells 258 Shares of American Express ( NYSE :AXP),Transcript Daily,,2021-01-21,1017 words,1017,15,58,484294,AMCN-10009368,urn:contentItem:61TN-85X1-F03R-N4T7-00000-00
Northstar Asset Management LLC Buys 200 Shares of American Express ( NYSE :AXP),Zolmax.com,,2021-01-21,1094 words,1094,15,58,484302,AMCN-116308,urn:contentItem:61TS-J431-JCMN-Y494-00000-00
"Foster Group Inc. Buys Shares of 25,678 American Express ( NYSE :AXP)",American Banking and Market News,,2021-01-22,947 words,947,29,340,439934,AMBNWS2021,urn:contentItem:61V0-9BM1-JB40-X4VB-00000-00
Columbia Trust Co 01012016 Makes New Investment in American Express ( NYSE :AXP),Watchlist News,,2021-01-22,1168 words,1168,29,333,484299,AMCN-135127,urn:contentItem:61TW-6TM1-F03R-N17B-00000-00
Kestra Private Wealth Services LLC Cuts Stock Position in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-22,912 words,912,29,307,439934,AMBNWS2021,urn:contentItem:61TV-PTJ1-DXK2-M0V2-00000-00
"Kestra Advisory Services LLC Buys 62,020 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-01-22,890 words,890,29,307,439934,AMBNWS2021,urn:contentItem:61TV-PTJ1-DXK2-M0K5-00000-00
Highland Capital Management LLC Cuts Position in American Express ( NYSE :AXP),American Banking and Market News,,2021-01-22,920 words,920,29,306,439934,AMBNWS2021,urn:contentItem:61TV-PTH1-DXK2-M55K-00000-00
"2,257 Shares in American Express ( NYSE :AXP) Acquired by Columbia Trust Co 01012016",American Banking and Market News,,2021-01-22,909 words,909,29,306,439934,AMBNWS2021,urn:contentItem:5SGX-GP41-DXK2-M398-00000-00
